Well	Top	Base	Unit	Comment
2/2-1	3820.00	0.00	HEGRE GP	
2/2-1	3820.00	0.00	SKAGERRAK FM	
2/2-1	3947.00	0.00	ZECHSTEIN GP	
2/2-2	91.00	0.00	NORDLAND GP	
2/2-2	1502.00	0.00	HORDALAND GP	
2/2-2	1978.00	0.00	VADE MB	Changed from FM to MB
2/2-2	2326.00	0.00	ROGALAND GP	
2/2-2	2326.00	0.00	BALDER FM	
2/2-2	2358.00	0.00	SELE FM	
2/2-2	2389.00	0.00	LISTA FM	
2/2-2	2512.00	0.00	SHETLAND GP	
2/2-2	2512.00	0.00	TOR FM	
2/2-2	2639.00	0.00	HOD FM	
2/2-2	2754.00	0.00	CROMER KNOLL GP	
2/2-2	2908.00	0.00	TYNE GP	
2/2-2	2908.00	0.00	MANDAL FM	
2/2-2	2917.00	0.00	VESTLAND GP	
2/2-2	2917.00	0.00	BRYNE MB	Changed from FM to MB
2/2-2	2995.00	0.00	HEGRE GP	
2/2-2	2995.00	0.00	SMITH BANK FM	
2/2-2	3105.00	0.00	ZECHSTEIN GP	
2/2-3	92.00	0.00	NORDLAND GP	
2/2-3	1543.00	0.00	HORDALAND GP	
2/2-3	2827.00	0.00	ROGALAND GP	
2/2-3	2827.00	0.00	BALDER FM	
2/2-3	2855.00	0.00	SELE FM	
2/2-3	2906.00	0.00	LISTA FM	
2/2-3	2947.00	0.00	MAUREEN MB	Changed from FM to MB
2/2-3	2965.00	0.00	SHETLAND GP	
2/2-3	2965.00	0.00	EKOFISK FM	
2/2-3	3090.00	0.00	TOR FM	
2/2-3	3380.00	0.00	ULA FM	
2/2-3	3442.00	0.00	HOD FM	
2/2-3	3494.00	0.00	CROMER KNOLL GP	
2/2-3	3494.00	0.00	RØDBY FM	
2/2-3	3499.00	0.00	SOLA FM	
2/2-3	3523.00	0.00	TYNE GP	
2/2-3	3523.00	0.00	MANDAL FM	
2/2-3	3527.00	0.00	FARSUND FM	
2/2-3	3930.00	0.00	HEGRE GP	
2/2-3	3930.00	0.00	SMITH BANK FM	
2/2-4	85.00	0.00	NORDLAND GP	
2/2-4	1574.00	0.00	HORDALAND GP	
2/2-4	2086.00	0.00	VADE MB	Changed from FM to MB
2/2-4	2666.00	0.00	ROGALAND GP	
2/2-4	2666.00	0.00	BALDER FM	
2/2-4	2684.00	0.00	SELE FM	
2/2-4	2698.00	0.00	LISTA FM	
2/2-4	2777.00	0.00	MAUREEN MB	Changed from FM to MB
2/2-4	2826.00	0.00	SHETLAND GP	
2/2-4	2826.00	0.00	EKOFISK FM	
2/2-4	2847.00	0.00	TOR FM	
2/2-4	3135.00	0.00	HOD FM	
2/2-4	3213.00	0.00	CROMER KNOLL GP	
2/2-4	3213.00	0.00	ÅSGARD FM	
2/2-4	3308.00	0.00	TYNE GP	
2/2-4	3308.00	0.00	MANDAL FM	
2/2-4	3313.00	0.00	FARSUND FM	
2/2-4	3324.00	0.00	ULA FM	
2/2-4	3902.00	0.00	VESTLAND GP	
2/2-4	3902.00	0.00	BRYNE MB	Changed from FM to MB
2/2-4	3969.00	0.00	HEGRE GP	
2/2-4	3969.00	0.00	SMITH BANK FM	
2/2-5	89.00	0.00	NORDLAND GP	
2/2-5	1608.00	0.00	HORDALAND GP	
2/2-5	2184.00	0.00	VADE MB	Changed from FM to MB
2/2-5	2746.00	0.00	ROGALAND GP	
2/2-5	2746.00	0.00	BALDER FM	
2/2-5	2778.00	0.00	SELE FM	
2/2-5	2836.00	0.00	LISTA FM	
2/2-5	2898.00	0.00	VÅLE FM	
2/2-5	2947.00	0.00	SHETLAND GP	
2/2-5	2947.00	0.00	EKOFISK FM	
2/2-5	3009.00	0.00	TOR FM	
2/2-5	3204.00	0.00	HOD FM	
2/2-5	3262.00	0.00	CROMER KNOLL GP	
2/2-5	3262.00	0.00	RØDBY FM	
2/2-5	3281.00	0.00	TUXEN FM	
2/2-5	3285.00	0.00	ÅSGARD FM	
2/2-5	3418.00	0.00	TYNE GP	
2/2-5	3418.00	0.00	MANDAL FM	
2/2-5	3426.00	0.00	FARSUND FM	
2/2-5	3538.00	0.00	ULA FM	
2/2-5	3989.00	0.00	HEGRE GP	
2/2-5	4079.00	0.00	ZECHSTEIN GP	
2/3-1	84.00	0.00	NORDLAND GP	
2/3-1	1330.00	0.00	HORDALAND GP	
2/3-1	2135.00	0.00	ROGALAND GP	
2/3-1	2135.00	0.00	BALDER FM	
2/3-1	2153.00	0.00	SELE FM	
2/3-1	2175.00	0.00	LISTA FM	
2/3-1	2243.00	0.00	SHETLAND GP	
2/3-1	2243.00	0.00	TOR FM	
2/3-1	2359.00	0.00	CROMER KNOLL GP	
2/3-1	2563.00	0.00	VESTLAND GP	
2/3-1	2580.00	0.00	SKAGERRAK FM	
2/3-1	2832.00	0.00	HEGRE GP	
2/3-1	2832.00	0.00	SMITH BANK FM	
2/3-1	2917.00	0.00	ZECHSTEIN GP	
2/3-2	85.00	0.00	NORDLAND GP	
2/3-2	1250.00	0.00	HORDALAND GP	
2/3-2	1795.00	0.00	VADE MB	Changed from FM to MB
2/3-2	2186.00	0.00	ROGALAND GP	
2/3-2	2186.00	0.00	BALDER FM	
2/3-2	2212.00	0.00	FISKEBANK MB	Changed from FM to MB
2/3-2	2290.00	0.00	VIDAR MB	Changed from FM to MB
2/3-3	88.00	0.00	NORDLAND GP	
2/3-3	1060.00	0.00	HORDALAND GP	
2/3-3	2267.00	0.00	ROGALAND GP	
2/3-3	2267.00	0.00	BALDER FM	
2/3-3	2283.00	0.00	SELE FM	
2/3-3	2340.00	0.00	LISTA FM	
2/3-3	2443.00	0.00	SHETLAND GP	
2/3-3	2443.00	0.00	EKOFISK FM	
2/3-3	2484.00	0.00	TOR FM	
2/3-3	2630.00	0.00	HOD FM	
2/3-3	2678.00	0.00	CROMER KNOLL GP	
2/3-3	2678.00	0.00	RØDBY FM	
2/3-3	2710.00	0.00	SOLA FM	
2/3-3	2825.00	0.00	TYNE GP	
2/3-3	2825.00	0.00	MANDAL FM	
2/3-3	2850.00	0.00	FARSUND FM	
2/3-3	2875.00	0.00	HEGRE GP	
2/3-3	2875.00	0.00	SKAGERRAK FM	
2/3-3	2930.00	0.00	ZECHSTEIN GP	
2/3-4	96.00	0.00	NORDLAND GP	
2/3-4	1434.00	0.00	HORDALAND GP	
2/3-4	2527.00	0.00	ROGALAND GP	
2/3-4	2527.00	0.00	BALDER FM	
2/3-4	2548.00	0.00	SELE FM	
2/3-4	2592.00	0.00	LISTA FM	
2/3-4	2613.00	0.00	MAUREEN MB	Changed from FM to MB
2/3-4	2719.00	0.00	SHETLAND GP	
2/3-4	2719.00	0.00	EKOFISK FM	
2/3-4	2796.00	0.00	TOR FM	
2/3-4	2925.00	0.00	CROMER KNOLL GP	
2/3-4	2925.00	0.00	RØDBY FM	
2/3-4	2930.00	0.00	SOLA FM	
2/3-4	3006.00	0.00	MANDAL FM	
2/3-4	3006.00	0.00	VESTLAND GP	
2/3-4	3006.00	0.00	ULA FM	
2/3-4	3215.00	0.00	BRYNE MB	Changed from FM to MB
2/3-4	3332.00	0.00	HEGRE GP	
2/3-4	3332.00	0.00	SMITH BANK FM	
2/3-4	3377.00	0.00	ZECHSTEIN GP	
2/4-1	98.00	0.00	NORDLAND GP	
2/4-10	102.00	0.00	NORDLAND GP	
2/4-10	1798.00	0.00	HORDALAND GP	
2/4-10	3020.00	0.00	ROGALAND GP	
2/4-10	3020.00	0.00	BALDER FM	
2/4-10	3033.00	0.00	SELE FM	
2/4-10	3079.00	0.00	LISTA FM	
2/4-10	3111.00	0.00	VIDAR FM	
2/4-10	3155.00	0.00	VÅLE FM	
2/4-10	3162.00	0.00	SHETLAND GP	
2/4-10	3162.00	0.00	EKOFISK FM	
2/4-10	3293.00	0.00	TOR FM	
2/4-11	101.00	0.00	NORDLAND GP	
2/4-11	1707.00	0.00	HORDALAND GP	
2/4-11	2939.00	0.00	ROGALAND GP	
2/4-11	2939.00	0.00	BALDER FM	
2/4-11	2960.00	0.00	SELE FM	
2/4-11	2987.00	0.00	LISTA FM	
2/4-11	3060.00	0.00	VIDAR FM	
2/4-11	3131.00	0.00	VÅLE FM	
2/4-11	3146.00	0.00	SHETLAND GP	
2/4-11	3146.00	0.00	EKOFISK FM	
2/4-11	3268.00	0.00	TOR FM	
2/4-11	3542.00	0.00	HOD FM	
2/4-11	3747.00	0.00	BLODØKS FM	
2/4-11	3764.00	0.00	HIDRA FM	
2/4-11	3787.00	0.00	CROMER KNOLL GP	
2/4-11	3787.00	0.00	RØDBY FM	
2/4-11	3818.00	0.00	ÅSGARD FM	
2/4-11	3969.00	0.00	TYNE GP	
2/4-11	3969.00	0.00	MANDAL FM	
2/4-11	3990.00	0.00	FARSUND FM	
2/4-11	4211.00	0.00	ZECHSTEIN GP	
2/4-12	97.00	0.00	NORDLAND GP	
2/4-12	1758.00	0.00	HORDALAND GP	
2/4-12	3010.00	0.00	ROGALAND GP	
2/4-12	3010.00	0.00	BALDER FM	
2/4-12	3027.00	0.00	SELE FM	
2/4-12	3060.00	0.00	FORTIES MB	Changed from FM to MB
2/4-12	3091.00	0.00	LISTA FM	
2/4-12	3167.00	0.00	VÅLE FM	
2/4-12	3195.00	0.00	SHETLAND GP	
2/4-12	3195.00	0.00	EKOFISK FM	
2/4-12	3302.00	0.00	TOR FM	
2/4-13	95.00	0.00	NORDLAND GP	
2/4-13	1766.00	0.00	HORDALAND GP	
2/4-14	94.00	0.00	NORDLAND GP	
2/4-14	1766.00	0.00	HORDALAND GP	
2/4-14	3142.00	0.00	ROGALAND GP	
2/4-14	3142.00	0.00	BALDER FM	
2/4-14	3162.00	0.00	SELE FM	
2/4-14	3176.00	0.00	LISTA FM	
2/4-14	3217.00	0.00	VIDAR FM	
2/4-14	3307.00	0.00	VÅLE FM	
2/4-14	3318.00	0.00	SHETLAND GP	
2/4-14	3318.00	0.00	EKOFISK FM	
2/4-14	3443.00	0.00	TOR FM	
2/4-14	4010.00	0.00	HOD FM	
2/4-14	4542.00	0.00	BLODØKS FM	
2/4-14	4561.00	0.00	HIDRA FM	
2/4-14	4634.00	0.00	CROMER KNOLL GP	
2/4-14	4634.00	0.00	RØDBY FM	
2/4-14	4654.00	0.00	ÅSGARD FM	
2/4-14	4702.00	0.00	TYNE GP	
2/4-14	4702.00	0.00	MANDAL FM	
2/4-14	4729.00	0.00	UNDEFINED GP	
2/4-14 R	106.00	0.00	NORDLAND GP	
2/4-14 R	1778.00	0.00	HORDALAND GP	
2/4-14 R	3154.00	0.00	ROGALAND GP	
2/4-14 R	3154.00	0.00	BALDER FM	
2/4-14 R	3174.00	0.00	SELE FM	
2/4-14 R	3188.00	0.00	LISTA FM	
2/4-14 R	3229.00	0.00	VIDAR FM	
2/4-14 R	3319.00	0.00	VÅLE FM	
2/4-14 R	3330.00	0.00	SHETLAND GP	
2/4-14 R	3330.00	0.00	EKOFISK FM	
2/4-14 R	3455.00	0.00	TOR FM	
2/4-14 R	4022.00	0.00	HOD FM	
2/4-14 R	4554.00	0.00	BLODØKS FM	
2/4-14 R	4573.00	0.00	HIDRA FM	
2/4-14 R	4646.00	0.00	CROMER KNOLL GP	
2/4-14 R	4646.00	0.00	RØDBY FM	
2/4-14 R	4666.00	0.00	ÅSGARD FM	
2/4-14 R	4714.00	0.00	TYNE GP	
2/4-14 R	4714.00	0.00	MANDAL FM	
2/4-14 R	4741.00	0.00	UNDEFINED GP	
2/4-14 R2	94.00	0.00	NORDLAND GP	
2/4-14 R2	1766.00	0.00	HORDALAND GP	
2/4-14 R2	3142.00	0.00	ROGALAND GP	
2/4-14 R2	3142.00	0.00	BALDER FM	
2/4-14 R2	3162.00	0.00	SELE FM	
2/4-14 R2	3176.00	0.00	LISTA FM	
2/4-14 R2	3217.00	0.00	VIDAR FM	
2/4-14 R2	3307.00	0.00	VÅLE FM	
2/4-14 R2	3318.00	0.00	SHETLAND GP	
2/4-14 R2	3318.00	0.00	EKOFISK FM	
2/4-14 R2	3443.00	0.00	TOR FM	
2/4-14 R2	4010.00	0.00	HOD FM	
2/4-14 R2	4542.00	0.00	BLODØKS FM	
2/4-14 R2	4561.00	0.00	HIDRA FM	
2/4-14 R2	4634.00	0.00	CROMER KNOLL GP	
2/4-14 R2	4634.00	0.00	RØDBY FM	
2/4-14 R2	4654.00	0.00	ÅSGARD FM	
2/4-14 R2	4702.00	0.00	TYNE GP	
2/4-14 R2	4702.00	0.00	MANDAL FM	
2/4-14 R2	4729.00	0.00	UNDEFINED GP	
2/4-15 S	94.00	0.00	NORDLAND GP	
2/4-15 S	1854.00	0.00	HORDALAND GP	
2/4-15 S	3368.00	0.00	ROGALAND GP	
2/4-15 S	3368.00	0.00	BALDER FM	
2/4-15 S	3387.00	0.00	SELE FM	
2/4-15 S	3405.00	0.00	LISTA FM	
2/4-15 S	3456.00	0.00	VIDAR MB	Changed from FM to MB
2/4-15 S	3547.00	0.00	VÅLE FM	
2/4-15 S	3558.00	0.00	SHETLAND GP	
2/4-15 S	3558.00	0.00	EKOFISK FM	
2/4-15 S	3692.00	0.00	TOR FM	
2/4-15 S	4266.00	0.00	HOD FM	
2/4-15 S	4798.00	0.00	BLODØKS FM	
2/4-15 S	4817.00	0.00	HIDRA FM	
2/4-15 S	4890.00	0.00	CROMER KNOLL GP	
2/4-15 S	4958.00	0.00	TYNE GP	
2/4-15 S	4958.00	0.00	MANDAL FM	
2/4-15 SR	94.00	0.00	NORDLAND GP	
2/4-15 SR	1854.00	0.00	HORDALAND GP	
2/4-15 SR	3368.00	0.00	ROGALAND GP	
2/4-15 SR	3368.00	0.00	BALDER FM	
2/4-15 SR	3387.00	0.00	SELE FM	
2/4-15 SR	3405.00	0.00	LISTA FM	
2/4-15 SR	3456.00	0.00	VIDAR MB	Changed from FM to MB
2/4-15 SR	3547.00	0.00	VÅLE FM	
2/4-15 SR	3558.00	0.00	SHETLAND GP	
2/4-15 SR	3558.00	0.00	EKOFISK FM	
2/4-15 SR	3692.00	0.00	TOR FM	
2/4-15 SR	4266.00	0.00	HOD FM	
2/4-15 SR	4798.00	0.00	BLODØKS FM	
2/4-15 SR	4817.00	0.00	HIDRA FM	
2/4-15 SR	4890.00	0.00	CROMER KNOLL GP	
2/4-15 SR	4910.00	0.00	ÅSGARD FM	
2/4-15 SR	4958.00	0.00	TYNE GP	
2/4-15 SR	4958.00	0.00	MANDAL FM	
2/4-16	94.00	0.00	NORDLAND GP	
2/4-16	1798.00	0.00	HORDALAND GP	
2/4-16	3140.00	0.00	ROGALAND GP	
2/4-16	3140.00	0.00	BALDER FM	
2/4-16	3155.00	0.00	SELE FM	
2/4-16	3189.00	0.00	LISTA FM	
2/4-16	3238.00	0.00	VIDAR MB	Changed from FM to MB
2/4-16	3292.00	0.00	VÅLE FM	
2/4-16	3317.00	0.00	SHETLAND GP	
2/4-16	3317.00	0.00	EKOFISK FM	
2/4-16	3435.00	0.00	TOR FM	
2/4-16	3920.00	0.00	HOD FM	
2/4-16	4575.00	0.00	BLODØKS FM	
2/4-16	4598.00	0.00	HIDRA FM	
2/4-16	4638.00	0.00	CROMER KNOLL GP	
2/4-16	4638.00	0.00	RØDBY FM	
2/4-16	4678.00	0.00	TUXEN FM	
2/4-16	4714.00	0.00	ÅSGARD FM	
2/4-16	4737.00	0.00	TYNE GP	
2/4-16	4737.00	0.00	MANDAL FM	
2/4-16	4770.00	0.00	FARSUND FM	
2/4-16	4828.00	0.00	HAUGESUND FM	
2/4-16	4877.00	0.00	VESTLAND GP	
2/4-16	4877.00	0.00	BRYNE MB	Changed from FM to MB
2/4-16 R	94.00	0.00	NORDLAND GP	
2/4-16 R	1798.00	0.00	HORDALAND GP	
2/4-16 R	3140.00	0.00	ROGALAND GP	
2/4-16 R	3140.00	0.00	BALDER FM	
2/4-16 R	3155.00	0.00	SELE FM	
2/4-16 R	3189.00	0.00	LISTA FM	
2/4-16 R	3238.00	0.00	VIDAR MB	Changed from FM to MB
2/4-16 R	3292.00	0.00	VÅLE FM	
2/4-16 R	3317.00	0.00	SHETLAND GP	
2/4-16 R	3317.00	0.00	EKOFISK FM	
2/4-16 R	3435.00	0.00	TOR FM	
2/4-16 R	3920.00	0.00	HOD FM	
2/4-16 R	4575.00	0.00	BLODØKS FM	
2/4-16 R	4598.00	0.00	HIDRA FM	
2/4-16 R	4638.00	0.00	CROMER KNOLL GP	
2/4-16 R	4638.00	0.00	RØDBY FM	
2/4-16 R	4678.00	0.00	TUXEN FM	
2/4-16 R	4714.00	0.00	ÅSGARD FM	
2/4-16 R	4737.00	0.00	TYNE GP	
2/4-16 R	4737.00	0.00	MANDAL FM	
2/4-16 R	4770.00	0.00	FARSUND FM	
2/4-16 R	4828.00	0.00	HAUGESUND FM	
2/4-16 R	4877.00	0.00	VESTLAND GP	
2/4-16 R	4877.00	0.00	BRYNE MB	Changed from FM to MB
2/4-17	110.00	0.00	NORDLAND GP	
2/4-17	1774.00	0.00	HORDALAND GP	
2/4-17	3050.00	0.00	ROGALAND GP	
2/4-17	3050.00	0.00	BALDER FM	
2/4-17	3056.00	0.00	SELE FM	
2/4-17	3096.00	0.00	LISTA FM	
2/4-17	3118.00	0.00	VIDAR MB	Changed from FM to MB
2/4-17	3182.00	0.00	VÅLE FM	
2/4-17	3192.00	0.00	EKOFISK FM	
2/4-17	3192.00	0.00	SHETLAND GP	
2/4-17	3334.00	0.00	TOR FM	
2/4-17	3729.00	0.00	HOD FM	
2/4-17	4183.00	0.00	CROMER KNOLL GP	
2/4-17	4189.00	0.00	TYNE GP	
2/4-17	4189.00	0.00	FARSUND FM	
2/4-17	4283.00	0.00	HAUGESUND FM	
2/4-17	4340.00	0.00	VESTLAND GP	
2/4-17	4340.00	0.00	ULA FM	
2/4-17	4389.00	0.00	BRYNE MB	Changed from FM to MB
2/4-17	4486.00	0.00	ZECHSTEIN GP	
2/4-17	4518.00	0.00	KUPFERSCHIEFER FM	
2/4-17	4520.00	0.00	ROTLIEGEND GP	
2/4-18	94.00	0.00	NORDLAND GP	
2/4-18 R	110.00	0.00	NORDLAND GP	
2/4-18 R	1804.00	0.00	HORDALAND GP	
2/4-18 R	3158.00	0.00	ROGALAND GP	
2/4-18 R	3158.00	0.00	BALDER FM	
2/4-18 R	3171.00	0.00	SELE FM	
2/4-18 R	3188.00	0.00	LISTA FM	
2/4-18 R	3277.00	0.00	VIDAR MB	Changed from FM to MB
2/4-18 R	3334.00	0.00	VÅLE FM	
2/4-18 R	3351.00	0.00	SHETLAND GP	
2/4-18 R	3351.00	0.00	EKOFISK FM	
2/4-18 R	3475.00	0.00	TOR FM	
2/4-18 R	3704.00	0.00	HOD FM	
2/4-18 R	4435.00	0.00	BLODØKS FM	
2/4-18 R	4445.00	0.00	HIDRA FM	
2/4-18 R	4464.00	0.00	CROMER KNOLL GP	
2/4-18 R	4464.00	0.00	RØDBY FM	
2/4-18 R	4494.00	0.00	TUXEN FM	
2/4-18 R	4544.00	0.00	ÅSGARD FM	
2/4-18 R	4716.00	0.00	TYNE GP	
2/4-18 R	4716.00	0.00	MANDAL FM	
2/4-18 R	4772.00	0.00	FARSUND FM	
2/4-2	98.00	0.00	NORDLAND GP	
2/4-2	1682.00	0.00	HORDALAND GP	
2/4-2	2904.00	0.00	ROGALAND GP	
2/4-2	2904.00	0.00	BALDER FM	
2/4-2	2911.00	0.00	SELE FM	
2/4-2	2970.00	0.00	LISTA FM	
2/4-2	3017.00	0.00	VÅLE FM	
2/4-2	3050.00	0.00	SHETLAND GP	
2/4-2	3050.00	0.00	EKOFISK FM	
2/4-2	3200.00	0.00	TOR FM	
2/4-20	113.00	0.00	NORDLAND GP	
2/4-20	1774.00	0.00	HORDALAND GP	
2/4-20	3115.00	0.00	ROGALAND GP	
2/4-20	3115.00	0.00	BALDER FM	
2/4-20	3123.00	0.00	SELE FM	
2/4-20	3144.00	0.00	LISTA FM	
2/4-20	3254.00	0.00	VÅLE FM	
2/4-20	3268.00	0.00	SHETLAND GP	
2/4-20	3268.00	0.00	EKOFISK FM	
2/4-20	3402.00	0.00	TOR FM	
2/4-20	3862.00	0.00	HOD FM	
2/4-20	4677.00	0.00	BLODØKS FM	
2/4-20	4692.00	0.00	HIDRA FM	
2/4-20	4745.00	0.00	CROMER KNOLL GP	
2/4-20	4818.00	0.00	TYNE GP	
2/4-20	5176.00	0.00	VESTLAND GP	
2/4-20	5176.00	0.00	ULA FM	
2/4-20	5225.00	0.00	BRYNE FM	
2/4-20	5426.00	0.00	SMITH BANK FM	
2/4-20	5496.00	0.00	ZECHSTEIN GP	
2/4-20	5631.00	0.00	ROTLIEGEND GP	
2/4-3	124.00	0.00	NORDLAND GP	
2/4-3	2960.00	0.00	ROGALAND GP	
2/4-3	2960.00	0.00	BALDER FM	
2/4-3	2969.00	0.00	SELE FM	
2/4-3	2976.00	0.00	LISTA FM	
2/4-3	3005.00	0.00	VIDAR MB	Changed from FM to MB
2/4-3	3076.00	0.00	VÅLE FM	
2/4-3	3090.00	0.00	SHETLAND GP	
2/4-3	3090.00	0.00	EKOFISK FM	
2/4-3	3610.00	0.00	TOR FM	
2/4-4	98.00	0.00	NORDLAND GP	
2/4-4	1736.00	0.00	HORDALAND GP	
2/4-4	2978.00	0.00	ROGALAND GP	
2/4-4	2978.00	0.00	BALDER FM	
2/4-4	2989.00	0.00	SELE FM	
2/4-4	2994.00	0.00	LISTA FM	
2/4-4	3116.00	0.00	SHETLAND GP	
2/4-4	3116.00	0.00	EKOFISK FM	
2/4-4	3259.00	0.00	TOR FM	
2/4-5	91.00	0.00	NORDLAND GP	
2/4-5	1716.00	0.00	HORDALAND GP	
2/4-5	2905.00	0.00	ROGALAND GP	
2/4-5	2905.00	0.00	BALDER FM	
2/4-5	2914.00	0.00	SELE FM	
2/4-5	2950.00	0.00	LISTA FM	
2/4-5	3024.00	0.00	VÅLE FM	
2/4-5	3037.00	0.00	SHETLAND GP	
2/4-5	3037.00	0.00	EKOFISK FM	
2/4-5	3164.00	0.00	TOR FM	
2/4-6	93.00	0.00	NORDLAND GP	
2/4-6	1768.00	0.00	HORDALAND GP	
2/4-6	2958.00	0.00	ROGALAND GP	
2/4-6	2958.00	0.00	BALDER FM	
2/4-6	2966.00	0.00	SELE FM	
2/4-6	2971.00	0.00	LISTA FM	
2/4-6	3091.00	0.00	VÅLE FM	
2/4-6	3110.00	0.00	SHETLAND GP	
2/4-6	3110.00	0.00	EKOFISK FM	
2/4-6	3270.00	0.00	TOR FM	
2/4-7	102.00	0.00	NORDLAND GP	
2/4-7	1736.00	0.00	HORDALAND GP	
2/4-7	3048.00	0.00	ROGALAND GP	
2/4-7	3048.00	0.00	BALDER FM	
2/4-7	3060.00	0.00	SELE FM	
2/4-7	3070.00	0.00	LISTA FM	
2/4-7	3162.00	0.00	VÅLE FM	
2/4-7	3175.00	0.00	SHETLAND GP	
2/4-7	3175.00	0.00	EKOFISK FM	
2/4-7	3304.00	0.00	TOR FM	
2/4-8	103.00	0.00	NORDLAND GP	
2/4-8	1716.00	0.00	HORDALAND GP	
2/4-8	2882.00	0.00	ROGALAND GP	
2/4-8	2882.00	0.00	BALDER FM	
2/4-8	2893.00	0.00	SELE FM	
2/4-8	2920.00	0.00	LISTA FM	
2/4-8	2974.00	0.00	VÅLE FM	
2/4-8	2985.00	0.00	SHETLAND GP	
2/4-8	2985.00	0.00	EKOFISK FM	
2/4-8	3086.00	0.00	TOR FM	
2/4-8	3383.00	0.00	HOD FM	
2/4-8	3444.00	0.00	BLODØKS FM	
2/4-8	3460.00	0.00	HIDRA FM	
2/4-8	3484.00	0.00	CROMER KNOLL GP	
2/4-8	3484.00	0.00	RØDBY FM	
2/4-8	3677.00	0.00	TYNE GP	
2/4-8	3677.00	0.00	MANDAL FM	
2/4-8	3696.00	0.00	ZECHSTEIN GP	
2/4-9	104.00	0.00	NORDLAND GP	
2/4-9	3021.00	0.00	ROGALAND GP	
2/4-9	3021.00	0.00	BALDER FM	
2/4-9	3037.00	0.00	SELE FM	
2/4-9	3042.00	0.00	LISTA FM	
2/4-9	3092.00	0.00	VIDAR FM	
