Name,Alternate 1,UWI number,Quadrant,Block,Operator,Licence number,Intent,Intent - planned,Well status,Well content,Status,Content - planned,Type,Subsea,SPUD date,Completion date,Field,Predrilled entry date,Predrilled completion date,Drill permit,Discovery name,Discovery wellbore,KBE,Final vertical depth (TVD) [m RKB],Terminal depth,Water depth,Kick off point [m RKB],Location,Country,Facility,Drilling facility type,Drilling facility category,Licensing activity awarded in,Production facility,Multilateral,Entry year,Completed year,Reclassified from/to wellbore,Plot symbol,Geodatum,Latitude,Longitude,Surface Y,Surface X,UTM zone,Grid system,DISKOS Well Type,DISKOS Wellbore Parent,NPDID wellbore,NPDID discovery,NPDID field,Publication date,Release date,NPDID production licence drilled in,NPDID drilling facility,NPDID production facility,NPDID wellbore reclassified from,Date main level updated,Date all updated,Date sync NPD
1/3-A-1 H,1/3-A-1,6612,1,3,DONG E&P Norge AS,274 ,PRODUCTION,PRODUCTION,CLOSED,OIL,Closed Oil,OIL,DEVELOPMENT,YES,2011-07-22 00:00:00.000,2011-09-21 00:00:00.000,OSELVAR,,,3365-P,1/3-6 Oselvar,NO,45.0,3163.0,5927.0,72.0,,NORTH SEA,NORWAY,MÆRSK GIANT,JACK-UP 3 LEGS,MOVEABLE,NST2001,OSELVAR,NO,2011,2011,,,ED50,56.931961,2.671294,6310001.5,479994.47,31,ED50 / UTM zone 31N,initial             ,                                        ,6612,43832,5506919,,2013-09-21 00:00:00.000,2060266,278245,410592.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
1/3-A-2 H,1/3-A-2,6613,1,3,DONG E&P Norge AS,274 ,PRODUCTION,PRODUCTION,CLOSED,OIL,Closed Oil,OIL,DEVELOPMENT,YES,2011-11-18 00:00:00.000,2012-01-19 00:00:00.000,OSELVAR,2011-06-19 00:00:00.000,2011-07-04 00:00:00.000,3366-P,1/3-6 Oselvar,NO,45.0,3170.0,5882.0,72.0,,NORTH SEA,NORWAY,MÆRSK GIANT,JACK-UP 3 LEGS,MOVEABLE,NST2001,OSELVAR,NO,2011,2012,,,ED50,56.931914,2.671297,6309996.24,479994.61,31,ED50 / UTM zone 31N,initial             ,                                        ,6613,43832,5506919,,2014-01-19 00:00:00.000,2060266,278245,410592.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
1/3-A-3 H,1/3-A-3,6614,1,3,DONG E&P Norge AS,274 ,PRODUCTION,PRODUCTION,CLOSED,OIL,Closed Oil,OIL,DEVELOPMENT,YES,2012-03-04 00:00:00.000,2012-05-14 00:00:00.000,OSELVAR,2011-07-05 00:00:00.000,2011-07-21 00:00:00.000,3367-P,1/3-6 Oselvar,NO,45.0,3171.0,6665.0,72.0,,NORTH SEA,NORWAY,MÆRSK GIANT,JACK-UP 3 LEGS,MOVEABLE,NST2001,OSELVAR,NO,2012,2012,,,ED50,56.931964,2.671478,6310001.76,480005.63,31,ED50 / UTM zone 31N,initial             ,                                        ,6614,43832,5506919,,2014-05-14 00:00:00.000,2060266,278245,410592.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
1/3-K-1,1/3-K-1,4320,1,3,BP Amoco Norge AS,065 ,PRODUCTION,PRODUCTION,PRODUCING,OIL,Producing Oil,OIL,DEVELOPMENT, NO,1998-05-08 00:00:00.000,1998-07-31 00:00:00.000,TAMBAR,,,1942-P,1/3-3 Tambar,NO,50.0,4386.0,4543.0,68.0,,NORTH SEA,NORWAY,TRANSOCEAN NORDIC,JACK-UP 3 LEGS,MOVEABLE,6,TAMBAR,NO,1998,1998,1/3-9 S  ,,ED50,56.982769,2.958703,6315610.11,497490.0,31,ED50 / UTM zone 31N,initial             ,                                        ,4320,43826,1028599,,2000-07-31 00:00:00.000,21316,296191,280793.0,3362,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
1/3-K-2,1/3-K-2,8286,1,3,Aker BP ASA,065 ,OBSERVATION,PRODUCTION,PLUGGED,NOT APPLICABLE,Plugged,OIL,DEVELOPMENT, NO,2018-01-02 00:00:00.000,2018-01-19 00:00:00.000,TAMBAR,2017-10-27 00:00:00.000,2017-11-03 00:00:00.000,4277-P,1/3-3 Tambar,NO,70.0,4379.0,4911.0,67.4,,NORTH SEA,NORWAY,MAERSK INTERCEPTOR,JACK-UP 3 LEGS,MOVEABLE,6,TAMBAR,NO,2018,2018,,,ED50,56.982786,2.958731,6315611.96,497491.69,31,ED50 / UTM zone 31N,initial             ,                                        ,8286,43826,1028599,,2020-01-19 00:00:00.000,21316,436222,280793.0,0,2020-01-19 00:00:00.000,,09.02.2020
1/3-K-2 A,1/3-K-2,8359,1,3,Aker BP ASA,065 ,PRODUCTION,PRODUCTION,PRODUCING,OIL,Producing Oil,OIL,DEVELOPMENT, NO,2018-01-20 00:00:00.000,2018-01-26 00:00:00.000,TAMBAR,,,4620-P,1/3-3 Tambar,NO,69.4,4270.0,5355.0,67.4,4470.0,NORTH SEA,NORWAY,MAERSK INTERCEPTOR,JACK-UP 3 LEGS,MOVEABLE,6,TAMBAR,NO,2018,2018,,,ED50,56.982786,2.958731,6315611.96,497491.69,31,ED50 / UTM zone 31N,sidetrack           ,1/3-K-2                                 ,8359,43826,1028599,,2020-01-26 00:00:00.000,21316,436222,280793.0,0,2020-01-26 00:00:00.000,,09.02.2020
1/3-K-3,1/3-K-3,4396,1,3,BP Amoco Norge AS,065 ,PRODUCTION,PRODUCTION,PRODUCING,OIL,Producing Oil,OIL,DEVELOPMENT, NO,2001-09-08 00:00:00.000,2001-10-24 00:00:00.000,TAMBAR,,,2003-P,1/3-3 Tambar,NO,50.3,4286.0,4710.0,67.4,,NORTH SEA,NORWAY,TRANSOCEAN NORDIC,JACK-UP 3 LEGS,MOVEABLE,6,TAMBAR,NO,2001,2001,,,ED50,56.982803,2.958753,6315613.82,497493.04,31,ED50 / UTM zone 31N,initial             ,                                        ,4396,43826,1028599,,2003-10-24 00:00:00.000,21316,296191,280793.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
1/3-K-4,1/3-K-4,8287,1,3,Aker BP ASA,065 ,PRODUCTION,PRODUCTION,PRODUCING,OIL,Producing Oil,OIL,DEVELOPMENT, NO,2017-11-06 00:00:00.000,2017-12-15 00:00:00.000,TAMBAR,2017-10-21 00:00:00.000,2017-10-25 00:00:00.000,4278-P,1/3-3 Tambar,NO,70.0,4355.0,6436.0,67.4,,NORTH SEA,NORWAY,MAERSK INTERCEPTOR,JACK-UP 3 LEGS,MOVEABLE,6,TAMBAR,NO,2017,2017,,,ED50,56.982767,2.958744,6315609.8,497492.53,31,ED50 / UTM zone 31N,initial             ,                                        ,8287,43826,1028599,,2019-12-15 00:00:00.000,21316,436222,280793.0,0,2019-12-15 00:00:00.000,,09.02.2020
1/3-K-5,1/3-K-5,5485,1,3,BP Norge AS,065 ,OBSERVATION,OBSERVATION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,2007-03-13 00:00:00.000,2007-06-29 00:00:00.000,TAMBAR ØST,,,2808-P,1/3-K-5 Tambar Øst,YES,45.0,4295.0,5268.0,67.4,,NORTH SEA,NORWAY,MÆRSK GUARDIAN,JACK-UP 3 LEGS,MOVEABLE,6,TAMBAR,NO,2007,2007,,,ED50,56.982781,2.958769,6315611.34,497494.05,31,ED50 / UTM zone 31N,initial             ,                                        ,5485,4999519,4999528,,2009-06-29 00:00:00.000,21316,292114,280793.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
1/3-K-5 A,1/3-K-5,5486,1,3,BP Norge AS,065 ,PRODUCTION,PRODUCTION,PRODUCING,OIL,Producing Oil,OIL,DEVELOPMENT, NO,2007-07-02 00:00:00.000,2007-07-10 00:00:00.000,TAMBAR ØST,,,2809-P,1/3-K-5 Tambar Øst,NO,45.0,4190.0,6301.0,67.4,4843.0,NORTH SEA,NORWAY,MÆRSK GUARDIAN,JACK-UP 3 LEGS,MOVEABLE,6,TAMBAR,NO,2007,2007,,,ED50,56.982781,2.958769,6315611.34,497494.05,31,ED50 / UTM zone 31N,sidetrack           ,1/3-K-5                                 ,5486,4999519,4999528,,2009-07-10 00:00:00.000,21316,292114,280793.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
1/3-K-6,1/3-K-6,4325,1,3,BP Amoco Norge AS,065 ,PRODUCTION,PRODUCTION,PRODUCING,OIL,Producing Oil,OIL,DEVELOPMENT, NO,2001-06-06 00:00:00.000,2001-08-18 00:00:00.000,TAMBAR,,,1945-P,1/3-3 Tambar,NO,50.0,4204.0,5713.0,67.4,,NORTH SEA,NORWAY,TRANSOCEAN NORDIC,JACK-UP 3 LEGS,MOVEABLE,6,TAMBAR,NO,2001,2001,,,ED50,56.982756,2.958781,6315608.56,497494.72,31,ED50 / UTM zone 31N,initial             ,                                        ,4325,43826,1028599,,2003-08-18 00:00:00.000,21316,296191,280793.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
1/6-A-1,1/6-A-1,526,1,6,Phillips Petroleum Company Norway,011 ,PRODUCTION,PRODUCTION,P & A,GAS,P & A Gas,GAS,DEVELOPMENT, NO,1978-06-25 00:00:00.000,1979-03-08 00:00:00.000,ALBUSKJELL,,,113-P,1/6-1 Albuskjell,NO,41.0,3397.9,3640.8,69.0,,NORTH SEA,NORWAY,ALBUSKJELL A,JACKET 12 LEGS,FIXED,1-A,ALBUSKJELL A,NO,1978,1979,,,ED50,56.642703,2.940064,6277755.92,496324.01,31,ED50 / UTM zone 31N,initial             ,                                        ,526,43844,43437,,1981-03-08 00:00:00.000,20844,271357,271357.0,0,2019-12-09 00:00:00.000,2019-07-12 00:00:00.000,09.02.2020
1/6-A-3,1/6-A-3,527,1,6,Phillips Petroleum Company Norway,011 ,PRODUCTION,PRODUCTION,P & A,GAS,P & A Gas,GAS,DEVELOPMENT, NO,1979-07-26 00:00:00.000,1979-09-17 00:00:00.000,ALBUSKJELL,,,154-P,1/6-1 Albuskjell,NO,41.0,3336.4,3641.1,69.0,,NORTH SEA,NORWAY,ALBUSKJELL A,JACKET 12 LEGS,FIXED,1-A,ALBUSKJELL A,NO,1979,1979,,,ED50,56.642678,2.939972,6277753.14,496318.38,31,ED50 / UTM zone 31N,initial             ,                                        ,527,43844,43437,,1981-09-17 00:00:00.000,20844,271357,271357.0,0,2019-12-09 00:00:00.000,2019-07-29 00:00:00.000,09.02.2020
1/6-A-4,1/6-A-4,528,1,6,Phillips Petroleum Company Norway,011 ,PRODUCTION,PRODUCTION,P & A,GAS,P & A Gas,GAS,DEVELOPMENT, NO,1978-09-03 00:00:00.000,1978-11-23 00:00:00.000,ALBUSKJELL,,,117-P,1/6-1 Albuskjell,NO,41.0,3430.5,3634.4,69.0,,NORTH SEA,NORWAY,ALBUSKJELL A,JACKET 12 LEGS,FIXED,1-A,ALBUSKJELL A,NO,1978,1978,,,ED50,56.642678,2.939925,6277753.15,496315.49,31,ED50 / UTM zone 31N,initial             ,                                        ,528,43844,43437,,1980-11-23 00:00:00.000,20844,271357,271357.0,0,2019-12-09 00:00:00.000,2019-07-29 00:00:00.000,09.02.2020
1/6-A-7,1/6-A-7,903,1,6,Phillips Petroleum Company Norway,011 ,PRODUCTION,PRODUCTION,P & A,GAS,P & A Gas,GAS,DEVELOPMENT, NO,1986-02-21 00:00:00.000,1986-06-07 00:00:00.000,ALBUSKJELL,,,346-P,1/6-1 Albuskjell,NO,41.0,3425.0,3689.0,69.0,,NORTH SEA,NORWAY,ALBUSKJELL A,JACKET 12 LEGS,FIXED,1-A,ALBUSKJELL A,NO,1986,1986,,,ED50,56.642703,2.939958,6277755.93,496317.53,31,ED50 / UTM zone 31N,initial             ,                                        ,903,43844,43437,,1988-06-07 00:00:00.000,20844,271357,271357.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
1/6-A-8,1/6-A-8,529,1,6,Phillips Petroleum Company Norway,011 ,PRODUCTION,PRODUCTION,JUNKED,NOT APPLICABLE,Junked,GAS,DEVELOPMENT, NO,1979-09-18 00:00:00.000,1980-01-04 00:00:00.000,ALBUSKJELL,,,162-P,1/6-1 Albuskjell,NO,41.0,3349.6,3851.1,69.0,,NORTH SEA,NORWAY,ALBUSKJELL A,JACKET 12 LEGS,FIXED,1-A,ALBUSKJELL A,NO,1979,1980,,,ED50,56.642694,2.939911,6277755.0,496314.64,31,ED50 / UTM zone 31N,initial             ,                                        ,529,43844,43437,,1982-01-04 00:00:00.000,20844,271357,271357.0,0,2019-12-09 00:00:00.000,2019-07-29 00:00:00.000,09.02.2020
1/6-A-10,1/6-A-10,530,1,6,Phillips Petroleum Company Norway,011 ,PRODUCTION,PRODUCTION,P & A,GAS,P & A Gas,GAS,DEVELOPMENT, NO,1981-01-12 00:00:00.000,1981-05-26 00:00:00.000,ALBUSKJELL,,,198-P,1/6-1 Albuskjell,NO,41.0,4173.0,4176.0,69.0,,NORTH SEA,NORWAY,ALBUSKJELL A,JACKET 12 LEGS,FIXED,1-A,ALBUSKJELL A,NO,1981,1981,,,ED50,56.642731,2.939992,6277759.02,496319.58,31,ED50 / UTM zone 31N,initial             ,                                        ,530,43844,43437,,1983-05-26 00:00:00.000,20844,271357,271357.0,0,2019-12-09 00:00:00.000,2016-06-06 00:00:00.000,09.02.2020
1/6-A-13,1/6-A-13,531,1,6,Phillips Petroleum Company Norway,011 ,PRODUCTION,PRODUCTION,P & A,GAS,P & A Gas,GAS,DEVELOPMENT, NO,1980-01-09 00:00:00.000,1980-04-16 00:00:00.000,ALBUSKJELL,,,172-P,1/6-1 Albuskjell,NO,41.0,3411.5,4444.0,69.0,,NORTH SEA,NORWAY,ALBUSKJELL A,JACKET 12 LEGS,FIXED,1-A,ALBUSKJELL A,NO,1980,1980,,,ED50,56.642758,2.940022,6277762.11,496321.46,31,ED50 / UTM zone 31N,initial             ,                                        ,531,43844,43437,,1982-04-16 00:00:00.000,20844,271357,271357.0,0,2019-12-09 00:00:00.000,2019-07-29 00:00:00.000,09.02.2020
1/6-A-15,1/6-A-15,532,1,6,Phillips Petroleum Company Norway,011 ,PRODUCTION,PRODUCTION,P & A,GAS,P & A Gas,GAS,DEVELOPMENT, NO,1979-01-14 00:00:00.000,1979-07-05 00:00:00.000,ALBUSKJELL,,,138-P,1/6-1 Albuskjell,NO,41.0,3440.9,3596.6,69.0,,NORTH SEA,NORWAY,ALBUSKJELL A,JACKET 12 LEGS,FIXED,1-A,ALBUSKJELL A,NO,1979,1979,,,ED50,56.642739,2.939931,6277759.95,496315.83,31,ED50 / UTM zone 31N,initial             ,                                        ,532,43844,43437,,1981-07-05 00:00:00.000,20844,271357,271357.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
1/6-A-16,1/6-A-16,533,1,6,Phillips Petroleum Company Norway,011 ,PRODUCTION,PRODUCTION,P & A,GAS,P & A Gas,GAS,DEVELOPMENT, NO,1980-06-25 00:00:00.000,1981-01-01 00:00:00.000,ALBUSKJELL,,,186-P,1/6-1 Albuskjell,NO,41.0,3406.1,4187.0,69.0,,NORTH SEA,NORWAY,ALBUSKJELL A,JACKET 12 LEGS,FIXED,1-A,ALBUSKJELL A,NO,1980,1981,,,ED50,56.642731,2.939883,6277759.02,496312.94,31,ED50 / UTM zone 31N,initial             ,                                        ,533,43844,43437,,1983-01-01 00:00:00.000,20844,271357,271357.0,0,2019-12-09 00:00:00.000,2016-06-06 00:00:00.000,09.02.2020
1/6-A-19,1/6-A-19,534,1,6,Phillips Petroleum Company Norway,011 ,PRODUCTION,PRODUCTION,P & A,GAS,P & A Gas,GAS,DEVELOPMENT, NO,1978-11-23 00:00:00.000,1979-01-14 00:00:00.000,ALBUSKJELL,,,134-P,1/6-1 Albuskjell,NO,41.0,3443.3,3932.5,69.0,,NORTH SEA,NORWAY,ALBUSKJELL A,JACKET 12 LEGS,FIXED,1-A,ALBUSKJELL A,NO,1978,1979,,,ED50,56.642758,2.939917,6277762.11,496314.98,31,ED50 / UTM zone 31N,initial             ,                                        ,534,43844,43437,,1981-01-14 00:00:00.000,20844,271357,271357.0,0,2019-12-09 00:00:00.000,2019-07-29 00:00:00.000,09.02.2020
1/6-A-20,1/6-A-20,535,1,6,Phillips Petroleum Company Norway,011 ,PRODUCTION,PRODUCTION,P & A,GAS,P & A Gas,GAS,DEVELOPMENT, NO,1980-04-17 00:00:00.000,1980-06-27 00:00:00.000,ALBUSKJELL,,,181-P,1/6-1 Albuskjell,NO,41.0,3403.2,4008.1,69.0,,NORTH SEA,NORWAY,ALBUSKJELL A,JACKET 12 LEGS,FIXED,1-A,ALBUSKJELL A,NO,1980,1980,,,ED50,56.642747,2.939869,6277760.88,496312.08,31,ED50 / UTM zone 31N,initial             ,                                        ,535,43844,43437,,1982-06-27 00:00:00.000,20844,271357,271357.0,0,2019-12-09 00:00:00.000,2016-06-06 00:00:00.000,09.02.2020
1/9-A-1 H,1/9-A-1,1006,1,9,Den norske stats oljeselskap a.s,044 ,PRODUCTION,PRODUCTION,P & A,GAS,P & A Gas,GAS,DEVELOPMENT,YES,1986-09-22 00:00:00.000,1986-11-14 00:00:00.000,TOMMELITEN GAMMA,,,370-P,1/9-4 Tommeliten Gamma,NO,22.0,3469.0,3575.0,75.0,,NORTH SEA,NORWAY,ROSS ISLE,SEMISUB STEEL,MOVEABLE,3,TOMMELITEN,NO,1986,1986,,,ED50,56.492156,2.92435,6260999.16,495341.78,31,ED50 / UTM zone 31N,initial             ,                                        ,1006,43856,43444,,1988-11-14 00:00:00.000,21140,296245,272869.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
1/9-A-1 AH,1/9-A-1,1077,1,9,Den norske stats oljeselskap a.s,044 ,PRODUCTION,PRODUCTION,P & A,GAS,P & A Gas,GAS,DEVELOPMENT,YES,1987-04-15 00:00:00.000,1987-05-01 00:00:00.000,TOMMELITEN GAMMA,,,399-P,1/9-4 Tommeliten Gamma,NO,22.0,3392.0,3485.0,75.0,2303.0,NORTH SEA,NORWAY,ROSS ISLE,SEMISUB STEEL,MOVEABLE,3,TOMMELITEN,NO,1987,1987,,,ED50,56.492156,2.92435,6260999.16,495341.78,31,ED50 / UTM zone 31N,sidetrack           ,1/9-A-1 H                               ,1077,43856,43444,,1989-05-01 00:00:00.000,21140,296245,272869.0,0,2019-12-09 00:00:00.000,2019-07-30 00:00:00.000,09.02.2020
1/9-A-2 H,1/9-A-2,1016,1,9,Den norske stats oljeselskap a.s,044 ,PRODUCTION,PRODUCTION,P & A,GAS,P & A Gas,GAS,DEVELOPMENT,YES,1986-11-25 00:00:00.000,1986-12-30 00:00:00.000,TOMMELITEN GAMMA,1986-09-20 00:00:00.000,1986-09-21 00:00:00.000,380-P,1/9-4 Tommeliten Gamma,NO,22.0,3420.0,3435.0,75.0,,NORTH SEA,NORWAY,ROSS ISLE,SEMISUB STEEL,MOVEABLE,3,TOMMELITEN,NO,1986,1986,,,ED50,56.492128,2.924133,6260996.08,495328.43,31,ED50 / UTM zone 31N,initial             ,                                        ,1016,43856,43444,,1988-12-30 00:00:00.000,21140,296245,272869.0,0,2019-12-09 00:00:00.000,2019-07-30 00:00:00.000,09.02.2020
1/9-A-3 H,1/9-A-3,1021,1,9,Den norske stats oljeselskap a.s,044 ,PRODUCTION,PRODUCTION,P & A,GAS,P & A Gas,GAS,DEVELOPMENT,YES,1987-01-04 00:00:00.000,1987-02-11 00:00:00.000,TOMMELITEN GAMMA,1986-09-18 00:00:00.000,1986-09-19 00:00:00.000,387-P,1/9-4 Tommeliten Gamma,NO,22.0,3291.0,3329.0,75.0,,NORTH SEA,NORWAY,ROSS ISLE,SEMISUB STEEL,MOVEABLE,3,TOMMELITEN,NO,1987,1987,,,ED50,56.492083,2.924203,6260991.13,495332.71,31,ED50 / UTM zone 31N,initial             ,                                        ,1021,43856,43444,,1989-02-11 00:00:00.000,21140,296245,272869.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
1/9-A-4 H,1/9-A-4,1035,1,9,Den norske stats oljeselskap a.s,044 ,PRODUCTION,PRODUCTION,P & A,GAS,P & A Gas,GAS,DEVELOPMENT,YES,1987-02-19 00:00:00.000,1987-03-27 00:00:00.000,TOMMELITEN GAMMA,1986-09-22 00:00:00.000,1986-09-22 00:00:00.000,391-P,1/9-4 Tommeliten Gamma,NO,22.0,3437.5,3481.0,75.0,,NORTH SEA,NORWAY,ROSS ISLE,SEMISUB STEEL,MOVEABLE,3,TOMMELITEN,NO,1987,1987,,,ED50,56.4922,2.924281,6261004.11,495337.51,31,ED50 / UTM zone 31N,initial             ,                                        ,1035,43856,43444,,1989-03-27 00:00:00.000,21140,296245,272869.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
1/9-A-5 H,1/9-A-5,1059,1,9,Den norske stats oljeselskap a.s,044 ,PRODUCTION,PRODUCTION,P & A,GAS,P & A Gas,GAS,DEVELOPMENT,YES,1987-12-31 00:00:00.000,1988-02-13 00:00:00.000,TOMMELITEN GAMMA,,,433-P,1/9-4 Tommeliten Gamma,NO,22.0,3293.0,3575.0,75.0,,NORTH SEA,NORWAY,ROSS ISLE,SEMISUB STEEL,MOVEABLE,3,TOMMELITEN,NO,1987,1988,,,ED50,56.492119,2.924275,6260995.14,495337.16,31,ED50 / UTM zone 31N,initial             ,                                        ,1059,43856,43444,,1990-02-13 00:00:00.000,21140,296245,272869.0,0,2019-12-09 00:00:00.000,2019-07-30 00:00:00.000,09.02.2020
1/9-A-6 H,1/9-A-6,1244,1,9,Den norske stats oljeselskap a.s,044 ,PRODUCTION,PRODUCTION,P & A,GAS,P & A Gas,GAS,DEVELOPMENT,YES,1988-02-20 00:00:00.000,1988-04-03 00:00:00.000,TOMMELITEN GAMMA,,,442-P,1/9-4 Tommeliten Gamma,NO,22.0,3235.0,3538.0,75.0,,NORTH SEA,NORWAY,ROSS ISLE,SEMISUB STEEL,MOVEABLE,3,TOMMELITEN,NO,1988,1988,,,ED50,56.492164,2.924206,6261000.09,495332.89,31,ED50 / UTM zone 31N,initial             ,                                        ,1244,43856,43444,,1990-04-03 00:00:00.000,21140,296245,272869.0,0,2019-12-09 00:00:00.000,2019-07-30 00:00:00.000,09.02.2020
2/1-A-1,2/1-A-1,1385,2,1,BP Norway Limited U.A.,019 B,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,1989-05-26 00:00:00.000,1989-07-19 00:00:00.000,GYDA,1989-05-08 00:00:00.000,1989-05-14 00:00:00.000,512-P,2/1-3 Gyda,NO,25.0,4269.0,4900.0,66.0,,NORTH SEA,NORWAY,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,1-A,GYDA,NO,1989,1989,,,ED50,56.904875,3.085289,6306941.47,505194.59,31,ED50 / UTM zone 31N,initial             ,                                        ,1385,44012,43492,,1991-07-19 00:00:00.000,20924,297028,272337.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
2/1-A-2,2/1-A-2,1368,2,1,BP Norway Limited U.A.,019 B,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,1989-02-21 00:00:00.000,1989-05-03 00:00:00.000,GYDA,,,500-P,2/1-3 Gyda,NO,25.0,3796.0,5060.0,66.0,,NORTH SEA,NORWAY,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,1-A,GYDA,NO,1989,1989,,,ED50,56.904892,3.085258,6306943.32,505192.72,31,ED50 / UTM zone 31N,initial             ,                                        ,1368,44012,43492,,1991-05-03 00:00:00.000,20924,297028,272337.0,0,2019-12-09 00:00:00.000,2019-07-29 00:00:00.000,09.02.2020
2/1-A-2 A,2/1-A-2,5503,2,1,Talisman Energy Norge AS,019 B,PRODUCTION,PRODUCTION,PRODUCING,OIL,Producing Oil,OIL,DEVELOPMENT, NO,2007-02-17 00:00:00.000,2007-03-17 00:00:00.000,GYDA,,,2815-P,2/1-3 Gyda,NO,56.0,3802.0,5289.0,65.5,4111.0,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,2007,2007,,,ED50,56.904892,3.085258,6306943.32,505192.72,31,ED50 / UTM zone 31N,sidetrack           ,2/1-A-2                                 ,5503,44012,43492,,2009-03-17 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
2/1-A-3,2/1-A-3,54,2,1,BP Norway Limited U.A.,019 B,INJECTION,INJECTION,PLUGGED,WATER,Plugged Water,WATER,DEVELOPMENT, NO,1988-12-29 00:00:00.000,1989-02-17 00:00:00.000,GYDA,1988-09-26 00:00:00.000,1988-10-01 00:00:00.000,480-P,2/1-3 Gyda,NO,25.0,3899.0,4747.0,66.0,,NORTH SEA,NORWAY,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,1-A,GYDA,NO,1988,1989,,,ED50,56.904908,3.085228,6306945.17,505190.86,31,ED50 / UTM zone 31N,initial             ,                                        ,54,44012,43492,,1991-02-17 00:00:00.000,20924,297028,272337.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
2/1-A-4,2/1-A-4,1263,2,1,BP Norway Limited U.A.,019 B,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,1988-05-05 00:00:00.000,1988-06-17 00:00:00.000,GYDA,,,453-P,2/1-3 Gyda,NO,25.0,3973.0,4550.0,66.0,,NORTH SEA,NORWAY,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,1-A,GYDA,NO,1988,1988,,,ED50,56.904925,3.085197,6306947.03,505189.0,31,ED50 / UTM zone 31N,initial             ,                                        ,1263,44012,43492,,1990-06-17 00:00:00.000,20924,297028,272337.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
2/1-A-5,2/1-A-5,1252,2,1,BP Norway Limited U.A.,019 B,INJECTION,INJECTION,CLOSED,WATER,Closed Water,WATER,DEVELOPMENT, NO,1988-03-18 00:00:00.000,1988-04-30 00:00:00.000,GYDA,,,443-P,2/1-3 Gyda,NO,25.0,4015.0,4595.0,66.0,,NORTH SEA,NORWAY,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,1-A,GYDA,NO,1988,1988,,,ED50,56.904858,3.085258,6306939.61,505192.73,31,ED50 / UTM zone 31N,initial             ,                                        ,1252,44012,43492,,1990-04-30 00:00:00.000,20924,297028,272337.0,0,2019-12-09 00:00:00.000,2019-07-29 00:00:00.000,09.02.2020
2/1-A-6,2/1-A-6,1300,2,1,BP Norway Limited U.A.,019 B,PRODUCTION,PRODUCTION,PLUGGED,DRY,Plugged Dry,OIL,DEVELOPMENT, NO,1988-07-28 00:00:00.000,1988-09-24 00:00:00.000,GYDA,,,473-P,2/1-3 Gyda,NO,25.0,3868.0,4897.0,66.0,,NORTH SEA,NORWAY,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,1-A,GYDA,NO,1988,1988,,,ED50,56.904875,3.085228,6306941.46,505190.86,31,ED50 / UTM zone 31N,initial             ,                                        ,1300,44012,43492,,1990-09-24 00:00:00.000,20924,297028,272337.0,0,2019-12-09 00:00:00.000,2019-07-29 00:00:00.000,09.02.2020
