Name,Alternate 1,UWI number,Quadrant,Block,Operator,Licence number,Intent,Intent - planned,Well status,Well content,Status,Content - planned,Type,Subsea,SPUD date,Completion date,Field,Predrilled entry date,Predrilled completion date,Drill permit,Discovery name,Discovery wellbore,KBE,Final vertical depth (TVD) [m RKB],Terminal depth,Water depth,Kick off point [m RKB],Location,Country,Facility,Drilling facility type,Drilling facility category,Licensing activity awarded in,Production facility,Multilateral,Entry year,Completed year,Reclassified from/to wellbore,Plot symbol,Geodatum,Latitude,Longitude,Surface Y,Surface X,UTM zone,Grid system,DISKOS Well Type,DISKOS Wellbore Parent,NPDID wellbore,NPDID discovery,NPDID field,Publication date,Release date,NPDID production licence drilled in,NPDID drilling facility,NPDID production facility,NPDID wellbore reclassified from,Date main level updated,Date all updated,Date sync NPD
7/12-A-7 A,7/12-A-7,2822,7,12,BP Norway Limited U.A.,019 ,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,1996-10-01 00:00:00.000,1996-10-23 00:00:00.000,ULA,,,1163-P,7/12-2 Ula,NO,57.0,3686.0,4088.5,69.0,3899.0,NORTH SEA,NORWAY,ULA DP,JACKET 4 LEGS,FIXED,1-A,ULA PP,NO,1996,1996,,,ED50,57.111514,2.847361,6329951.62,490754.81,31,ED50 / UTM zone 31N,sidetrack           ,7/12-A-7                                ,2822,44972,43800,,1998-10-23 00:00:00.000,20916,271889,272029.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
7/12-A-7 B,7/12-A-7,3368,7,12,BP Amoco Norge AS,019 ,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,2000-07-22 00:00:00.000,2000-09-13 00:00:00.000,ULA,,,1436-P,7/12-2 Ula,NO,57.0,3452.0,5852.0,69.0,571.0,NORTH SEA,NORWAY,ULA DP,JACKET 4 LEGS,FIXED,1-A,ULA PP,NO,2000,2000,,,ED50,57.111514,2.847361,6329951.62,490754.81,31,ED50 / UTM zone 31N,sidetrack           ,7/12-A-7 A                              ,3368,44972,43800,,2002-09-13 00:00:00.000,20916,271889,272029.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
7/12-A-7 C,7/12-A-7,3373,7,12,BP Amoco Norge AS,019 ,INJECTION,INJECTION,INJECTING,GAS,Injecting Gas,WATER/GAS,DEVELOPMENT, NO,2002-01-28 00:00:00.000,2002-03-04 00:00:00.000,ULA,,,2079-P,7/12-2 Ula,NO,57.0,3676.2,4600.0,69.0,1987.0,NORTH SEA,NORWAY,ULA DP,JACKET 4 LEGS,FIXED,1-A,ULA PP,NO,2002,2002,,,ED50,57.111514,2.847361,6329951.62,490754.81,31,ED50 / UTM zone 31N,sidetrack           ,7/12-A-7 B                              ,3373,44972,43800,,2004-03-04 00:00:00.000,20916,271889,272029.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
7/12-A-7 D,7/12-A-7,9004,7,12,Aker BP ASA,019 ,OBSERVATION,OBSERVATION,,,,NOT APPLICABLE,DEVELOPMENT, NO,,,ULA,,,4953-P,7/12-2 Ula,NO,78.7,,,69.5,,NORTH SEA,NORWAY,MAERSK INTEGRATOR,JACK-UP 3 LEGS,MOVEABLE,1-A,ULA PP,NO,0,0,,,ED50,57.111514,2.847361,6329951.62,490754.81,31,ED50 / UTM zone 31N,sidetrack           ,7/12-A-7 C                              ,9004,44972,43800,,,20916,439774,272029.0,0,2020-02-04 00:00:00.000,,09.02.2020
7/12-A-7 E,7/12-A-7,9005,7,12,Aker BP ASA,019 ,PRODUCTION,PRODUCTION,,,,OIL/GAS,DEVELOPMENT, NO,,,ULA,,,4954-P,7/12-2 Ula,NO,78.7,,,69.5,,NORTH SEA,NORWAY,MAERSK INTEGRATOR,JACK-UP 3 LEGS,MOVEABLE,1-A,ULA PP,NO,0,0,,,ED50,57.111514,2.847361,6329951.62,490754.81,31,ED50 / UTM zone 31N,sidetrack           ,7/12-A-7 D                              ,9005,44972,43800,,,20916,439774,272029.0,0,2020-02-04 00:00:00.000,,09.02.2020
7/12-A-8,7/12-A-8,1354,7,12,BP Norway Limited U.A.,019 ,INJECTION,INJECTION,PLUGGED,WATER,Plugged Water,WATER,DEVELOPMENT, NO,1989-02-09 00:00:00.000,1989-03-28 00:00:00.000,ULA,1986-06-07 00:00:00.000,1986-06-13 00:00:00.000,491-P,7/12-2 Ula,NO,57.0,3878.0,4393.0,69.0,,NORTH SEA,NORWAY,ULA DP,JACKET 4 LEGS,FIXED,1-A,ULA PP,NO,1989,1989,,,ED50,57.111489,2.847381,6329948.83,490755.98,31,ED50 / UTM zone 31N,initial             ,                                        ,1354,44972,43800,,1991-03-28 00:00:00.000,20916,271889,272029.0,0,2019-12-09 00:00:00.000,2019-07-30 00:00:00.000,09.02.2020
7/12-A-8 A,7/12-A-8,2313,7,12,BP Norway Limited U.A.,019 ,INJECTION,INJECTION,CLOSED,WATER,Closed Water,WATER,DEVELOPMENT, NO,1994-04-13 00:00:00.000,1994-06-20 00:00:00.000,ULA,,,906-P,7/12-2 Ula,NO,57.0,3688.0,4450.0,69.0,836.0,NORTH SEA,NORWAY,ULA DP,JACKET 4 LEGS,FIXED,1-A,ULA PP,NO,1994,1994,,,ED50,57.111489,2.847381,6329948.83,490755.98,31,ED50 / UTM zone 31N,sidetrack           ,7/12-A-8                                ,2313,44972,43800,,1996-06-20 00:00:00.000,20916,271889,272029.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
7/12-A-9,7/12-A-9,1458,7,12,BP Norway Limited U.A.,019 ,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,1989-08-30 00:00:00.000,1989-10-08 00:00:00.000,ULA,,,534-P,7/12-2 Ula,NO,57.0,3830.0,4171.0,69.0,,NORTH SEA,NORWAY,ULA DP,JACKET 4 LEGS,FIXED,1-A,ULA PP,NO,1989,1989,,,ED50,57.111464,2.847403,6329946.04,490757.32,31,ED50 / UTM zone 31N,initial             ,                                        ,1458,44972,43800,,1991-10-08 00:00:00.000,20916,271889,272029.0,0,2019-12-09 00:00:00.000,2019-07-30 00:00:00.000,09.02.2020
7/12-A-9 A,7/12-A-9,5257,7,12,BP Norge AS,019 ,INJECTION,OBSERVATION,INJECTING,WATER/GAS,Injecting Water Gas,NOT APPLICABLE,DEVELOPMENT, NO,2006-01-13 00:00:00.000,2006-03-13 00:00:00.000,ULA,,,2664-P,7/12-2 Ula,NO,57.0,3677.0,3923.0,69.5,1494.0,NORTH SEA,NORWAY,ULA DP,JACKET 4 LEGS,FIXED,1-A,ULA PP,NO,2006,2006,,,ED50,57.111464,2.847403,6329946.04,490757.32,31,ED50 / UTM zone 31N,sidetrack           ,7/12-A-9                                ,5257,44972,43800,,2008-03-13 00:00:00.000,20916,271889,272029.0,0,2019-12-09 00:00:00.000,2016-05-31 00:00:00.000,09.02.2020
7/12-A-9 B,7/12-A-9,5281,7,12,BP Norge AS,019 ,INJECTION,INJECTION,INJECTING,,,WATER/GAS,DEVELOPMENT, NO,,,ULA,,,2682-P,7/12-2 Ula,NO,57.0,,,69.5,,NORTH SEA,NORWAY,ULA DP,JACKET 4 LEGS,FIXED,1-A,ULA PP,NO,0,0,,,ED50,57.111464,2.847403,6329946.04,490757.32,31,ED50 / UTM zone 31N,sidetrack           ,7/12-A-9 A                              ,5281,44972,43800,,,20916,271889,272029.0,0,2019-10-03 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
7/12-A-10,7/12-A-10,950,7,12,BP Norway Limited U.A.,019 ,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,1986-07-09 00:00:00.000,1986-09-20 00:00:00.000,ULA,,,365-P,7/12-2 Ula,NO,57.0,3436.0,3710.0,69.0,,NORTH SEA,NORWAY,ULA DP,JACKET 4 LEGS,FIXED,1-A,ULA PP,NO,1986,1986,,,ED50,57.111442,2.847425,6329943.57,490758.66,31,ED50 / UTM zone 31N,initial             ,                                        ,950,44972,43800,,1988-09-20 00:00:00.000,20916,271889,272029.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
7/12-A-10 A,7/12-A-10,3040,7,12,BP Norway Limited U.A.,019 ,PRODUCTION,PRODUCTION,PRODUCING,OIL,Producing Oil,OIL,DEVELOPMENT, NO,1997-02-21 00:00:00.000,1997-04-18 00:00:00.000,ULA,,,1269-P,7/12-2 Ula,NO,57.0,3427.0,5690.0,69.0,2475.0,NORTH SEA,NORWAY,ULA DP,JACKET 4 LEGS,FIXED,1-A,ULA PP,NO,1997,1997,,,ED50,57.111442,2.847425,6329943.57,490758.66,31,ED50 / UTM zone 31N,sidetrack           ,7/12-A-10                               ,3040,44972,43800,,1999-04-18 00:00:00.000,20916,271889,272029.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
7/12-A-11,7/12-A-11,2132,7,12,BP Norway Limited U.A.,019 ,INJECTION,INJECTION,PLUGGED,WATER,Plugged Water,WATER,DEVELOPMENT, NO,1993-06-02 00:00:00.000,1993-12-12 00:00:00.000,ULA,,,810-P,7/12-2 Ula,NO,57.0,3796.0,6480.0,69.0,,NORTH SEA,NORWAY,ULA DP,JACKET 4 LEGS,FIXED,1-A,ULA PP,NO,1993,1993,,,ED50,57.111417,2.847444,6329940.78,490759.83,31,ED50 / UTM zone 31N,initial             ,                                        ,2132,44972,43800,,1995-12-12 00:00:00.000,20916,271889,272029.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
7/12-A-11 A,7/12-A-11,8978,7,12,Aker BP ASA,019 ,INJECTION,INJECTION,DRILLING,,,WATER/GAS,DEVELOPMENT, NO,2020-01-07 00:00:00.000,,ULA,,,4942-P,7/12-2 Ula,NO,78.7,,,69.5,1184.0,NORTH SEA,NORWAY,MAERSK INTEGRATOR,JACK-UP 3 LEGS,MOVEABLE,1-A,ULA PP,NO,2020,0,,,ED50,57.111417,2.847444,6329940.78,490759.83,31,ED50 / UTM zone 31N,sidetrack           ,7/12-A-11                               ,8978,44972,43800,,,20916,439774,272029.0,0,2020-01-09 00:00:00.000,,09.02.2020
7/12-A-12,7/12-A-12,1282,7,12,BP Norway Limited U.A.,019 ,OBSERVATION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,1988-05-22 00:00:00.000,1988-07-23 00:00:00.000,ULA,1986-06-13 00:00:00.000,1986-06-16 00:00:00.000,456-P,7/12-2 Ula,NO,57.0,3593.0,4093.0,69.0,,NORTH SEA,NORWAY,ULA DP,JACKET 4 LEGS,FIXED,1-A,ULA PP,NO,1988,1988,,,ED50,57.111392,2.847467,6329938.0,490761.17,31,ED50 / UTM zone 31N,initial             ,                                        ,1282,44972,43800,,1990-07-23 00:00:00.000,20916,271889,272029.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
7/12-A-12 A,7/12-A-12,1529,7,12,BP Norway Limited U.A.,019 ,PRODUCTION,PRODUCTION,PRODUCING,OIL,Producing Oil,OIL,DEVELOPMENT, NO,1990-04-15 00:00:00.000,1990-05-31 00:00:00.000,ULA,,,576-P,7/12-2 Ula,NO,57.0,3606.0,4655.0,69.0,1009.0,NORTH SEA,NORWAY,ULA DP,JACKET 4 LEGS,FIXED,1-A,ULA PP,NO,1990,1990,,,ED50,57.111392,2.847467,6329938.0,490761.17,31,ED50 / UTM zone 31N,sidetrack           ,7/12-A-12                               ,1529,44972,43800,,1992-05-31 00:00:00.000,20916,271889,272029.0,0,2019-12-09 00:00:00.000,2019-07-30 00:00:00.000,09.02.2020
7/12-A-13,7/12-A-13,1387,7,12,BP Norway Limited U.A.,019 ,INJECTION,INJECTION,PLUGGED,NOT APPLICABLE,Plugged,WATER,DEVELOPMENT, NO,1989-04-08 00:00:00.000,1989-06-19 00:00:00.000,ULA,,,511-P,7/12-2 Ula,NO,57.0,3773.0,5124.0,69.0,,NORTH SEA,NORWAY,ULA DP,JACKET 4 LEGS,FIXED,1-A,ULA PP,NO,1989,1989,,,ED50,57.111503,2.847317,6329950.38,490752.12,31,ED50 / UTM zone 31N,initial             ,                                        ,1387,44972,43800,,1991-06-19 00:00:00.000,20916,271889,272029.0,0,2019-12-09 00:00:00.000,2019-07-30 00:00:00.000,09.02.2020
7/12-A-13 A,7/12-A-13,1485,7,12,BP Norway Limited U.A.,019 ,INJECTION,INJECTION,PLUGGED,WATER,Plugged Water,WATER,DEVELOPMENT, NO,1989-11-04 00:00:00.000,1989-12-10 00:00:00.000,ULA,,,547-P,7/12-2 Ula,NO,57.0,3655.0,4469.0,69.0,2088.0,NORTH SEA,NORWAY,ULA DP,JACKET 4 LEGS,FIXED,1-A,ULA PP,NO,1989,1989,,,ED50,57.111503,2.847317,6329950.38,490752.12,31,ED50 / UTM zone 31N,sidetrack           ,7/12-A-13                               ,1485,44972,43800,,1991-12-10 00:00:00.000,20916,271889,272029.0,0,2019-12-09 00:00:00.000,2019-07-30 00:00:00.000,09.02.2020
7/12-A-13 B,7/12-A-13,8864,7,12,Aker BP ASA,019 ,OBSERVATION,OBSERVATION,PLUGGED,NOT APPLICABLE,Plugged,OIL/GAS,DEVELOPMENT, NO,2019-10-19 00:00:00.000,2019-12-12 00:00:00.000,ULA,,,4883-P,7/12-2 Ula,NO,78.72,,4985.0,69.5,860.0,NORTH SEA,NORWAY,MAERSK INTEGRATOR,JACK-UP 3 LEGS,MOVEABLE,1-A,ULA PP,NO,2019,2019,,,ED50,57.111503,2.847317,6329950.38,490752.12,31,ED50 / UTM zone 31N,sidetrack           ,7/12-A-13 A                             ,8864,44972,43800,,2021-12-12 00:00:00.000,20916,439774,272029.0,0,2020-01-03 00:00:00.000,,09.02.2020
7/12-A-13 C,7/12-A-13,8865,7,12,Aker BP ASA,019 ,INJECTION,INJECTION,CLOSED,WATER/GAS,Closed Water Gas,WATER/GAS,DEVELOPMENT, NO,2019-12-14 00:00:00.000,2019-12-27 00:00:00.000,ULA,,,4884-P,7/12-2 Ula,NO,78.72,,6272.0,69.5,4433.0,NORTH SEA,NORWAY,MAERSK INTEGRATOR,JACK-UP 3 LEGS,MOVEABLE,1-A,ULA PP,NO,2019,2019,,,ED50,57.111503,2.847317,6329950.38,490752.12,31,ED50 / UTM zone 31N,sidetrack           ,7/12-A-13 B                             ,8865,44972,43800,,2021-12-27 00:00:00.000,20916,439774,272029.0,0,2019-12-30 00:00:00.000,,09.02.2020
7/12-A-14,7/12-A-14,2060,7,12,BP Norway Limited U.A.,019 ,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,1992-12-08 00:00:00.000,1993-02-13 00:00:00.000,ULA,,,765-P,7/12-2 Ula,NO,57.0,3548.0,3693.0,69.0,,NORTH SEA,NORWAY,ULA DP,JACKET 4 LEGS,FIXED,1-A,ULA PP,NO,1992,1993,,,ED50,57.111472,2.847333,6329946.98,490753.12,31,ED50 / UTM zone 31N,initial             ,                                        ,2060,44972,43800,,1995-02-13 00:00:00.000,20916,271889,272029.0,0,2019-12-09 00:00:00.000,2019-07-30 00:00:00.000,09.02.2020
7/12-A-14 A,7/12-A-14,4318,7,12,BP Amoco Norge AS,019 ,PRODUCTION,PRODUCTION,PRODUCING,OIL,Producing Oil,OIL,DEVELOPMENT, NO,2001-07-04 00:00:00.000,2001-08-10 00:00:00.000,ULA,,,1940-P,7/12-2 Ula,NO,57.0,3423.0,4531.0,70.5,2432.0,NORTH SEA,NORWAY,ULA DP,JACKET 4 LEGS,FIXED,1-A,ULA PP,NO,2001,2001,,,ED50,57.111472,2.847333,6329946.98,490753.12,31,ED50 / UTM zone 31N,sidetrack           ,7/12-A-14                               ,4318,44972,43800,,2003-08-10 00:00:00.000,20916,271889,272029.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
7/12-A-15,7/12-A-15,1433,7,12,BP Norway Limited U.A.,019 ,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,1989-07-04 00:00:00.000,1989-08-19 00:00:00.000,ULA,,,527-P,7/12-2 Ula,NO,57.0,3738.0,3882.0,69.0,,NORTH SEA,NORWAY,ULA DP,JACKET 4 LEGS,FIXED,1-A,ULA PP,NO,1989,1989,,,ED50,57.111453,2.847358,6329944.81,490754.63,31,ED50 / UTM zone 31N,initial             ,                                        ,1433,44972,43800,,1991-08-19 00:00:00.000,20916,271889,272029.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
7/12-A-15 A,7/12-A-15,6164,7,12,BP Norge AS,019 ,PRODUCTION,PRODUCTION,PRODUCING,OIL,Producing Oil,OIL,DEVELOPMENT, NO,2009-09-10 00:00:00.000,2009-10-15 00:00:00.000,ULA,,,3122-P,7/12-2 Ula,NO,57.0,3557.0,3748.0,69.5,1382.0,NORTH SEA,NORWAY,ULA DP,JACKET 4 LEGS,FIXED,1-A,ULA PP,NO,2009,2009,,,ED50,57.111453,2.847358,6329944.81,490754.63,31,ED50 / UTM zone 31N,sidetrack           ,7/12-A-15                               ,6164,44972,43800,,2011-10-15 00:00:00.000,20916,271889,272029.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
7/12-A-16,7/12-A-16,2085,7,12,BP Norway Limited U.A.,019 ,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,1993-03-02 00:00:00.000,1993-05-01 00:00:00.000,ULA,,,780-P,7/12-2 Ula,NO,57.0,3716.0,5222.0,69.0,,NORTH SEA,NORWAY,ULA DP,JACKET 4 LEGS,FIXED,1-A,ULA PP,NO,1993,1993,,,ED50,57.111428,2.847381,6329942.03,490755.97,31,ED50 / UTM zone 31N,initial             ,                                        ,2085,44972,43800,,1995-05-01 00:00:00.000,20916,271889,272029.0,0,2019-12-09 00:00:00.000,2019-07-30 00:00:00.000,09.02.2020
7/12-A-16 A,7/12-A-16,2597,7,12,BP Norway Limited U.A.,019 ,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,1995-08-16 00:00:00.000,1995-09-17 00:00:00.000,ULA,,,1047-P,7/12-2 Ula,NO,57.0,3630.0,4522.0,69.0,2154.0,NORTH SEA,NORWAY,ULA DP,JACKET 4 LEGS,FIXED,1-A,ULA PP,NO,1995,1995,,,ED50,57.111428,2.847381,6329942.03,490755.97,31,ED50 / UTM zone 31N,sidetrack           ,7/12-A-16                               ,2597,44972,43800,,1997-09-17 00:00:00.000,20916,271889,272029.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
7/12-A-16 B,7/12-A-16,4458,7,12,BP Amoco Norge AS,019 ,PRODUCTION,PRODUCTION,WILL NEVER BE DRILLED,NOT APPLICABLE,Will Never Be Drilled,WATER/GAS,DEVELOPMENT, NO,,,ULA,,,2050-P,7/12-2 Ula,NO,57.0,,,69.0,,NORTH SEA,NORWAY,ULA DP,JACKET 4 LEGS,FIXED,1-A,ULA PP,NO,0,0,,,ED50,57.111428,2.847381,6329942.03,490755.97,31,ED50 / UTM zone 31N,sidetrack           ,7/12-A-16 A                             ,4458,44972,43800,,,20916,271889,272029.0,0,2019-10-03 00:00:00.000,,09.02.2020
7/12-A-17,7/12-A-17,1722,7,12,BP Norway Limited U.A.,019 ,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,1991-04-05 00:00:00.000,1991-09-12 00:00:00.000,ULA,,,634-P,7/12-2 Ula,NO,57.0,3710.0,5541.0,69.0,,NORTH SEA,NORWAY,ULA DP,JACKET 4 LEGS,FIXED,1-A,ULA PP,NO,1991,1991,,,ED50,57.111406,2.8474,6329939.55,490757.14,31,ED50 / UTM zone 31N,initial             ,                                        ,1722,44972,43800,,1993-09-12 00:00:00.000,20916,271889,272029.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
7/12-A-17 A,7/12-A-17,4746,7,12,BP Norge AS,019 ,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,2003-06-16 00:00:00.000,2003-09-09 00:00:00.000,ULA,,,2285-P,7/12-2 Ula,NO,57.0,3714.0,6477.0,69.0,4016.0,NORTH SEA,NORWAY,ULA DP,JACKET 4 LEGS,FIXED,1-A,ULA PP,NO,2003,2003,,,ED50,57.111406,2.8474,6329939.55,490757.14,31,ED50 / UTM zone 31N,sidetrack           ,7/12-A-17                               ,4746,44972,43800,,2005-09-09 00:00:00.000,20916,271889,272029.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
7/12-A-17 B,7/12-A-17,6267,7,12,BP Norge AS,019 ,INJECTION,INJECTION,INJECTING,WATER/GAS,Injecting Water Gas,WATER/GAS,DEVELOPMENT, NO,2009-12-07 00:00:00.000,2010-02-18 00:00:00.000,ULA,,,3183-P,7/12-2 Ula,NO,57.0,3789.0,5841.0,69.5,1752.0,NORTH SEA,NORWAY,ULA PP,JACKET 4 LEGS,FIXED,1-A,ULA PP,NO,2009,2010,,,ED50,57.111406,2.8474,6329939.55,490757.14,31,ED50 / UTM zone 31N,sidetrack           ,7/12-A-17 A                             ,6267,44972,43800,,2012-02-18 00:00:00.000,20916,272029,272029.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
7/12-A-18,7/12-A-18,913,7,12,BP Norway Limited U.A.,019 ,PRODUCTION,PRODUCTION,PRODUCING,OIL,Producing Oil,OIL,DEVELOPMENT, NO,1987-01-11 00:00:00.000,1987-04-01 00:00:00.000,ULA,1986-06-22 00:00:00.000,1986-06-23 00:00:00.000,385-P,7/12-2 Ula,NO,57.0,3566.0,3815.0,69.0,,NORTH SEA,NORWAY,ULA DP,JACKET 4 LEGS,FIXED,1-A,ULA PP,NO,1987,1987,,,ED50,57.111381,2.847422,6329936.76,490758.48,31,ED50 / UTM zone 31N,initial             ,                                        ,913,44972,43800,,1989-04-01 00:00:00.000,20916,271889,272029.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
8/10-B-1 H,8/10-B-1,8399,8,10,Spirit Energy Norge AS,405 ,PRODUCTION,PRODUCTION,PRODUCING,OIL,Producing Oil,OIL,DEVELOPMENT,YES,2018-07-27 00:00:00.000,2018-10-20 00:00:00.000,ODA,2018-07-19 00:00:00.000,2018-07-21 00:00:00.000,4650-P,8/10-4 S Oda,NO,55.3,,3212.0,66.0,,NORTH SEA,NORWAY,MAERSK INTERCEPTOR,JACK-UP 3 LEGS,MOVEABLE,TFO2006,,NO,2018,2018,,,ED50,57.073117,3.065389,6325668.74,503964.64,31,ED50 / UTM zone 31N,initial             ,                                        ,8399,21118177,29412516,,2020-10-20 00:00:00.000,4237284,436222,,0,2019-10-03 00:00:00.000,,09.02.2020
8/10-B-2 H,8/10-B-2,8400,8,10,Spirit Energy Norge AS,405 ,INJECTION,INJECTION,INJECTING,WATER,Injecting Water,WATER,DEVELOPMENT,YES,2018-07-29 00:00:00.000,2018-09-25 00:00:00.000,ODA,2018-07-22 00:00:00.000,2018-07-23 00:00:00.000,4651-P,8/10-4 S Oda,NO,55.3,,3640.0,66.0,,NORTH SEA,NORWAY,MAERSK INTERCEPTOR,JACK-UP 3 LEGS,MOVEABLE,TFO2006,,NO,2018,2018,,,ED50,57.073044,3.065256,6325660.69,503956.56,31,ED50 / UTM zone 31N,initial             ,                                        ,8400,21118177,29412516,,2020-09-25 00:00:00.000,4237284,436222,,0,2019-10-03 00:00:00.000,,09.02.2020
8/10-B-3 H,8/10-B-3,8401,8,10,Spirit Energy Norge AS,405 ,PRODUCTION,PRODUCTION,PLUGGED,DRY,Plugged Dry,OIL,DEVELOPMENT,YES,2018-07-25 00:00:00.000,2018-08-19 00:00:00.000,ODA,2018-07-15 00:00:00.000,2018-07-18 00:00:00.000,4652-P,8/10-4 S Oda,NO,55.3,,2641.0,66.0,,NORTH SEA,NORWAY,MAERSK INTERCEPTOR,JACK-UP 3 LEGS,MOVEABLE,TFO2006,,NO,2018,2018,,,ED50,57.073072,3.065203,6325663.78,503953.36,31,ED50 / UTM zone 31N,initial             ,                                        ,8401,21118177,29412516,,2020-08-19 00:00:00.000,4237284,436222,,0,2019-10-03 00:00:00.000,,09.02.2020
8/10-B-3 AH,8/10-B-3,8553,8,10,Spirit Energy Norge AS,405 ,PRODUCTION,PRODUCTION,PRODUCING,OIL,Producing Oil,OIL,DEVELOPMENT,YES,2018-08-20 00:00:00.000,2018-08-31 00:00:00.000,ODA,,,4712-P,8/10-4 S Oda,NO,55.3,,2905.0,66.0,2180.0,NORTH SEA,NORWAY,MAERSK INTERCEPTOR,JACK-UP 3 LEGS,MOVEABLE,TFO2006,,NO,2018,2018,,,ED50,57.073072,3.065203,6325663.78,503953.36,31,ED50 / UTM zone 31N,sidetrack           ,8/10-B-3 H                              ,8553,21118177,29412516,,2020-08-31 00:00:00.000,4237284,436222,,0,2019-10-03 00:00:00.000,,09.02.2020
9/2-A-1,9/2-A-1,2662,9,2,Den norske stats oljeselskap a.s,114 ,PRODUCTION,PRODUCTION,P & A,OIL,P & A Oil,OIL,DEVELOPMENT, NO,1993-12-25 00:00:00.000,1994-04-11 00:00:00.000,YME,,,1074-P,9/2-1 Yme,NO,42.0,3313.0,4417.0,92.0,,NORTH SEA,NORWAY,YME,JACK-UP 3 LEGS,MOVEABLE,10-A,YME B ØST,NO,1993,1994,9/2-4 S  ,,ED50,57.818744,4.51965,6409689.37,590278.65,31,ED50 / UTM zone 31N,initial             ,                                        ,2662,45098,43807,,1996-04-11 00:00:00.000,21716,278245,282557.0,2258,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
9/2-A-1 A,9/2-A-1,4075,9,2,Den norske stats oljeselskap a.s,114 ,PRODUCTION,PRODUCTION,P & A,OIL,P & A Oil,OIL,DEVELOPMENT, NO,2000-05-14 00:00:00.000,2000-06-25 00:00:00.000,YME,,,1744-P,9/2-1 Yme,NO,42.0,3296.0,6331.0,92.0,3199.0,NORTH SEA,NORWAY,YME A,JACK-UP 3 LEGS,MOVEABLE,10-A,YME B ØST,NO,2000,2000,,,ED50,57.818744,4.51965,6409689.37,590278.65,31,ED50 / UTM zone 31N,sidetrack           ,9/2-A-1                                 ,4075,45098,43807,,2002-06-25 00:00:00.000,21716,278245,282557.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
9/2-A-2,9/2-A-2,3001,9,2,Den norske stats oljeselskap a.s,114 ,PRODUCTION,PRODUCTION,P & A,OIL,P & A Oil,OIL,DEVELOPMENT, NO,1996-12-13 00:00:00.000,1997-04-17 00:00:00.000,YME,,,1238-P,9/2-1 Yme,NO,42.0,3156.0,5518.0,93.0,,NORTH SEA,NORWAY,YME,JACK-UP 3 LEGS,MOVEABLE,10-A,YME B ØST,NO,1996,1997,,,ED50,57.818761,4.519686,6409691.27,590280.75,31,ED50 / UTM zone 31N,initial             ,                                        ,3001,45098,43807,,1999-04-17 00:00:00.000,21716,278245,282557.0,0,2019-12-09 00:00:00.000,2016-06-06 00:00:00.000,09.02.2020
