Name,Title,URL
15/3-4,FactPage URL,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=314
15/3-5,FactMaps URL,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=52
15/3-5,FactPage URL,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=52
15/3-6,FactMaps URL,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=3250
15/3-6,FactPage URL,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3250
15/3-7,FactMaps URL,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=4055
15/3-7,FactPage URL,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4055
15/3-7,Press Release URL,https://www.npd.no/fakta/nyheter/Resultat-av-leteboring/2001/153-7
15/3-8,FactMaps URL,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=5175
15/3-8,FactPage URL,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5175
15/3-8,Press Release URL,https://www.npd.no/fakta/nyheter/Resultat-av-leteboring/2006/153-8/
15/3-9,FactMaps URL,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=6354
15/3-9,FactPage URL,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6354
15/3-9,Press Release URL,https://www.npd.no/fakta/nyheter/Resultat-av-leteboring/2010/153-9/
15/5-1,FactMaps URL,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=315
15/5-1,FactPage URL,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=315
15/5-2,FactMaps URL,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=316
15/5-2,FactPage URL,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=316
15/5-2 R,FactMaps URL,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1250
