Well,Top depth,Base depth,Legend
1/2-1,3111.4,3111.52,1
1/2-1,3113.84,3119.02,2
1/2-1,0.0,0.0,3
1/2-1,3126.03,3135.17,4
1/2-1,3135.17,3157.12,5
1/2-1,3157.12,3159.13,6
1/2-1,3160.17,3163.09,7
1/2-1,3160.17,3168.49,8
1/2-2,3141.5,3186.4,1
1/3-1,3403.4,3422.6,1
1/3-10,3159.0,3231.84,1
1/3-11,3288.0,3298.41,1
1/3-11,3300.0,3320.45,2
1/3-11,3320.6,3354.72,3
1/3-11,3398.9,3411.91,4
1/3-11,3412.8,3428.54,5
1/3-12 S,5876.0,5884.43,1
1/3-2,3589.02,3589.32,1
1/3-3,4129.0,4147.4,1
1/3-3,4181.0,4199.2,2
1/3-3,4199.2,4213.0,3
1/3-3,4213.0,4231.0,4
1/3-3,4231.0,4234.5,5
1/3-3,4234.5,4247.5,6
1/3-4,2780.0,2788.8,1
1/3-4,2817.0,2818.1,2
1/3-5,4805.0,4814.02,1
1/3-6,2921.0,2928.5,1
1/3-7,3164.0,3181.7,1
1/3-7,3188.0,3204.7,2
1/3-7,3205.0,3223.3,3
1/3-7,3224.0,3245.8,4
1/3-8,5024.0,5039.07,1
1/3-9 S,4273.0,4322.7,1
1/3-9 S,4323.0,4378.12,2
1/6-1,3177.54,3189.12,1
1/6-1,4604.31,4609.49,2
1/6-2,3226.25,3241.12,1
1/6-3,3123.29,3141.57,1
1/6-3,3136.39,3149.19,10
1/6-3,3150.41,3161.69,11
1/6-3,3156.81,3180.59,2
1/6-3,3180.59,3198.88,3
1/6-3,3198.88,3225.09,4
1/6-3,3225.09,3250.69,5
1/6-3,3250.69,3264.1,6
1/6-3,3264.1,3289.71,7
1/6-3,3289.71,3317.14,8
1/6-3,3317.14,3343.05,9
1/6-5,1725.0,1728.9,1
1/6-5,1742.5,1751.1,2
1/6-6,5555.0,5565.0,1
1/6-7,3295.0,3313.8,1
1/6-7,4754.0,4772.0,2
1/6-7,4773.0,4800.6,3
1/6-A-10,3118.71,3130.91,1
1/6-A-10,3271.11,3282.7,10
1/6-A-10,3282.7,3290.93,11
1/6-A-10,3300.98,3303.09,12
1/6-A-10,3541.78,3552.14,13
1/6-A-10,3573.48,3582.8,14
1/6-A-10,3584.75,3590.97,15
1/6-A-10,3592.07,3600.69,16
1/6-A-10,3601.52,3607.34,17
1/6-A-10,3132.43,3145.84,2
1/6-A-10,3146.15,3163.21,3
1/6-A-10,3163.21,3166.45,4
1/6-A-10,3166.57,3185.04,5
1/6-A-10,3184.86,3199.03,6
1/6-A-10,3198.88,3216.25,7
1/6-A-10,3217.16,3224.36,8
1/6-A-10,3258.92,32709.31,9
1/6-A-7,3404.31,3408.88,1
1/6-A-7,3410.1,3419.25,2
1/6-A-7,3448.81,3457.96,3
1/6-A-7,3457.96,3449.42,4
1/6-A-7,3484.17,3485.39,5
1/6-A-7,3493.01,3500.32,6
1/6-A-7,3501.85,3509.16,7
1/6-A-7,3538.73,3542.39,8
1/9-1,3048.0,3057.2,1
1/9-1,3198.3,3216.9,10
1/9-1,3216.9,3234.06,11
1/9-1,3327.2,3335.3,12
1/9-1,3057.2,3075.8,2
1/9-1,3075.8,3094.0,3
1/9-1,3094.0,3105.3,4
1/9-1,3105.3,3123.9,5
1/9-1,3123.9,3142.56,6
1/9-1,3142.5,3160.0,7
1/9-1,3161.0,3179.6,8
1/9-1,3179.6,3197.6,9
1/9-2,3130.9,3148.78,1
1/9-2,3149.1,3167.08,2
1/9-2,3167.4,3185.73,3
1/9-2,3185.73,3201.05,4
1/9-2,3201.05,3219.55,5
1/9-3 R,3053.0,3065.3,1
1/9-3 R,3066.7,3082.58,2
1/9-3 R,3105.27,3123.47,3
1/9-3 R,3164.63,3170.45,4
1/9-3 R,3175.15,3178.7,5
1/9-3 R,3191.79,3207.64,6
1/9-3 R,3208.26,3214.06,7
1/9-3 R,3214.94,3233.44,8
1/9-4,3122.75,3141.2,1
1/9-4,3141.2,3159.5,2
1/9-4,3159.5,3173.5,3
1/9-4,3173.5,3191.8,4
1/9-4,3191.8,3210.1,5
1/9-4,3210.1,3218.6,6
1/9-4,3219.9,3238.0,7
1/9-4,3238.2,3256.5,8
1/9-4,3256.5,3273.8,9
1/9-5,3215.7,3234.0,1
1/9-6 S,3415.7,3426.3,1
1/9-6 S,3556.5,3573.5,10
1/9-6 S,3575.04,3584.44,11
1/9-6 S,3584.79,3597.49,12
1/9-6 S,3598.0,3615.84,13
1/9-6 S,3618.1,3618.7,14
1/9-6 S,3427.0,3444.4,2
1/9-6 S,3445.0,3457.0,3
1/9-6 S,3463.55,3481.1,4
1/9-6 S,3481.7,3499.5,5
1/9-6 S,3500.9,3517.8,6
1/9-6 S,3518.7,3530.0,7
1/9-6 S,3530.5,3534.25,8
1/9-6 S,3537.86,3555.0,9
1/9-7,3104.4,3107.0,1
1/9-7,3107.0,3135.35,2
1/9-A-1 H,3226.0,3244.1,1
1/9-A-1 H,3277.0,3288.5,2
1/9-A-1 H,3291.5,3319.06,3
1/9-A-1 H,3319.0,3346.3,4
1/9-A-1 H,3346.5,3374.0,5
1/9-A-1 H,3374.2,3382.1,6
1/9-A-3 H,3089.0,3107.38,1
1/9-A-4 H,3353.0,3380.92,1
10/1-A-8,563.27,564.79,1
10/1-A-8,566.01,568.76,2
10/1-A-8,568.76,569.06,3
10/7-1,1561.0,1565.2,1
15/12-1,2612.14,2614.57,1
15/12-1,2614.88,2624.63,2
15/12-1,2634.08,2651.15,3
15/12-1,3067.2,3073.3,4
15/12-1,3125.72,3143.71,5
15/12-1,3143.71,3151.94,6
15/12-1,3154.68,3172.66,7
15/12-1,3172.66,3181.5,8
15/12-10 S,3427.0,3446.6,1
15/12-11 S,2724.0,2724.5,1
15/12-11 S,3400.0,3418.56,2
15/12-12,2864.0,2892.0,1
15/12-12,2892.0,2920.0,2
15/12-12,2920.0,2948.0,3
15/12-12,2948.0,2974.7,4
15/12-12,2976.0,2984.2,5
15/12-12,2986.0,2997.7,6
15/12-19,2975.0,3002.5,1
15/12-19,3002.5,3066.86,2
15/12-19,3067.1,3131.56,3
15/12-2,2823.0,2835.4,1
15/12-20 S,3815.0,3841.24,1
15/12-20 S,3843.0,3897.85,2
15/12-21,3054.0,3088.2,1
15/12-21,3113.0,3167.06,2
15/12-23,3187.0,3241.5,1
15/12-23,3241.5,3295.84,2
15/12-23 A,4614.5,4663.5,1
15/12-23 A,4664.0,4701.8,2
15/12-23 A,4701.2,4740.1,3
15/12-3,3256.0,3263.3,1
15/12-3,4424.0,4432.93,2
15/12-4,2439.0,2449.0,1
15/12-4,2494.5,2498.66,2
15/12-4,2499.0,2513.6,3
15/12-4,2902.0,2919.7,4
15/12-5,2892.0,2904.0,1
15/12-5,2910.5,2938.5,2
15/12-5,2939.0,2967.0,3
15/12-6 S,2838.0,2864.55,1
15/12-6 S,2865.0,2891.82,2
15/12-6 S,2892.0,2907.85,3
15/12-6 S,2910.0,2937.4,4
15/12-6 S,2937.55,2953.0,5
15/12-6 S,2953.0,2964.4,6
15/12-6 S,2980.0,2988.3,7
15/12-7 S,3028.0,3053.5,1
15/12-8 A,2841.0,2847.4,1
15/12-8 A,2847.4,2874.85,2
15/12-8 A,2874.85,2902.0,3
15/12-9 S,3389.0,3416.0,1
15/12-9 S,3416.0,3443.63,2
15/12-9 S,3443.63,3471.0,3
15/12-9 S,3471.27,3499.0,4
15/12-9 S,3499.1,3527.0,5
15/12-9 S,3527.3,3555.0,6
15/12-9 S,3652.0,3670.5,7
15/12-A-14,3785.0,3820.62,1
15/12-A-14,3822.0,3865.15,2
15/12-A-14,3868.0,3914.5,3
15/12-A-14,3914.0,3959.72,4
15/12-A-5,3483.0,3495.0,1
15/12-A-5,3497.0,3524.0,2
15/12-A-5,3524.0,3578.7,3
15/12-A-5,3579.0,3633.5,4
15/12-A-5,3634.0,3688.5,5
15/12-A-8,3135.0,3161.8,1
15/12-A-8,3162.0,3190.0,2
15/12-A-8,3190.0,3222.15,3
15/12-A-8,3223.0,3237.25,4
15/12-A-8,3237.25,3239.0,5
15/12-A-8,3241.0,3254.2,6
15/2-1,4368.0,4369.75,1
15/2-1,4369.75,4389.98,2
15/3-1 S,3947.0,3950.5,1
15/3-1 S,4083.0,4090.5,2
15/3-1 S,4141.0,4150.0,3
15/3-1 S,4991.0,4993.3,4
15/3-2 R,4402.0,4403.78,1
15/3-2 R,4406.0,4407.75,2
15/3-2 R,4565.0,4575.0,3
15/3-2 R,4656.0,4662.0,4
15/3-3,4262.0,4268.48,1
15/3-3,4274.0,4287.0,2
15/3-3,4287.5,4307.9,3
15/3-3,4547.0,4562.0,4
15/3-3,4851.0,4860.0,5
15/3-3,4995.0,5004.0,6
15/3-4,1678.0,1683.0,1
15/3-4,3792.0,3795.62,2
15/3-4,3796.09,3805.98,3
15/3-4,3805.98,3821.13,4
15/3-4,3821.0,3839.27,5
15/3-6,2140.0,2158.1,1
15/3-6,2158.1,2175.7,2
15/3-6,2278.0,2297.74,3
15/3-7,4609.0,4615.67,1
15/3-7,4616.6,4617.5,2
15/3-7,4620.5,4633.6,3
15/3-7,4643.0,4668.76,4
15/3-8,4167.0,4179.62,1
15/3-8,4179.63,4200.46,2
15/3-8,4202.0,4238.5,3
15/3-8,4238.5,4275.2,4
15/3-8,4275.2,4302.47,5
15/3-8,4478.5,4492.45,6
15/3-8,4494.0,4505.06,7
15/3-9,4124.0,4147.0,1
15/3-9,4482.0,4514.17,2
15/3-A-5,4729.0,4738.8,1
15/3-A-5,4739.0,4768.66,2
15/3-A-5,4770.0,4788.3,3
15/3-A-5,5045.0,5056.8,4
15/3-A-5,5061.4,5085.35,5
15/3-A-5,5089.0,5103.3,6
15/5-1,3561.0,3577.89,1
15/5-1,3578.5,3590.21,2
15/5-1,3591.1,3600.43,3
15/5-1,3609.0,3619.95,4
15/5-1,3623.0,3624.5,5
15/5-2,4013.6,4018.75,1
15/5-2,4032.5,4042.3,2
15/5-3,3815.0,3826.15,1
15/5-3,5038.0,5041.74,2
15/5-4,2106.0,2124.77,1
15/5-4,2124.0,2129.0,2
15/5-4,2129.0,2132.0,3
15/5-4,2132.0,2145.9,4
15/5-5,2157.0,2175.5,1
15/5-5,2175.5,2177.9,2
15/5-5,2181.5,2198.2,3
15/5-6,2180.0,2202.25,1
15/5-7,3826.0,3880.5,1
15/5-7,3880.5,3927.43,2
15/5-7,3927.43,3939.98,3
15/6-11 A,4148.0,4180.97,1
15/6-13,3466.0,3482.0,1
15/6-13,3482.0,3495.29,2
15/6-2,2236.01,2242.11,1
15/6-2,2336.6,2337.82,2
15/6-2,2695.35,2697.18,3
15/6-2 R,3576.83,3591.46,1
15/6-2 R,3591.46,3603.35,2
15/6-2 R,3603.65,3617.98,3
15/6-2 R,3617.98,3626.51,4
15/6-2 R,3626.51,3641.14,5
15/6-3,3512.21,3521.05,1
15/6-3,3632.61,3650.89,10
15/6-3,3521.35,3531.11,2
15/6-3,3531.29,3548.79,3
15/6-3,3548.79,3566.16,4
15/6-3,3566.16,3579.27,5
15/6-3,3579.27,3583.84,6
15/6-3,3596.34,3598.47,7
15/6-3,3598.59,3614.93,8
15/6-3,3614.93,3632.61,9
15/6-4,3226.31,3232.1,1
15/6-4,3233.01,3246.49,2
15/6-4,3271.3,3290.1,3
15/6-4,3290.1,3308.14,4
15/6-5,3629.0,3647.5,1
15/6-5,3647.5,3655.67,2
15/6-5,3656.43,3674.0,3
15/6-5,3674.05,3682.26,4
15/6-6,3591.0,3609.5,1
15/6-6,3609.5,3625.5,2
15/6-6,3625.5,3644.4,3
15/6-7,3414.0,3429.7,1
15/6-8 A,2438.0,2448.2,1
15/6-8 S,3172.0,3180.85,1
15/6-9 S,3761.3,3810.7,1
15/8-1,3658.0,3667.5,1
15/8-1,3667.5,3678.6,2
15/8-1,3678.8,3680.6,3
15/8-1,3681.86,3699.0,4
15/8-1,3699.0,3706.2,5
15/9-1,3521.0,3539.3,1
15/9-1,3539.3,3557.5,2
15/9-1,3557.5,3567.7,3
15/9-1,3569.96,3584.5,4
15/9-1,3587.77,3602.29,5
15/9-1,3603.1,3621.33,6
15/9-1,3621.33,3639.14,7
15/9-1,3639.14,3657.44,8
15/9-1,3657.44,3675.51,9
15/9-10,3061.0,3062.44,1
15/9-10,3082.0,3101.0,2
15/9-10,3137.0,3151.8,3
15/9-10,3153.0,3171.0,4
15/9-11,2364.0,2370.0,1
15/9-11,2492.0,2505.1,10
15/9-11,2506.0,2513.5,11
15/9-11,2370.0,2374.0,2
15/9-11,2395.0,2406.0,3
15/9-11,2406.0,2423.6,4
15/9-11,2424.0,2429.0,5
15/9-11,2436.0,2449.0,6
15/9-11,2449.0,2457.5,7
15/9-11,,0.0,8
15/9-11,2473.0,2491.5,9
15/9-12,3504.5,3522.2,1
15/9-12,3662.0,3664.84,10
15/9-12,3681.0,3692.4,11
15/9-12,3522.25,3540.2,2
15/9-12,3540.2,3553.33,3
15/9-12,3554.0,3572.0,4
15/9-12,3572.2,3589.76,5
15/9-12,3590.0,3607.7,6
15/9-12,3608.0,3625.65,7
15/9-12,3626.0,3642.65,8
15/9-12,3644.0,3661.55,9
15/9-13,2404.0,2419.95,1
15/9-13,2423.0,2434.5,2
15/9-13,2435.0,2453.5,3
15/9-13,2763.0,2772.3,4
15/9-13,2772.7,2778.04,5
15/9-13,2778.04,2786.0,6
15/9-13,2787.0,2799.85,7
15/9-14,3228.0,3235.3,1
15/9-14,3267.0,3285.9,2
15/9-15,2805.0,2823.36,1
15/9-15,2823.36,2841.6,2
15/9-15,2841.6,2859.9,3
15/9-15,2859.9,2878.2,4
15/9-16,2382.0,2395.72,1
15/9-16,2397.0,2414.2,2
15/9-16,2414.5,2427.5,3
15/9-16,2427.5,2440.2,4
15/9-16,2441.0,2460.0,5
15/9-16,2460.0,2479.5,6
15/9-16,2479.5,2498.25,7
15/9-17,2382.0,2392.0,1
15/9-17,2810.0,2828.9,10
15/9-17,2392.0,2407.5,2
15/9-17,2407.5,2425.0,3
15/9-17,2425.3,2441.1,4
15/9-17,2442.0,2451.25,5
15/9-17,2714.0,2723.1,6
15/9-17,2723.2,2741.2,7
15/9-17,2741.2,2757.45,8
15/9-17,2757.45,2775.4,9
15/9-18,2630.0,2632.15,1
15/9-18,2632.5,2645.9,2
15/9-18,3230.0,3248.4,3
15/9-18,3248.0,3266.5,4
15/9-19 A,3837.0,3852.22,1
15/9-19 A,3854.0,3881.65,2
15/9-19 A,3881.5,3908.4,3
15/9-19 A,3908.5,3934.5,4
15/9-19 A,3935.5,3963.0,5
15/9-19 A,3963.0,3991.0,6
15/9-19 A,3991.0,4016.7,7
15/9-19 B,4037.0,4049.77,1
15/9-19 B,4054.5,4071.84,2
15/9-19 B,4072.0,4089.95,3
15/9-19 B,4090.5,4109.2,4
15/9-19 SR,3643.0,3647.75,1
15/9-19 SR,4328.0,4354.2,2
15/9-19 SR,4355.0,4383.0,3
15/9-2,3498.0,3514.59,1
15/9-2,3661.1,3669.0,10
15/9-2,3674.0,3690.8,11
15/9-2,3515.0,3533.29,2
15/9-2,3533.29,3551.58,3
15/9-2,3551.58,3569.87,4
15/9-2,3569.87,3588.16,5
15/9-2,3588.16,3606.16,6
15/9-2,3606.16,3625.72,7
15/9-2,3624.45,3642.45,8
15/9-2,3645.72,3661.05,9
15/9-21 S,4747.0,4752.25,1
15/9-21 S,4753.0,4784.0,2
15/9-21 S,4784.0,4815.0,3
15/9-21 S,4816.0,4843.0,4
15/9-3,3511.0,3528.65,1
15/9-3,3529.0,3546.65,2
15/9-3,3547.0,3565.1,3
15/9-3,3565.1,3579.7,4
15/9-4,3457.0,3475.23,1
15/9-4,3457.3,3493.12,2
15/9-4,3493.12,3510.93,3
15/9-4,3510.93,3528.82,4
15/9-4,3528.9,3544.2,5
15/9-4,3544.2,3556.0,6
15/9-4,3557.0,3566.7,7
15/9-4,3569.0,3584.76,8
15/9-4,3587.0,3594.8,9
15/9-5,3525.0,3543.4,1
15/9-5,3543.4,3547.0,2
15/9-5,3547.0,3565.4,3
15/9-5,3565.4,3583.8,4
15/9-5,3584.1,3600.4,5
15/9-5,3600.7,3618.9,6
15/9-5,3619.2,3634.92,7
15/9-5,3635.4,3643.8,8
15/9-5,3645.3,3662.3,9
15/9-6,3768.5,3778.2,1
15/9-6,3810.0,3811.6,2
15/9-7,3516.0,3530.24,1
15/9-7,3633.0,3642.5,10
15/9-7,3643.0,3653.0,11
15/9-7,3653.0,3671.8,12
15/9-7,3530.24,3531.54,2
15/9-7,3533.0,3551.0,3
15/9-7,3550.0,3567.8,4
15/9-7,3568.0,3585.55,5
15/9-7,3585.55,3597.9,6
15/9-7,3597.9,3616.74,7
15/9-7,3615.0,3620.35,8
15/9-7,3621.0,3633.35,9
15/9-8,3448.41,3465.78,1
15/9-8,3466.0,3477.72,2
15/9-8,3477.0,3477.52,3
15/9-8,3478.0,3493.38,4
15/9-9,2648.0,2665.7,1
15/9-9,2666.0,2684.0,2
15/9-9,2684.0,2701.85,3
15/9-9,2702.0,2719.85,4
15/9-9,2720.0,2738.35,5
15/9-9,2738.38,2755.6,6
15/9-9,3032.0,3043.1,7
15/9-A-12,2746.0,2773.2,1
15/9-A-12,3083.0,3136.75,2
15/9-A-15,3728.0,3780.2,1
15/9-A-15,4121.0,4141.7,2
15/9-A-15,4141.1,4162.2,3
15/9-A-15,4163.0,4189.7,4
15/9-A-19,4655.0,4683.4,1
15/9-A-21,3586.0,3613.65,1
15/9-A-22,2940.0,2949.2,1
15/9-A-22,2949.2,2977.58,2
15/9-A-22,2977.6,3005.8,3
15/9-A-22,3005.9,3015.15,4
15/9-A-22,3015.15,3043.15,5
15/9-A-22,3216.0,3243.15,6
15/9-A-23 A,5390.0,5416.79,1
15/9-A-26,2597.0,2597.3,1
15/9-A-26,2598.0,2606.2,2
15/9-A-26,2612.0,2612.2,3
15/9-A-26,2613.6,2616.4,4
15/9-A-26,2632.0,2644.1,5
15/9-A-26,2660.0,2683.4,6
15/9-A-27,2878.0,2897.0,1
15/9-A-5,3299.0,3325.91,1
15/9-A-5,3400.0,3426.7,2
15/9-A-8,3046.0,3070.4,1
15/9-A-8,3511.0,3515.5,2
15/9-B-10,3530.0,3604.35,1
15/9-B-10,3604.35,3678.57,2
15/9-B-13,5816.0,5823.57,1
15/9-B-13,5824.0,5852.35,2
15/9-B-14,3587.0,3661.42,1
15/9-B-4,6190.0,6244.0,1
15/9-B-4,6244.0,6281.7,2
15/9-B-4,6281.7,6333.7,3
15/9-B-5,4354.0,4363.6,1
15/9-B-5,4367.0,4369.9,2
15/9-B-5,4372.0,4397.57,3
15/9-B-5,4399.25,4410.6,4
15/9-B-6,4189.0,4198.94,1
15/9-B-6,4199.0,4208.0,2
15/9-B-7,5280.0,5326.2,1
15/9-C-2 AH,3247.0,3274.6,1
15/9-C-2 AH,3275.0,3303.4,2
15/9-D-3 H,2468.05,2476.0,1
15/9-D-3 H,2479.0,2506.3,2
15/9-D-3 H,2506.3,2532.0,3
15/9-E-4 H,4310.0,4334.3,1
16/10-1,2855.0,2873.0,1
16/10-1,2925.0,2934.0,2
16/10-4,2477.0,2499.5,1
16/1-1,1554.48,1563.62,1
16/1-1,2417.67,2425.9,10
16/1-1,2426.82,2435.96,11
16/1-1,2435.96,2445.11,12
16/1-1,2531.36,2539.59,13
16/1-1,2627.07,2635.3,14
16/1-1,2645.66,2648.71,15
16/1-1,2651.46,2670.05,16
16/1-1,2723.08,2735.58,17
16/1-1,3194.0,3203.14,18
16/1-1,1719.99,1729.13,2
16/1-1,1924.81,1935.18,3
16/1-1,2151.89,2164.99,4
16/1-1,2241.19,2257.65,5
16/1-1,2319.22,2328.37,6
16/1-1,2328.37,2344.52,7
16/1-1,2344.52,2347.26,8
16/1-1,,0.0,9
16/1-10,1868.0,1873.0,1
16/1-10,1873.0,1891.0,2
16/1-10,1891.0,1901.4,3
16/1-10,1901.5,1911.6,4
16/1-10,1914.6,1934.0,5
16/1-10,1934.0,1958.94,6
16/1-10,1960.5,1987.57,7
16/1-11,2385.5,2411.9,1
16/1-11,2412.5,2439.1,2
16/1-11,2439.5,2466.64,3
16/1-11,2466.5,2494.4,4
16/1-11,2494.1,2522.0,5
16/1-12,1864.0,1877.85,1
16/1-12,1878.5,1904.68,2
16/1-12,1904.7,1912.0,3
16/1-12,1912.0,1919.35,4
16/1-12,1919.5,1922.75,5
16/1-12,1923.0,1925.8,6
16/1-12,1926.0,1931.1,7
16/1-12,1931.5,1937.45,8
16/1-13,1917.0,1917.66,1
16/1-13,1917.66,1919.46,2
16/1-13,1919.7,1944.7,3
16/1-13,1946.7,1973.31,4
16/1-13,1973.7,2001.1,5
16/1-14,2373.0,2413.13,1
16/1-14,2400.13,2427.65,2
16/1-14,2427.65,2454.03,3
16/1-15,1915.0,1931.2,1
16/1-15,1931.2,1937.13,2
16/1-15,1946.0,1960.14,3
16/1-15,1960.3,1976.16,4
16/1-15 A,2066.0,2070.8,1
16/1-15 A,2070.8,2074.07,2
16/1-15 A,2074.07,2075.07,3
16/1-15 A,2075.07,2076.26,4
16/1-16,2385.0,2411.92,1
16/1-16,2412.8,2428.48,2
16/1-16,2428.5,2441.55,3
16/1-17,1856.0,1883.5,1
16/1-17,1883.5,1911.25,2
16/1-17,1911.25,1939.02,3
16/1-17,1939.02,1965.83,4
16/1-17,1965.83,1993.53,5
16/1-18,1886.0,1909.6,1
16/1-18,1912.0,1916.69,2
16/1-18,1920.0,1923.3,3
16/1-18,1924.0,1930.64,4
16/1-18,1932.0,1941.72,5
16/1-18,1942.0,1960.23,6
16/1-18,1960.23,1967.67,7
16/1-18,1968.0,1986.0,8
16/1-19 S,1865.0,1895.15,1
16/1-19 S,1895.15,1903.47,2
16/1-19 S,1904.0,1910.32,3
16/1-20 A,2966.75,3021.95,1
16/1-21 A,3174.0,3200.77,1
16/1-21 A,3201.0,3218.62,2
16/1-21 A,3218.8,3224.55,3
16/1-21 S,2449.0,2492.19,1
16/1-21 S,2492.3,2546.66,2
16/1-21 S,2546.2,2586.16,3
16/1-22 S,2502.8,2516.64,1
16/1-22 S,2517.7,2550.59,2
16/1-23 S,1681.0,1690.37,1
16/1-23 S,1945.5,1954.75,2
16/1-23 S,1955.5,1974.22,3
16/1-23 S,1975.5,1979.4,4
16/1-23 S,1979.5,1992.16,5
16/1-23 S,1993.0,2021.5,6
16/1-23 S,2012.9,2039.99,7
16/1-23 S,2040.0,2064.51,8
16/1-25 S,2002.0,2006.0,1
16/1-25 S,2006.0,2007.56,2
16/1-25 S,2008.0,2010.8,3
16/1-25 S,2010.8,2013.32,4
16/1-25 S,2013.4,2018.62,5
16/1-25 S,2018.8,2025.23,6
16/1-27,1967.0,1992.1,1
16/1-27,1993.1,2000.11,2
16/1-27,2002.0,2022.72,3
16/1-3,2282.0,2291.75,1
16/1-4,1549.0,1559.0,1
16/1-4,1561.0,1568.65,2
16/1-4,1590.0,1607.6,3
16/1-4,1695.0,1698.96,4
16/1-4,1699.0,1705.96,5
16/1-4,1708.0,1724.19,6
16/1-4,1936.0,1941.65,7
16/1-5,2023.0,2028.85,1
16/1-5,2031.0,2038.9,2
16/1-5,2039.0,2066.0,3
16/1-5 A,2123.0,2150.03,1
16/1-6 S,1872.0,1898.85,1
16/1-8,1930.0,1935.3,1
16/1-8,1944.0,1945.6,2
16/1-8,1965.5,1973.0,3
16/1-9,2417.5,2426.8,1
16/1-A-10,2254.3,2255.34,1
16/1-A-10,2256.5,2283.54,2
16/1-A-10,2283.54,2309.31,3
16/1-A-10,2309.5,2327.58,4
16/1-A-11,2095.0,2122.2,1
16/1-A-11,2122.2,2141.06,2
16/1-A-11,2142.2,2162.75,3
16/1-A-11,2162.75,2182.55,4
16/1-A-2,3824.0,3826.25,1
16/1-A-2,3836.2,3838.98,2
16/2-1,1738.88,1748.64,1
16/2-1,1748.64,1766.93,2
16/2-1,1766.62,1784.91,3
16/2-1,1785.21,1803.5,4
16/2-1,1803.5,1821.79,5
16/2-1,1879.09,1880.62,6
16/2-1,1882.14,1883.66,7
16/2-10,1889.5,1894.74,1
16/2-10,1897.35,1912.5,2
16/2-10,1912.5,1939.6,3
16/2-10,1939.6,1962.0,4
16/2-11,1891.6,1900.77,1
16/2-11,1900.7,1922.28,2
16/2-11,1922.28,1929.41,3
16/2-11,1929.78,1951.35,4
16/2-11,1952.78,1954.67,5
16/2-11 A,2169.0,2169.2,1
16/2-11 A,2169.2,2196.6,2
16/2-11 A,2196.6,2206.41,3
16/2-11 A,2206.6,2221.28,4
16/2-11 A,2221.6,2242.82,5
16/2-12,1893.0,1919.36,1
16/2-12,1920.0,1942.84,2
16/2-12,1942.84,1947.1,3
16/2-12,1947.1,1951.7,4
16/2-13 A,2587.3,2597.26,1
16/2-13 A,2597.26,2619.73,2
16/2-13 A,2619.73,2644.93,3
16/2-13 A,2644.93,2668.98,4
16/2-13 S,1918.0,1944.4,1
16/2-13 S,1944.4,1971.78,2
16/2-14,811.0,820.73,1
16/2-14,987.0,991.45,2
16/2-14,1067.0,1074.77,3
16/2-14,1539.0,1547.48,4
16/2-14,1836.0,1849.0,5
16/2-14,1849.0,1876.1,6
16/2-14,1877.0,1904.47,7
16/2-15,1895.0,1910.74,1
16/2-15,1911.0,1925.33,2
16/2-15,1925.33,1938.9,3
16/2-15,1938.9,1965.9,4
16/2-15,1965.9,1990.7,5
16/2-16,1947.0,1965.82,1
16/2-16,1967.0,1986.79,2
16/2-16 A,2324.0,2334.6,1
16/2-16 A,2339.0,2346.47,2
16/2-16 A,2349.5,2364.57,3
16/2-16 A,2364.57,2391.85,4
16/2-16 A,2392.0,2420.1,5
16/2-17 B,2087.0,2114.45,1
16/2-17 B,2114.45,2130.46,2
16/2-17 B,2130.46,2140.46,3
16/2-17 S,1875.0,1901.8,1
16/2-17 S,1902.0,1914.4,2
16/2-17 S,1914.4,1930.37,3
16/2-17 S,1930.4,1958.44,4
16/2-17 S,1958.5,1985.64,5
16/2-17 S,1985.69,2012.3,6
16/2-17 S,2012.6,2040.55,7
16/2-18 S,1855.5,1864.92,2
16/2-18 S,1864.5,1869.96,3
16/2-18 S,1871.0,1876.07,4
16/2-19,1926.0,1952.0,1
16/2-19,1952.0,1967.75,2
16/2-19,1967.75,1994.38,3
16/2-19 A,2256.5,2283.15,1
16/2-19 A,2283.2,2304.77,2
16/2-20 A,2090.0,2099.21,1
16/2-20 A,2100.5,2115.6,2
16/2-20 A,2117.0,2138.43,3
16/2-20 S,2001.0,2027.84,1
16/2-20 S,2028.0,2039.84,2
16/2-20 S,2040.0,2044.59,3
16/2-20 S,2045.0,2054.26,4
16/2-21,1907.0,1922.3,1
16/2-21,1922.6,1949.5,2
16/2-21,1949.6,1976.19,3
16/2-22 S,1937.0,1953.5,1
16/2-3,1715.7,1749.9,1
16/2-3,1743.0,1798.56,2
16/2-3,1798.0,1852.87,3
16/2-4,1701.0,1701.9,1
16/2-4,1706.0,1708.65,2
16/2-4,1709.0,1761.75,3
16/2-4,1762.0,1816.0,4
16/2-4,1882.0,1883.9,5
16/2-5,1894.0,1947.26,1
16/2-5,1948.0,1966.85,2
16/2-5,1967.0,1992.04,3
16/2-6,1935.0,1939.5,1
16/2-6,1939.5,1956.2,2
16/2-6,1958.6,1960.3,3
16/2-7,1924.0,1950.75,1
16/2-7,1951.0,1967.87,2
16/2-7,1968.0,1973.42,3
16/2-7,2198.25,2216.9,4
16/2-7,2283.0,2309.71,5
16/2-7 A,2012.0,2038.79,1
16/2-7 A,2039.0,2052.89,2
16/2-8,1880.5,1907.69,1
16/2-8,1907.69,1935.28,2
16/2-8,1935.28,1951.96,3
16/2-8,1951.96,1953.21,4
16/2-8,1995.0,2022.5,5
