Well,Top depth,Base depth,Legend
25/11-1,2349.7,2363.72,12
25/11-1,2391.16,2395.12,13
25/11-1,2448.15,2458.21,14
25/11-1,,0.0,2
25/11-1,1104.29,1109.47,3
25/11-1,1726.69,1735.84,4
25/11-1,1735.84,1745.89,5
25/11-1,1741.63,1744.98,6
25/11-1,1877.26,1888.54,7
25/11-1,1888.54,1904.09,8
25/11-1,1956.82,1960.63,9
25/11-14 S,1862.0,1864.0,1
25/11-14 S,1864.0,1868.0,2
25/11-14 S,1868.0,1876.5,3
25/11-14 S,1876.5,1883.0,4
25/11-14 S,1883.25,1883.82,5
25/11-15,1680.0,1696.0,1
25/11-15,1696.8,1705.8,2
25/11-15,1708.0,1728.0,3
25/11-15,1728.0,1740.0,4
25/11-15,1740.5,1762.6,5
25/11-15,1762.6,1781.1,6
25/11-15,1781.1,1796.6,7
25/11-16,1699.0,1713.0,1
25/11-16,1821.0,1838.4,10
25/11-16,1839.0,1854.0,11
25/11-16,1855.0,1881.3,12
25/11-16,1882.0,1886.0,13
25/11-16,1887.0,1914.45,14
25/11-16,1713.0,1725.7,2
25/11-16,1730.0,1740.3,3
25/11-16,1747.5,1748.0,4
25/11-16,1748.5,1767.0,5
25/11-16,1767.5,1784.0,6
25/11-16,1784.5,1786.0,7
25/11-16,1786.0,1803.0,8
25/11-16,1803.0,1820.7,9
25/11-17,1625.5,1640.0,1
25/11-17,1643.0,1651.58,2
25/11-17,1654.0,1660.49,3
25/11-17,1661.5,1679.0,4
25/11-17,1679.6,1705.0,5
25/11-17,1706.5,1732.0,6
25/11-17,1732.6,1759.0,7
25/11-17,2018.0,2035.85,8
25/11-17,2248.0,2255.88,9
25/11-19 S,1871.0,1889.35,1
25/11-19 S,1889.4,1908.5,2
25/11-19 S,1908.5,1936.7,3
25/11-20,1661.0,1678.33,1
25/11-20,1679.5,1697.1,2
25/11-20,1697.5,1708.25,3
25/11-20,1711.5,1719.5,4
25/11-21 S,1778.0,1785.2,1
25/11-21 S,1789.0,1807.65,2
25/11-21 S,1808.0,1826.8,3
25/11-21 S,1827.0,1846.0,4
25/11-21 S,1846.0,1865.7,5
25/11-21 S,1865.0,1874.9,6
25/11-21 S,1876.0,1880.5,7
25/11-22,1686.0,1717.9,1
25/11-22,1718.0,1722.35,2
25/11-22,1736.0,1746.0,3
25/11-22,1747.0,1760.25,4
25/11-22,1770.0,1770.2,5
25/11-23,1710.0,1747.0,1
25/11-23,1747.0,1765.5,2
25/11-25 S,2045.0,2061.7,1
25/11-27,1769.0,1795.46,1
25/11-28,1992.0,2046.56,1
25/11-5,1723.34,1725.47,1
25/11-7,1748.6,1751.0,1
25/11-7,1751.0,1753.0,2
25/11-7,1753.0,1762.4,3
25/11-7,1762.4,1772.3,4
25/11-8,,0.0,1
25/11-8,1730.2,1734.2,2
25/11-8,1737.0,1740.0,3
25/11-8,1742.5,1753.3,4
25/11-8,1756.0,1757.0,5
25/11-8,1762.3,1771.7,6
25/11-8,1771.6,1778.4,7
25/11-8,1781.2,1788.0,8
25/11-8,1791.0,1798.0,9
25/11-9,1718.0,1721.5,1
25/11-9,,0.0,2
25/11-9,,0.0,3
25/11-9,1734.0,1735.0,4
25/11-A-5 H,2219.0,2244.3,1
25/11-A-5 H,2245.0,2263.1,2
25/11-B-14 H,1768.0,1793.75,1
25/11-B-14 H,1794.4,1821.6,2
25/11-B-14 H,1821.6,1848.65,3
25/11-B-14 H,1848.65,1876.3,4
25/11-B-14 H,1876.3,1903.07,5
25/11-B-7 H,2076.0,2098.2,1
25/11-B-7 H,2161.0,2187.75,2
25/11-C-17 H,2197.0,2212.3,1
25/11-C-17 H,2212.3,2247.4,2
25/11-C-3 CH,2729.0,2782.5,1
25/11-C-3 H,2008.0,2032.4,1
25/11-G-24,1840.0,1849.75,1
25/11-G-24,1852.0,1855.8,2
25/11-G-24,1855.8,1860.27,3
25/11-G-24,,0.0,4
25/11-G-24,1879.5,1879.64,5
25/11-G-24,1930.0,1953.2,6
25/11-G-24,1957.0,1974.15,7
25/11-G-24,1975.0,2002.65,8
25/11-G-24,2002.65,2024.1,9
25/11-G-27,1935.6,1960.5,1
25/11-G-27,1963.0,1982.25,2
25/11-G-27,1985.5,2005.83,3
25/11-G-27,2005.85,2010.55,4
25/12-1,2449.71,2455.29,1
25/1-3,1951.0,1965.3,1
25/1-3,1969.0,1982.9,2
25/1-3,1991.1,2005.0,3
25/1-3,2563.0,2565.5,4
25/1-4,1922.0,1933.0,1
25/1-4,1935.5,1949.5,2
25/1-4,1953.5,1970.5,3
25/1-4,1970.5,1976.5,4
25/1-4,1984.0,1990.0,5
25/1-4,1993.0,1999.0,6
25/1-4,2001.0,2010.0,7
25/1-4,2010.0,2023.5,8
25/1-5,1914.0,1923.0,1
25/1-5,1928.0,1932.0,2
25/1-6,2127.0,2136.0,1
25/1-7,1876.0,1879.0,1
25/1-7,,0.0,10
25/1-7,1959.0,1985.0,11
25/1-7,1987.0,2007.0,12
25/1-7,2007.0,2033.1,13
25/1-7,2033.4,2045.0,14
25/1-7,2046.5,2063.0,15
25/1-7,2064.0,2065.8,16
25/1-7,2066.5,2079.0,17
25/1-7,2090.0,2101.9,18
25/1-7,2103.0,2116.0,19
25/1-7,1880.0,1880.85,2
25/1-7,2127.0,2132.5,20
25/1-7,2134.0,2146.0,21
25/1-7,2150.0,2165.3,22
25/1-7,2168.5,2177.3,23
25/1-7,2179.5,2195.0,24
25/1-7,2195.5,2202.8,25
25/1-7,2213.0,2220.8,26
25/1-7,2222.0,2240.2,27
25/1-7,2241.1,2246.6,28
25/1-7,2252.0,2270.0,29
25/1-7,1882.0,1890.0,3
25/1-7,2412.0,2419.0,30
25/1-7,,0.0,31
25/1-7,,0.0,32
25/1-7,2710.0,2719.9,33
25/1-7,1891.0,1897.75,4
25/1-7,1900.13,1917.41,5
25/1-7,1918.0,1933.5,6
25/1-7,,0.0,7
25/1-7,,0.0,8
25/1-7,1939.0,1947.75,9
25/1-8 S,1939.0,1948.9,1
25/1-8 S,1950.0,1953.2,2
25/1-8 S,1953.2,1968.3,3
25/1-8 S,1971.0,1996.5,4
25/1-8 S,1997.8,1999.0,5
25/1-8 S,2025.0,2055.0,6
25/1-8 S,2055.0,2082.5,7
25/1-8 S,2082.5,2094.4,8
25/1-8 S,2094.4,2110.5,9
25/1-9,2048.0,2049.15,1
25/1-9,2049.5,2068.0,2
25/1-9,2068.0,2087.2,3
25/1-9,2088.5,2107.0,4
25/1-9,2234.0,2255.0,5
25/1-A-14,1950.0,1963.3,1
25/1-A-14,1964.0,1980.9,2
25/1-A-14,1982.0,1996.0,3
25/1-A-14,2008.0,2017.6,4
25/1-B-4 H,1933.0,1935.3,1
25/1-B-4 H,1935.3,1937.5,2
25/1-B-4 H,1937.5,1949.0,3
25/2-1,1950.0,1966.3,1
25/2-1,1984.2,1991.0,2
25/2-10 S,2237.0,2245.0,1
25/2-10 S,,0.0,2
25/2-10 S,2246.0,2246.9,3
25/2-10 S,2247.6,2256.8,4
25/2-10 S,2257.0,2269.15,5
25/2-10 S,,0.0,6
25/2-10 S,,0.0,7
25/2-10 S,2582.0,2597.0,8
25/2-10 S,2888.0,2892.0,9
25/2-11,,0.0,1
25/2-11,1951.0,1969.0,2
25/2-11,1969.0,1969.85,3
25/2-11,1973.0,1975.0,4
25/2-12,,0.0,1
25/2-12,3685.0,3686.08,2
25/2-12,3690.0,3715.4,3
25/2-12,3943.0,3952.23,4
25/2-12,3994.0,4019.0,5
25/2-13,3340.0,3341.75,1
25/2-13,,0.0,10
25/2-13,3709.0,3726.3,11
25/2-13,3727.0,3744.65,12
25/2-13,3745.0,3763.0,13
25/2-13,3763.0,3781.5,14
25/2-13,3781.5,3792.0,15
25/2-13,3792.0,3810.6,16
25/2-13,3810.5,3828.8,17
25/2-13,3829.0,3847.0,18
25/2-13,3847.0,3854.2,19
25/2-13,3367.0,3394.75,2
25/2-13,3387.0,3406.0,3
25/2-13,3405.0,3423.0,4
25/2-13,3429.0,3441.0,5
25/2-13,3441.0,3469.0,6
25/2-13,3459.0,3468.6,7
25/2-13,3649.0,3667.1,8
25/2-13,3667.1,3669.67,9
25/2-14,,0.0,1
25/2-14,,0.0,2
25/2-14,3130.0,3149.0,3
25/2-14,3149.0,3167.75,4
25/2-15 R2,3569.0,3587.5,1
25/2-15 R2,3587.5,3601.0,2
25/2-17,1955.0,1973.85,1
25/2-17,1974.0,1986.2,2
25/2-17,1987.0,2014.0,3
25/2-18 S,3427.0,3482.04,1
25/2-18 S,3482.4,3555.1,2
25/2-2,1991.0,2001.5,1
25/2-2,2002.0,2004.0,2
25/2-2,2004.0,2012.5,3
25/2-4,3650.0,3659.0,1
25/2-4,3659.0,3676.0,2
25/2-4,3677.0,3695.0,3
25/2-4,3817.0,3833.75,4
25/2-4,3835.0,3845.0,5
25/2-4,3852.0,3863.0,6
25/2-5,3339.5,3339.95,1
25/2-5,3350.0,3352.0,2
25/2-5,3354.0,3362.0,3
25/2-5,3363.0,3372.0,4
25/2-5,3476.0,3484.7,5
25/2-6,3159.6,3165.1,1
25/2-6,3253.4,3262.4,2
25/2-6,3262.4,3271.8,3
25/2-6,3509.7,3518.68,4
25/2-7,3409.0,3414.0,1
25/2-7,3424.5,3443.5,2
25/2-7,3791.0,3798.0,3
25/2-7,4101.0,4110.0,4
25/2-8,1919.5,1926.0,1
25/2-8,1925.0,1931.8,2
25/2-8,1933.6,1939.0,3
25/2-8,1975.0,1982.0,4
25/2-8,2076.0,2084.1,5
25/2-8,2186.0,2193.5,6
25/2-8,2193.8,2200.0,7
25/2-8,2200.0,2209.0,8
25/2-9,1939.4,1957.0,1
25/2-9,,0.0,10
25/2-9,2220.0,2236.9,11
25/2-9,2238.2,2255.0,12
25/2-9,1959.55,1985.0,2
25/2-9,1987.6,2013.0,3
25/2-9,2015.3,2033.0,4
25/2-9,2034.0,2036.8,5
25/2-9,2060.8,2074.0,6
25/2-9,,0.0,7
25/2-9,2080.0,2103.3,8
25/2-9,2107.0,2117.9,9
25/2-C-1 AH,3625.0,3634.73,1
25/2-C-1 AH,3776.1,3791.0,10
25/2-C-1 AH,3637.0,3654.5,2
25/2-C-1 AH,3652.0,3665.1,3
25/2-C-1 AH,3666.0,3684.75,4
25/2-C-1 AH,3685.0,3704.0,5
25/2-C-1 AH,3704.0,3720.5,6
25/2-C-1 AH,3720.55,3739.0,7
25/2-C-1 AH,3739.75,3758.0,8
25/2-C-1 AH,3758.0,3776.1,9
25/2-C-1 H,3617.0,3630.0,1
25/2-C-1 H,3630.0,3648.0,2
25/2-C-1 H,3648.0,3666.0,3
25/2-C-1 H,3666.0,3682.5,4
25/2-C-1 H,3691.0,3708.84,5
25/2-C-2 H,3631.0,3649.0,1
25/2-C-2 H,3649.0,3667.0,2
25/2-C-2 H,3667.0,3682.6,3
25/2-C-3 H,3719.0,3732.5,1
25/2-C-3 H,3733.0,3752.0,2
25/2-C-3 H,3752.0,3771.0,3
25/2-C-3 H,3771.0,3789.6,4
25/3-1,3112.0,3129.85,1
25/3-1,3858.0,3873.87,2
25/4-1,1936.0,1944.0,1
25/4-1,3288.0,3306.0,10
25/4-1,3306.0,3316.0,11
25/4-1,3316.0,3333.85,12
25/4-1,3334.0,3352.0,13
25/4-1,3370.0,3388.0,14
25/4-1,3388.0,3406.0,15
25/4-1,3407.3,3418.0,16
25/4-1,3418.0,3436.0,17
25/4-1,3436.0,3454.21,18
25/4-1,2078.0,2095.3,2
25/4-1,2096.0,2114.0,3
25/4-1,2409.4,2413.5,4
25/4-1,3088.0,3092.5,5
25/4-1,3188.0,3195.0,6
25/4-1,3195.0,3204.0,7
25/4-1,3204.0,3222.4,8
25/4-1,3222.4,3234.8,9
25/4-2,2171.2,2172.0,1
25/4-3,2124.0,2128.5,1
25/4-3,2133.0,2135.0,2
25/4-3,2135.0,2139.0,3
25/4-4,2142.0,2151.0,1
25/4-4,,0.0,2
25/4-4,2160.0,2161.0,3
25/4-4,2167.0,2170.0,4
25/4-5,2130.0,2146.0,1
25/4-5,3695.0,3713.1,10
25/4-5,3713.0,3730.75,11
25/4-5,3954.5,3970.5,12
25/4-5,3971.5,3984.0,13
25/4-5,3985.0,3998.5,14
25/4-5,3998.5,4014.5,15
25/4-5,4183.5,4197.95,16
25/4-5,4140.0,4158.0,17
25/4-5,2148.0,2152.0,2
25/4-5,2154.5,2158.0,3
25/4-5,2158.0,2172.8,4
25/4-5,2172.0,2180.4,5
25/4-5,2181.0,2190.9,6
25/4-5,2191.0,2199.6,7
25/4-5,2200.0,2218.0,8
25/4-5,2224.0,2232.0,9
25/4-6 S,3712.0,3714.25,1
25/4-6 S,4061.0,4070.0,10
25/4-6 S,4124.0,4131.1,11
25/4-6 S,4131.5,4134.0,12
25/4-6 S,3715.0,3733.2,2
25/4-6 S,3734.0,3745.8,3
25/4-6 S,3746.0,3774.0,4
25/4-6 S,3774.0,3790.4,5
25/4-6 S,3791.0,3818.8,6
25/4-6 S,3819.0,3846.25,7
25/4-6 S,3846.5,3873.0,8
25/4-6 S,3874.0,3902.2,9
25/4-7,2104.0,2129.77,1
25/4-7,2130.0,2156.2,2
25/4-8,2082.0,2107.12,1
25/4-8,2109.0,2135.6,2
25/4-9 S,2237.0,2254.5,1
25/4-A-12,3183.5,3194.5,1
25/4-A-12,3197.0,3201.7,2
25/4-A-12,3202.5,3220.0,3
25/4-A-12,3280.0,3298.0,4
25/4-A-12,3298.0,3315.3,5
25/4-A-12,3316.5,3333.63,6
25/4-A-4,2480.15,2484.0,1
25/4-A-4,2488.0,2502.75,2
25/4-A-4,2504.0,2521.0,3
25/4-A-4,2523.0,2535.0,4
25/4-A-4,2539.0,2556.6,5
25/4-A-4,2560.0,2574.0,6
25/4-A-4,,0.0,7
25/4-A-4,2578.0,2594.88,8
25/4-A-4,2596.5,2613.0,9
25/4-A-6,2081.0,2096.6,1
25/4-A-6,2206.5,2223.0,10
25/4-A-6,2097.0,2109.05,2
25/4-A-6,2110.4,2122.0,3
25/4-A-6,2124.3,2137.0,4
25/4-A-6,2152.0,2154.9,5
25/4-A-6,2156.5,2164.0,6
25/4-A-6,2166.0,2179.6,7
25/4-A-6,2179.0,2188.5,8
25/4-A-6,2188.5,2205.0,9
25/4-E-1 H,2956.0,2974.45,2
25/4-E-1 H,2974.5,2992.45,3
25/4-E-1 H,2993.0,3010.45,4
25/4-J-1 AH,2112.0,2147.9,1
25/4-J-1 AH,2148.0,2179.88,2
25/5-1,,0.0,1
25/5-1,2990.0,3007.8,2
25/5-1,3008.5,3027.33,3
25/5-1,3027.5,3046.2,4
25/5-1,3046.2,3063.5,5
25/5-1,3064.0,3080.37,6
25/5-1,3235.05,3253.0,7
25/5-1,3253.5,3272.0,8
25/5-1,3272.6,3291.0,9
25/5-2,3176.0,3194.0,1
25/5-2,3194.0,3196.7,2
25/5-2,3197.0,3215.2,3
25/5-2,3215.2,3226.5,4
25/5-3,2386.0,2403.8,1
25/5-3,2615.0,2638.4,2
25/5-4,2904.0,2921.85,1
25/5-4,2922.0,2947.4,2
25/5-4,3059.0,3075.58,3
25/5-5,2162.5,2172.25,1
25/5-5,2172.25,2199.75,2
25/5-7,2690.0,2744.15,1
25/5-A-1,3171.0,3188.6,1
25/5-A-1,3189.0,3212.79,2
25/5-A-1,3213.0,3241.0,3
25/5-A-1,3241.0,3267.47,4
25/5-A-2,3903.0,3920.86,1
25/5-A-2,3927.0,3934.0,2
25/5-A-3,3408.0,3418.25,1
25/5-A-3,3418.25,3433.9,2
25/5-A-3,3437.0,3447.0,3
25/5-A-3,3460.0,3472.0,4
25/5-A-3,3472.0,3499.4,5
25/5-A-4,3582.0,3600.0,1
25/5-A-4,3600.0,3619.44,2
25/5-A-4,3622.0,3640.22,3
25/5-A-4,3640.22,3646.98,4
25/5-A-7,4447.0,4455.2,1
25/5-A-7,4457.0,4462.2,2
25/5-A-7,4462.2,4464.85,3
25/5-A-7,4466.0,4472.6,4
25/5-A-7,4472.6,4491.85,5
25/5-A-7,4492.0,4529.3,6
25/5-A-7,4529.3,4538.0,7
25/5-A-9,3527.0,3564.2,1
25/5-A-9,3564.2,3610.45,2
25/6-1,2289.0,2300.0,1
25/6-1,2300.0,2310.1,2
25/6-3,2062.0,2079.47,1
25/6-3,2080.0,2108.35,2
25/7-1 S,3589.0,3591.54,1
25/7-1 S,3547.0,3554.83,2
25/7-2,4125.0,4136.3,1
25/7-2,4136.2,4145.7,2
25/7-2,4145.7,4154.6,3
25/7-2,4154.7,4169.2,4
25/7-2,4345.0,4347.4,5
25/7-2,4461.5,4488.6,6
25/7-3,2099.0,2110.64,1
25/7-3,2111.0,2130.15,2
25/7-5,,0.0,1
25/7-5,2093.0,2121.95,10
25/7-5,2122.0,2149.76,11
25/7-5,1977.0,1983.0,2
25/7-5,1983.0,2002.75,3
25/7-5,2003.0,2031.5,4
25/7-5,2031.5,2048.0,5
25/7-5,2048.0,2057.5,6
25/7-5,2058.0,2059.7,7
25/7-5,2060.0,2076.12,8
25/7-5,2078.0,2084.65,9
25/7-6,2061.0,2079.65,1
25/8-1,1676.4,1684.93,1
25/8-1,1724.25,1741.93,2
25/8-1,1741.32,1758.7,3
25/8-1,1758.7,1772.41,4
25/8-1,1772.41,1790.7,5
25/8-1,1828.8,1847.09,6
25/8-1,2359.15,2375.61,7
25/8-10 S,1722.0,1749.65,1
25/8-10 S,1749.0,1786.0,2
25/8-11,1763.0,1789.7,1
25/8-12 A,1951.0,1988.5,1
25/8-12 S,1905.0,1938.8,1
25/8-18 S,1737.5,1758.9,1
25/8-18 S,1765.0,1792.1,2
25/8-4,1659.6,1670.0,1
25/8-4,1830.5,1837.0,10
25/8-4,1837.0,1837.5,11
25/8-4,1672.5,1694.0,2
25/8-4,1695.5,1706.0,3
25/8-4,1722.5,1746.0,4
25/8-4,1746.0,1759.0,5
25/8-4,1759.0,1777.0,6
25/8-4,1777.0,1794.7,7
25/8-4,1794.7,1811.0,8
25/8-4,1812.5,1829.0,9
25/8-5 S,2136.4,2150.64,1
25/8-5 S,3052.0,3061.15,2
25/8-6,2054.0,2056.0,1
25/8-6,2057.0,2063.45,2
25/8-6,2077.0,2084.18,3
25/8-6,2084.5,2096.93,4
25/8-6,2097.0,2098.85,5
25/8-6,2100.0,2109.5,6
25/8-6,2109.5,2119.0,7
25/8-6,2119.0,2137.45,8
25/8-7,2053.0,2053.7,1
25/8-7,2053.0,2061.9,2
25/8-7,2319.0,2338.7,3
25/8-8 A,2414.0,2449.95,1
25/8-8 A,2450.0,2464.25,2
25/8-8 A,2464.25,2495.95,3
25/8-8 A,2495.95,2523.65,4
25/8-8 B,2375.0,2381.06,1
25/8-8 B,2387.0,2413.95,2
25/8-8 B,2414.0,2441.8,3
25/8-8 S,2228.0,2252.75,1
25/8-8 S,2255.0,2282.0,2
25/8-8 S,2282.0,2308.95,3
25/8-9,2098.0,2125.0,1
25/8-9,2440.0,2468.0,2
25/8-9,2468.0,2490.4,3
25/8-9 A,2495.0,2522.1,1
25/8-9 A,2523.0,2549.65,2
25/8-9 A,0.0,0.0,3
25/8-B-2,2313.0,2348.0,1
25/8-B-2,2349.0,2377.0,2
25/9-1,2183.0,2194.5,1
26/4-1,2253.0,2265.7,1
26/4-1,2270.0,2297.7,2
26/4-1,2754.0,2781.68,3
26/4-1,3308.0,3316.85,4
29/3-1,3525.0,3542.86,1
29/3-1,3543.2,3560.0,2
29/6-1,4219.51,4238.0,1
29/6-1,4238.0,4256.0,2
29/6-1,4256.0,4274.0,3
29/6-1,4274.0,4292.0,4
29/6-1,4292.0,4310.0,5
29/6-1,4310.0,4328.2,6
29/6-1,4328.2,4339.65,7
29/9-1,4386.0,4403.75,1
29/9-1,4404.0,4417.5,2
29/9-1,4419.0,4430.1,3
3/4-1,2740.0,2758.08,1
3/6-1,2008.0,2010.6,1
3/7-1,3221.0,3227.0,1
3/7-2,2570.0,2572.0,1
3/7-2,2575.5,2588.75,2
3/7-2,2602.0,2604.8,3
3/7-2,2911.0,2919.0,4
3/7-2,4310.0,4319.0,5
3/7-3,2830.0,2839.6,1
3/7-3,3337.5,3338.5,2
3/7-3,3339.0,3348.0,3
3/7-4,3416.0,3436.0,1
3/7-4,3437.0,3464.7,2
3/7-4,3464.4,3487.9,3
3/7-4,3492.0,3501.2,4
3/7-4,3504.0,3514.0,5
3/7-4,3514.0,3520.0,6
3/7-4,3526.0,3553.4,7
3/7-4,3553.4,3574.3,8
3/7-5,3383.0,3392.1,1
3/7-6,3640.0,3650.44,1
3/7-7,3776.0,3830.13,1
3/7-8 S,3890.0,3944.37,1
3/7-8 S,3944.5,3996.67,2
3/7-8 S,3996.67,4039.82,3
30/10-1,1975.71,1978.15,1
30/10-1,1978.15,1987.6,2
30/10-1,1991.56,1994.92,3
30/10-1,1994.92,2000.4,4
30/10-1,2004.97,2009.55,5
30/10-2,2023.26,2024.79,1
30/10-2,2024.79,2026.31,2
30/10-3,2009.85,2019.0,1
30/10-3,2017.78,2028.44,2
30/10-3,2027.83,2036.98,3
30/10-3,2036.67,2045.82,4
30/10-3,2045.82,2055.88,5
30/10-3,2054.96,2064.11,6
30/10-5,4589.98,4599.13,1
30/10-6,4663.0,4671.75,1
30/10-6,4672.0,4691.0,2
30/10-6,4691.0,4693.4,3
30/10-6,4697.0,4716.0,4
30/10-6,4946.0,4964.0,5
30/10-6,4964.0,4980.04,6
30/10-7,2207.0,2211.0,1
30/10-7,2211.0,2225.4,2
30/10-A-4,2026.0,2031.3,1
30/10-A-4,2080.0,2085.4,10
30/10-A-4,2006.0,2091.0,11
30/10-A-4,2092.0,2098.0,12
30/10-A-4,2139.9,2148.4,13
30/10-A-4,2175.0,2181.2,14
30/10-A-4,2032.0,2035.23,2
30/10-A-4,2035.7,2045.1,3
30/10-A-4,2045.1,2049.43,4
30/10-A-4,2051.63,2059.05,5
30/10-A-4,2059.3,2063.63,6
30/10-A-4,2064.3,2069.3,7
30/10-A-4,2070.0,2073.4,8
30/10-A-4,2074.0,2080.0,9
30/11-1,1978.15,1987.3,1
30/11-1,1987.6,1991.62,2
30/11-10,3575.0,3629.5,1
30/11-10,3997.2,4040.45,2
30/11-14,2952.0,3053.44,1
30/11-14,3061.0,3166.22,2
30/11-3,3445.0,3459.81,1
30/11-3,3460.0,3478.5,2
30/11-4,3514.0,3531.49,1
30/11-4,4635.0,4645.74,2
30/11-4,4652.0,4664.87,3
30/11-4,4839.0,4839.4,4
30/11-4,5011.0,5011.4,5
30/11-6 S,3196.0,3214.44,1
30/11-6 S,3214.44,3269.0,2
30/11-6 S,3269.0,3299.0,3
30/11-7,3983.0,3998.0,1
30/11-7 A,4022.4,4023.29,1
30/11-7 A,4039.0,4053.18,2
30/11-7 A,4053.18,4068.75,3
30/11-7 A,4068.75,4096.19,4
30/11-7 A,4096.19,4123.61,5
30/11-8 A,3960.0,3993.62,1
30/11-8 S,3481.0,3508.77,1
30/11-8 S,3611.0,3666.35,2
30/11-9 A,3613.6,3667.8,1
30/11-9 A,3738.5,3792.6,2
30/11-9 A,3792.6,3848.0,3
30/12-1,2901.0,2927.23,1
30/12-1,2927.55,2960.1,2
30/12-1,2961.0,2966.87,3
30/2-1,1952.0,1954.0,1
30/2-1,3758.0,3775.95,10
30/2-1,3776.0,3794.0,11
30/2-1,1954.0,1968.1,2
30/2-1,3696.0,3700.8,3
30/2-1,3701.0,3708.3,4
30/2-1,3712.0,3716.4,5
30/2-1,3717.0,3733.6,6
30/2-1,3733.6,3734.65,7
30/2-1,3735.8,3751.9,8
30/2-1,3751.5,3758.0,9
30/2-2,3908.0,3912.48,1
30/2-2,4026.0,4027.85,10
30/2-2,4029.0,4031.6,11
30/2-2,4031.8,4047.7,12
30/2-2,4047.7,4048.9,13
30/2-2,4048.9,4052.5,14
30/2-2,4076.0,4093.8,15
30/2-2,4094.0,4112.25,16
30/2-2,4112.25,4130.25,17
30/2-2,4130.45,4135.45,18
30/2-2,3939.0,3957.3,2
30/2-2,3957.3,3965.8,3
30/2-2,3966.0,3979.75,4
30/2-2,3979.75,3987.6,5
30/2-2,3987.8,3989.6,6
30/2-2,3989.6,3993.5,7
30/2-2,3993.5,3997.5,8
30/2-2,4014.0,4025.6,9
30/2-3,3749.0,3755.9,1
30/2-3,3886.45,3897.0,10
30/2-3,3897.67,3915.0,11
30/2-3,3915.62,3928.0,12
30/2-3,3928.07,3932.0,13
30/2-3,,0.0,14
30/2-3,3954.5,3962.0,15
30/2-3,3962.0,3968.75,16
30/2-3,3968.75,3986.0,17
30/2-3,3756.0,3761.12,2
30/2-3,3792.0,3813.3,3
30/2-3,3816.0,3829.13,4
30/2-3,3830.0,3836.26,5
30/2-3,3836.26,3855.0,6
30/2-3,3855.08,3867.0,7
30/2-3,3868.0,3873.9,8
30/2-3,3857.0,3886.45,9
30/3-1 R,3863.6,3880.0,1
30/3-2 R,2828.0,2833.76,1
30/3-2 R,3083.7,3102.0,10
30/3-2 R,3102.0,3121.37,11
30/3-2 R,3295.0,3306.55,12
30/3-2 R,2834.5,2842.0,2
30/3-2 R,2860.0,2864.36,3
30/3-2 R,2879.0,2893.46,4
30/3-2 R,2897.0,2898.4,5
30/3-2 R,2898.5,2915.95,6
30/3-2 R,2916.0,2934.61,7
30/3-2 R,2934.61,2951.17,8
30/3-2 R,3073.0,3082.5,9
30/3-3,2979.0,2992.5,1
30/3-4,2830.0,2834.35,1
30/3-4,2953.0,2972.3,10
30/3-4,3086.0,3113.0,11
30/3-4,3113.0,3130.7,12
30/3-4,2835.0,2839.25,2
30/3-4,2840.0,2851.75,3
30/3-4,2853.0,2862.0,4
30/3-4,2865.0,2879.58,5
30/3-4,2880.5,2907.9,6
30/3-4,2907.9,2928.83,7
30/3-4,2930.0,2937.3,8
30/3-4,2938.0,2952.5,9
30/3-5 S,4060.0,4066.0,1
30/3-5 S,4076.0,4107.66,2
30/3-5 S,4108.0,4160.76,3
30/3-5 S,4168.0,4213.05,4
30/3-5 S,4429.0,4445.6,5
30/3-6 S,5241.0,5265.5,1
30/3-6 S,5294.0,5313.7,2
30/3-6 S,5315.0,5323.0,3
30/3-6 S,5328.0,5340.75,4
30/3-6 S,5341.0,5356.4,5
30/3-6 S,5359.0,5386.1,6
30/3-6 S,5451.0,5478.57,7
30/3-7 A,5909.0,5922.4,1
30/3-7 B,4346.0,4353.24,1
30/3-7 B,4354.0,4358.5,2
30/3-7 B,5715.0,5740.22,3
30/3-7 S,4678.0,4689.8,1
30/3-7 S,4691.0,4709.3,2
30/3-7 S,4709.5,4719.0,3
30/3-7 S,4719.5,4734.1,4
30/3-7 S,4735.0,4740.3,5
30/3-7 S,4742.0,4754.5,6
30/3-7 S,4754.5,4758.35,7
30/3-7 S,4760.0,4770.7,8
30/3-7 S,4865.0,4871.4,9
30/3-9,3899.0,3900.0,1
30/3-A-1,2821.0,2837.2,1
30/3-A-1,2837.0,2864.5,2
30/3-A-1,2864.5,2919.43,3
30/3-A-1,2919.6,2959.1,4
30/3-A-1,3058.0,3112.75,5
30/3-A-10,3771.0,3821.12,1
30/3-A-10,3821.0,3874.75,2
30/3-A-10,3875.0,3922.2,3
30/3-A-10,4015.0,4042.5,4
30/3-A-11,3077.0,3130.0,1
30/3-A-11,3131.0,3185.75,2
30/3-A-11,3186.0,3209.0,3
30/3-A-11,3338.0,3383.0,4
30/3-A-12,4261.0,4288.0,1
30/3-A-12,4477.0,4504.6,2
30/3-A-13,4867.0,4886.7,1
30/3-A-15,4148.0,4176.88,1
30/3-A-15,4177.0,4231.0,2
30/3-A-15,4231.0,4260.85,3
30/3-A-15,4400.0,4434.82,4
30/3-A-16,4485.5,4507.0,1
30/3-A-16,4509.5,4528.0,2
30/3-A-17,4023.0,4049.3,1
