IC default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well attributes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CREATED,CREATED,,,,,,,CREATED,,,,,,,,,,,,,,,,,,,,CREATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Alternate 1,UWI number,Quadrant,Block,Operator,Licence number,Intent,Intent - planned,Well status,Well content,Status,Type,Subsea,SPUD date,Completion date,Field,Drill permit,Discovery name,Discovery wellbore,Bottom hole temperature [°C],Seismic line,Maximum inclination [°],KBE,Final vertical depth (TVD) [m RKB],Terminal depth,Water depth,Kick off point [m RKB],Oldest penetrated age,Oldest penetrated formation,Location,Country,Facility,Drilling facility type,Drilling facility category,Licensing activity awarded in,Multilateral,Entry year,Completed year,Reclassified from/to wellbore,Reentry activity,Plot symbol,1st level with HC formation,1st level with HC age,2nd level with HC formation,2nd level with HC age,3rd level with HC formation,3rd level with HC age,Drilling days,Reentry,Geodatum,Latitude,Longitude,Surface X,Surface Y,UTM zone,Grid system,DISKOS Well Type,DISKOS Wellbore Parent,Publication date,Release date,NPDID wellbore,NPDID discovery,NPDID field,NPDID drilling facility,NPDID wellbore reclassified from,NPDID production licence drilled in,Date main level updated,Date all updated,Date sync NPD
16/4-10,16/4-10,7731,16,4,Lundin Norway AS,544 ,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,2016-01-24,2016-03-07,,1589-L,,NO,0.0,LN120M02.Inline 2458.Crossline 1363,2.0,30.0,2668.0,2668.0,95.0,,EARLY TRIASSIC      ,SMITH BANK FM       ,NORTH SEA,NORWAY,ISLAND INNOVATOR,SEMISUB STEEL,MOVEABLE,TFO2009,NO,2016,2016,,,,,,,,                    ,                    ,45,NO,ED50,58.584186,2.172761,451899.85,6494197.58,31,ED50 / UTM zone 31N,initial             ,                                        ,2017-06-01,2016-11-17,7731,0,0,426940,0,17320260.0,2019-10-03,2019-10-03,09.02.2020
16/4-11,16/4-11,8353,16,4,Lundin Norway AS,359 ,APPRAISAL,APPRAISAL,P & A,OIL,P & A Oil,EXPLORATION, NO,2018-02-07,2018-04-01,SOLVEIG,1685-L,16/4-6 S Solveig,NO,,LN12M02R14 Inline 2810 Crossline 2122,,25.0,,2475.0,100.0,,PERMIAN             ,,NORTH SEA,NORWAY,COSLInnovator,SEMISUB STEEL,MOVEABLE,TFO2005,NO,2018,2018,,,,,TRIASSIC,,,,                    ,54,NO,ED50,58.671142,2.240361,455939.97,6503833.13,31,ED50 / UTM zone 31N,initial             ,                                        ,,2020-04-01,8353,23295901,34833011,413825,0,3810373.0,2020-02-04,,09.02.2020
16/5-1,16/5-1,189,16,5,Elf Petroleum Norge AS,007 ,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,1971-01-17,1971-02-08,,52-L,,NO,44.0, ,0.0,24.0,1943.0,1943.0,103.0,,PRE-DEVONIAN        ,BASEMENT            ,NORTH SEA,NORWAY,PENTAGONE 81,SEMISUB STEEL,MOVEABLE,1-A,NO,1971,1971,,,,,,,,                    ,                    ,23,NO,ED50,58.648239,2.494358,470652.69,6501144.01,31,ED50 / UTM zone 31N,initial             ,                                        ,2004-09-24,1973-02-08,189,0,0,288631,0,20812.0,2019-10-03,2019-10-03,09.02.2020
16/5-2 S,16/5-2,6720,16,5,Lundin Norway AS,501 ,APPRAISAL,APPRAISAL,P & A,OIL SHOWS,P & A Oil Shows,EXPLORATION, NO,2011-11-28,2012-01-28,JOHAN SVERDRUP,1376-L,16/2-6 Johan Sverdrup,NO,0.0,LN0902-R10-inline4980 & crossline 3210,9.8,25.0,2037.2,2042.0,111.0,,LATE TRIASSIC       ,SKAGERRAK FM        ,NORTH SEA,NORWAY,BREDFORD DOLPHIN,SEMISUB STEEL,MOVEABLE,TFO2008,NO,2011,2012,,,,,,,,                    ,                    ,62,NO,ED50,58.745431,2.632833,478748.94,6511913.92,31,ED50 / UTM zone 31N,initial             ,                                        ,2014-01-28,2014-01-28,6720,18387202,26376286,373521,0,5106314.0,2019-10-03,2019-10-03,09.02.2020
16/5-3,16/5-3,7123,16,5,Statoil Petroleum AS,502 ,APPRAISAL,APPRAISAL,P & A,OIL,P & A Oil,EXPLORATION, NO,2013-02-20,2013-03-20,JOHAN SVERDRUP,1417-L,16/2-6 Johan Sverdrup,NO,0.0,3D Survey:LN0902STR11 inline 4835 & xline 2875,1.14,22.0,1993.0,1993.0,108.0,,PERMIAN             ,ZECHSTEIN GP        ,NORTH SEA,NORWAY,OCEAN VANGUARD,SEMISUB STEEL,MOVEABLE,TFO2008,NO,2013,2013,,,,INTRA DRAUPNE FM SS,LATE JURASSIC,,,                    ,                    ,27,NO,ED50,58.731653,2.557956,474405.05,6510405.94,31,ED50 / UTM zone 31N,initial             ,                                        ,2015-05-20,2015-03-20,7123,18387202,26376286,287902,0,5106378.0,2019-10-03,2019-10-03,09.02.2020
16/5-4,16/5-4,7258,16,5,Lundin Norway AS,501 ,APPRAISAL,APPRAISAL,P & A,OIL,P & A Oil,EXPLORATION, NO,2013-08-23,2013-09-28,JOHAN SVERDRUP,1468-L,16/2-6 Johan Sverdrup,NO,0.0,LN0902R12- inline 5085 & crossline 2899,0.8,25.0,2100.0,2100.0,108.0,,TRIASSIC            ,SKAGERRAK FM        ,NORTH SEA,NORWAY,BREDFORD DOLPHIN,SEMISUB STEEL,MOVEABLE,TFO2008,NO,2013,2013,,,,INTRA DRAUPNE FM SS,LATE JURASSIC,,,                    ,                    ,35,NO,ED50,58.71305,2.598806,476757.9,6508319.66,31,ED50 / UTM zone 31N,initial             ,                                        ,2015-09-28,2015-09-28,7258,18387202,26376286,373521,0,5106314.0,2020-01-10,2020-01-10,09.02.2020
16/5-5,16/5-5,7285,16,5,Lundin Norway AS,410 ,APPRAISAL,APPRAISAL,P & A,SHOWS,P & A Shows,EXPLORATION, NO,2013-11-11,2013-12-29,SOLVEIG,1484-L,16/4-6 S Solveig,NO,0.0,LN0902-inline4757 & crossline 1611,1.0,25.0,2085.0,2085.0,100.0,,TRIASSIC            ,SKAGERRAK FM        ,NORTH SEA,NORWAY,BREDFORD DOLPHIN,SEMISUB STEEL,MOVEABLE,TFO2006,NO,2013,2013,,,,,,,,                    ,                    ,48,NO,ED50,58.640511,2.348456,462176.33,6500356.59,31,ED50 / UTM zone 31N,initial             ,                                        ,2015-12-29,2015-12-29,7285,23295901,34833011,373521,0,4237458.0,2019-10-03,2019-10-03,09.02.2020
16/5-6,16/5-6,7962,16,5,Tullow Oil Norge AS,776 ,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,2016-06-22,2016-07-10,,1624-L,,NO,0.0,TUN15M01 3D bin datasett: Inline reference: 12688 Croslline reference: between 12383 and 12384,0.9,31.0,2350.0,2350.0,98.0,,TRIASSIC            ,SKAGERRAK FM        ,NORTH SEA,NORWAY,BORGLAND DOLPHIN,SEMISUB STEEL,MOVEABLE,TFO2014,NO,2016,2016,,,,,,,,                    ,                    ,19,NO,ED50,58.544558,2.529306,472600.05,6489584.78,31,ED50 / UTM zone 31N,initial             ,                                        ,2018-07-10,2018-07-10,7962,0,0,297784,0,25610010.0,2019-10-03,2019-10-03,09.02.2020
16/5-7,16/5-7,8762,16,5,Equinor Energy AS,502 ,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,2019-06-12,2019-07-12,,1768-L,,NO,,3D inline 2141. crossline 3265-LN12M02R16,,40.0,,2028.0,106.0,,                    ,,NORTH SEA,NORWAY,TRANSOCEAN SPITSBERGEN,SEMISUB STEEL,MOVEABLE,TFO2008,NO,2019,2019,,,,,,,,,                    ,31,NO,ED50,58.703369,2.519114,472133.5,6507272.11,31,ED50 / UTM zone 31N,initial             ,                                        ,,2021-07-12,8762,0,0,404201,0,5106378.0,2020-01-30,,09.02.2020
16/5-8 S,16/5-8,8704,16,5,Lundin Norway AS,815 ,WILDCAT,WILDCAT,P & A,OIL,P & A Oil,EXPLORATION, NO,2019-07-08,2019-08-22,,1755-L,16/5-8 S (Goddo),YES,,LN12M02R16. Inline 2805 Xline 2924,,25.0,,2468.0,104.0,,                    ,,NORTH SEA,NORWAY,LEIV EIRIKSSON,SEMISUB STEEL,MOVEABLE,TFO2015,NO,2019,2019,,,,,,,,,                    ,46,NO,ED50,58.727033,2.35325,462547.56,6509987.84,31,ED50 / UTM zone 31N,initial             ,                                        ,,2021-08-22,8704,34949135,0,297865,0,27396030.0,2019-11-06,,09.02.2020
16/6-1,16/6-1,148,16,6,Elf Petroleum Norge AS,007 ,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,1967-11-07,1968-01-19,,9-L,,NO,65.0,LINE 0255 SP: 8910,0.0,28.0,2060.5,2060.5,117.0,,PRE-DEVONIAN        ,BASEMENT            ,NORTH SEA,NORWAY,OCEAN VIKING,SEMISUB STEEL,MOVEABLE,1-A,NO,1967,1968,,,,,,,,                    ,                    ,74,NO,ED50,58.701667,2.912222,494913.16,6506985.91,31,ED50 / UTM zone 31N,initial             ,                                        ,2004-09-24,1970-01-19,148,0,0,296407,0,20812.0,2019-10-03,2019-10-03,09.02.2020
16/7-1,16/7-1,146,16,7,Esso Exploration and Production Norway A/S,001 ,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,1967-08-11,1967-09-24,,6-L,,NO,91.0,C 287 (i)  SP: 185,36.0,26.0,2726.0,2781.0,80.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,NORWAY,OCEAN TRAVELER,SEMISUB STEEL,MOVEABLE,1-A,NO,1967,1967,,,,,,,,                    ,                    ,45,NO,ED50,58.33955,2.313878,459826.92,6466866.76,31,ED50 / UTM zone 31N,initial             ,                                        ,2004-09-24,1969-09-24,146,0,0,288496,0,20756.0,2019-10-03,2019-10-03,09.02.2020
16/7-2,16/7-2,40,16,7,Esso Exploration and Production Norway A/S,072 ,WILDCAT,WILDCAT,P & A,GAS,P & A Gas,EXPLORATION, NO,1982-01-11,1982-03-30,,314-L,16/7-2,YES,97.0,NH 8008 - 016  SP 1040,2.75,25.0,3146.0,3146.0,83.0,,EARLY PERMIAN       ,ROTLIEGEND GP       ,NORTH SEA,NORWAY,GLOMAR BISCAY II,SEMISUB STEEL,MOVEABLE,6,NO,1982,1982,,,,HEIMDAL FM,PALEOCENE,,,                    ,                    ,79,NO,ED50,58.474028,2.0342,443667.12,6482040.15,31,ED50 / UTM zone 31N,initial             ,                                        ,2006-12-14,1984-03-30,40,43952,0,288091,0,21372.0,2019-10-03,2019-10-03,09.02.2020
16/7-3,16/7-3,75,16,7,Esso Exploration and Production Norway A/S,072 ,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,1982-06-11,1982-07-27,,331-L,,NO,94.0,ST 8122 - 563  SP 738,0.0,25.0,3141.0,3141.0,85.0,,EARLY PERMIAN       ,ROTLIEGEND GP       ,NORTH SEA,NORWAY,GLOMAR BISCAY II,SEMISUB STEEL,MOVEABLE,6,NO,1982,1982,,,,,,,,                    ,                    ,47,NO,ED50,58.4061,2.135572,449482.48,6474396.59,31,ED50 / UTM zone 31N,initial             ,                                        ,2004-09-24,1984-07-27,75,0,0,288091,0,21372.0,2019-10-03,2019-10-03,09.02.2020
16/7-4,16/7-4,91,16,7,Esso Exploration and Production Norway A/S,072 ,WILDCAT,WILDCAT,P & A,GAS/CONDENSATE,P & A Gas Condensate,EXPLORATION, NO,1982-10-15,1982-12-06,SIGYN,347-L,16/7-4 Sigyn,YES,96.0,ST 8122-732  SP 317,2.25,25.0,2781.0,2781.0,78.0,,TRIASSIC            ,SKAGERRAK FM        ,NORTH SEA,NORWAY,GLOMAR BISCAY II,SEMISUB STEEL,MOVEABLE,6,NO,1982,1982,,,,INTRA DRAUPNE FM SS,LATE JURASSIC,SKAGERRAK FM,TRIASSIC,                    ,                    ,53,NO,ED50,58.286042,2.025019,442828.36,6461118.04,31,ED50 / UTM zone 31N,initial             ,                                        ,2007-04-02,1984-12-06,91,45625,1630100,288091,0,21372.0,2019-10-03,2019-10-03,09.02.2020
16/7-5,16/7-5,134,16,7,Esso Exploration and Production Norway A/S,072 ,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,1984-07-02,1984-08-03,,423-L,,NO,95.0,ST 8122 - 552  SP. 615.5,0.0,26.8,,2900.0,80.0,,TRIASSIC            ,SMITH BANK FM       ,NORTH SEA,NORWAY,ZAPATA UGLAND,SEMISUB STEEL,MOVEABLE,6,NO,1984,1984,,,,,,,,                    ,                    ,38,NO,ED50,58.35175,2.082267,446284.86,6468386.64,31,ED50 / UTM zone 31N,initial             ,                                        ,2008-08-15,1986-08-03,134,0,0,296731,0,21372.0,2019-10-03,2019-10-03,09.02.2020
16/7-6,16/7-6,3067,16,7,Esso Exploration and Production Norway A/S,072 ,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,1997-06-27,1997-07-24,,882-L,,NO,105.0,ES97-123 SP. 500-INLINE 1118 &CL 5664,2.38,25.0,2725.0,2725.0,78.0,,TRIASSIC            ,SKAGERRAK FM        ,NORTH SEA,NORWAY,STENA DEE,SEMISUB STEEL,MOVEABLE,6,NO,1997,1997,,,,,,,,                    ,                    ,28,NO,ED50,58.260897,2.043344,443863.11,6458303.16,31,ED50 / UTM zone 31N,initial             ,                                        ,2007-01-18,1999-07-24,3067,0,0,290980,0,21372.0,2019-10-03,2019-10-03,09.02.2020
16/7-7 S,16/7-7,3244,16,7,Esso Exploration and Production Norway A/S,072 ,WILDCAT,WILDCAT,P & A,OIL,P & A Oil,EXPLORATION, NO,1997-10-20,1997-12-29,SIGYN,913-L,16/7-7 S,YES,112.0,ES 9401- INLINE 1158 &  X-LINE 5820,39.0,25.0,2730.0,2994.0,78.0,,LATE TRIASSIC       ,SKAGERRAK FM        ,NORTH SEA,NORWAY,STENA DEE,SEMISUB STEEL,MOVEABLE,6,NO,1997,1997,,,,INTRA DRAUPNE FM SS,LATE JURASSIC,SKAGERRAK FM,LATE TRIASSIC,                    ,                    ,71,NO,ED50,58.285147,2.064169,445122.59,6460985.89,31,ED50 / UTM zone 31N,initial             ,                                        ,2007-01-18,1999-12-29,3244,45641,1630100,290980,0,21372.0,2019-10-03,2019-10-03,09.02.2020
16/7-8 S,16/7-8,4612,16,7,Esso Exploration and Production Norway A/S,072 B,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,2002-12-17,2003-01-19,,1043-L,,NO,104.0,Es9401 R99- inline 1039 & crossline6364,37.8,23.0,2645.3,2900.0,79.5,,TRIASSIC            ,SKAGERRAK FM        ,NORTH SEA,NORWAY,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,6,NO,2002,2003,,,,,,,,                    ,                    ,33,NO,ED50,58.339461,2.009764,442021.3,6467078.59,31,ED50 / UTM zone 31N,initial             ,                                        ,2005-02-11,2005-01-19,4612,0,0,287983,0,1630345.0,2019-10-03,2019-10-03,09.02.2020
16/7-9,16/7-9,6382,16,7,Lundin Norway AS,409 ,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,2010-12-05,2011-01-03,,1314-L,,NO,103.0,LN09M02-inline 36228 & crossline 123020,10.0,26.0,2665.0,2665.0,78.0,,LATE TRIASSIC       ,SMITH BANK FM       ,NORTH SEA,NORWAY,TRANSOCEAN WINNER,SEMISUB STEEL,MOVEABLE,TFO2006,NO,2010,2011,,,,,,,,                    ,                    ,30,NO,ED50,58.254858,2.290281,458345.93,6457451.59,31,ED50 / UTM zone 31N,initial             ,                                        ,2012-10-16,2012-10-16,6382,0,0,296326,0,4237470.0,2019-10-03,2019-10-03,09.02.2020
16/7-10,16/7-10,6607,16,7,Statoil Petroleum AS,569 ,WILDCAT,WILDCAT,P & A,GAS/CONDENSATE,P & A Gas Condensate,EXPLORATION, NO,2011-07-09,2011-09-13,,1359-L,16/7-10,YES,0.0,inline 4200/xline 4214,6.4,22.0,2513.0,2514.0,85.0,,LATE CRETACEOUS     ,TOR FM              ,NORTH SEA,NORWAY,OCEAN VANGUARD,SEMISUB STEEL,MOVEABLE,TFO2010,NO,2011,2011,,,,TY FM,EARLY PALEOCENE,,,                    ,                    ,67,NO,ED50,58.499044,2.025394,443193.93,6484832.9,31,ED50 / UTM zone 31N,initial             ,                                        ,2013-09-13,2013-09-13,6607,21060729,0,287902,0,20107876.0,2020-01-10,2020-01-10,09.02.2020
16/7-11,16/7-11,7750,16,7,Statoil Petroleum AS,072 F,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,2015-08-12,2015-09-04,,1567-L,,NO,0.0,ST09M13 inline 4400 & xline 3166,1.9,25.0,2650.0,2650.0,80.5,,LATE TRIASSIC       ,SKAGERRAK FM        ,NORTH SEA,NORWAY,SONGA TRYM,SEMISUB STEEL,MOVEABLE,6,NO,2015,2015,,,,,,,,                    ,                    ,24,NO,ED50,58.381375,2.068067,445499.44,6471696.43,31,ED50 / UTM zone 31N,initial             ,                                        ,2017-09-04,2017-09-04,7750,0,0,296164,0,26464459.0,2019-10-03,2019-10-03,09.02.2020
16/7-11 A,16/7-11,7772,16,7,Statoil Petroleum AS,072 F,WILDCAT,,WILL NEVER BE DRILLED,,,EXPLORATION, NO,,,,1594-L,,NO,,,,25.0,,,80.5,,                    ,,NORTH SEA,NORWAY,SONGA TRYM,SEMISUB STEEL,MOVEABLE,6,NO,0,0,,,,,,,,,                    ,0,NO,ED50,58.381375,2.068067,445499.44,6471696.43,31,ED50 / UTM zone 31N,sidetrack           ,16/7-11                                 ,,,7772,0,0,296164,0,26464459.0,2019-10-03,,09.02.2020
16/8-1,16/8-1,335,16,8,Conoco Norway Inc.,020 ,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,1976-09-25,1976-10-29,,166-L,,NO,88.0, ,2.5,25.0,,2301.0,81.0,,TRIASSIC            ,SMITH BANK FM       ,NORTH SEA,NORWAY,NORSKALD,SEMISUB STEEL,MOVEABLE,1-A,NO,1976,1976,,,,,,,,                    ,                    ,35,NO,ED50,58.456889,2.432444,466879.22,6479866.89,31,ED50 / UTM zone 31N,initial             ,                                        ,2004-09-24,1978-10-29,335,0,0,288091,0,20932.0,2019-10-03,2019-10-03,09.02.2020
16/8-2,16/8-2,234,16,8,BP Norway Limited U.A.,020 ,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,1980-04-03,1980-08-13,,246-L,,NO,110.0,CN 16-14 SP.84,4.5,30.0,3583.0,3585.0,72.5,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,NORWAY,SEDCO H,SEMISUB STEEL,MOVEABLE,1-A,NO,1980,1980,,,,,,,,                    ,                    ,133,NO,ED50,58.349947,2.41655,465848.41,6467967.71,31,ED50 / UTM zone 31N,initial             ,                                        ,2004-09-24,1982-08-13,234,0,0,288712,0,20932.0,2019-10-03,2019-10-03,09.02.2020
16/8-3 S,16/8-3,7115,16,8,Statoil Petroleum AS,360 ,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,2013-03-11,2013-05-01,,1434-L,,NO,109.0,inline 960 xline 2295 (3D survey : ST0611-BIN),13.3,25.0,3243.0,3261.0,72.0,,PERMIAN             ,ROTLIEGEND GP       ,NORTH SEA,NORWAY,SONGA TRYM,SEMISUB STEEL,MOVEABLE,TFO2005,NO,2013,2013,,,,,,,,                    ,                    ,52,NO,ED50,58.295389,2.581806,475483.63,6461821.09,31,ED50 / UTM zone 31N,initial             ,                                        ,2014-12-09,2014-12-09,7115,0,0,296164,0,3810387.0,2019-10-03,2019-10-03,09.02.2020
16/9-1,16/9-1,151,16,9,Esso Exploration and Production Norway A/S,002 ,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,1968-05-08,1968-07-12,,12-L,,NO,101.0,LINE  NS - 9 . SP.530,0.0,9.0,3655.0,3655.0,89.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,NORWAY,GLOMAR GRAND ISLE,VESSEL,MOVEABLE,1-A,NO,1968,1968,,,,,,,,                    ,                    ,66,NO,ED50,58.378189,2.804719,488578.52,6470980.8,31,ED50 / UTM zone 31N,initial             ,                                        ,2004-09-24,1970-07-12,151,0,0,288388,0,20772.0,2019-10-03,2019-10-03,09.02.2020
16/10-1,16/10-1,901,16,10,Norsk Agip AS,101 ,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,1986-05-25,1986-07-14,,515-L,,NO,123.0,ST 8315 - 303   SP. 946,0.0,25.0,3151.0,3151.0,84.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,NORWAY,DYVI STENA,SEMISUB STEEL,MOVEABLE,9,NO,1986,1986,,,,,,,,                    ,                    ,51,NO,ED50,58.056578,2.053903,444163.52,6435546.75,31,ED50 / UTM zone 31N,initial             ,                                        ,2004-02-27,1988-07-14,901,0,0,290980,0,21612.0,2019-10-03,2019-10-03,09.02.2020
16/10-2,16/10-2,1767,16,10,Norsk Agip AS,101 ,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,1991-06-20,1991-08-01,,685-L,,NO,117.0,NA85 - 6 &  SP. 910,4.6,25.0,3148.0,3150.0,79.0,,TRIASSIC            ,SKAGERRAK FM        ,NORTH SEA,NORWAY,BYFORD DOLPHIN,SEMISUB STEEL,MOVEABLE,9,NO,1991,1991,,,,,,,,                    ,                    ,43,NO,ED50,58.140717,2.037475,443327.64,6444927.85,31,ED50 / UTM zone 31N,initial             ,                                        ,2004-02-27,1993-08-01,1767,0,0,341331,0,21612.0,2019-10-03,2019-10-03,09.02.2020
16/10-3,16/10-3,2703,16,10,Norsk Agip AS,101 ,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,1996-10-22,1996-12-01,,856-L,,NO,103.0,ES 9401- INLINE 1782 &  CROSSLINE 5320,3.2,40.0,2849.0,2850.0,75.0,,TRIASSIC            ,SMITH BANK FM       ,NORTH SEA,NORWAY,TRANSOCEAN NORDIC,JACK-UP 3 LEGS,MOVEABLE,9,NO,1996,1996,,,,,,,,                    ,                    ,41,NO,ED50,58.221817,2.326194,460416.92,6453751.14,31,ED50 / UTM zone 31N,initial             ,                                        ,2003-10-31,1998-12-01,2703,0,0,296191,0,21612.0,2019-10-03,2019-10-03,09.02.2020
16/10-4,16/10-4,3531,16,10,Norsk Agip AS,101 ,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,1998-07-11,1998-08-10,,931-L,,NO,109.0,ES9401-inline 1486 & xline 4084,0.0,39.0,2580.0,2580.0,77.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,NORWAY,TRANSOCEAN NORDIC,JACK-UP 3 LEGS,MOVEABLE,9,NO,1998,1998,,,,,,,,                    ,                    ,32,NO,ED50,58.083211,2.199222,452774.85,6438401.0,31,ED50 / UTM zone 31N,initial             ,                                        ,2003-10-31,2000-08-10,3531,0,0,296191,0,21612.0,2019-10-03,2019-12-18,09.02.2020
16/10-5,16/10-5,7021,16,10,Talisman Energy Norge AS,568 ,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,2012-10-06,2012-11-27,,1414-L,,NO,0.0,inline1604 & xline 3075,2.2,43.22,3034.0,3034.0,83.5,,MIDDLE JURASSIC     ,BRYNE FM            ,NORTH SEA,NORWAY,MÆRSK GIANT,JACK-UP 3 LEGS,MOVEABLE,TFO2010,NO,2012,2012,,,,,,,,                    ,                    ,57,NO,ED50,58.000994,2.1321,448698.86,6429296.51,31,ED50 / UTM zone 31N,initial             ,                                        ,2015-06-02,2014-11-27,7021,0,0,278245,0,20088760.0,2019-10-03,2019-10-03,09.02.2020
16/11-1 S,16/11-1,112,16,11,Phillips Petroleum Company Norway,016 ,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,1967-07-14,1967-10-31,,4-L,,NO,100.0,16/11-B  SP:75.,16.0,27.0,3020.0,3050.0,67.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,NORWAY,OCEAN VIKING,SEMISUB STEEL,MOVEABLE,1-A,NO,1967,1967,,,,,,,,                    ,                    ,110,NO,ED50,58.067778,2.568889,474564.38,6436483.75,31,ED50 / UTM zone 31N,initial             ,                                        ,2004-09-24,1969-10-31,112,0,0,296407,0,20884.0,2019-10-03,2019-10-03,09.02.2020
16/11-2,16/11-2,336,16,11,Phillips Petroleum Company Norway,016 ,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,1973-06-16,1973-07-23,,86-L,,NO,0.0,LINE PS 5811,12.0,27.0,2372.0,2378.0,70.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,NORWAY,OCEAN VIKING,SEMISUB STEEL,MOVEABLE,1-A,NO,1973,1973,,,,,,,,                    ,                    ,38,NO,ED50,58.185333,2.469222,468787.06,6449614.03,31,ED50 / UTM zone 31N,initial             ,                                        ,2004-09-24,1975-07-23,336,0,0,296407,0,20884.0,2019-10-03,2019-10-03,09.02.2020
17/3-1,17/3-1,2576,17,3,Elf Petroleum Norge AS,188 ,WILDCAT,WILDCAT,P & A,GAS,P & A Gas,EXPLORATION, NO,1995-06-29,1995-08-20,,815-L,17/3-1,YES,98.0,EL 9401-222- SP 382 & GES 89-14 SP 508,3.19,25.0,2852.0,2852.0,273.0,,PRE-DEVONIAN        ,BASEMENT            ,NORTH SEA,NORWAY,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,14,NO,1995,1995,,,,SANDNES FM,MIDDLE JURASSIC,,,                    ,                    ,53,NO,ED50,58.917361,3.805925,546414.75,6531280.15,31,ED50 / UTM zone 31N,initial             ,                                        ,2002-09-24,1997-08-20,2576,43976,0,297028,0,22316.0,2019-10-03,2019-10-03,09.02.2020
17/4-1,17/4-1,153,17,4,Elf Petroleum Norge AS,007 ,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,1968-06-17,1968-08-26,,14-L,,NO,98.0,LINE 5836  SP. C1325.,0.0,27.0,,3997.0,105.0,,EARLY PERMIAN       ,ROTLIEGEND GP       ,NORTH SEA,NORWAY,OCEAN VIKING,SEMISUB STEEL,MOVEABLE,1-A,NO,1968,1968,,,,,,,,                    ,                    ,71,NO,ED50,58.598333,3.268056,515580.13,6495507.61,31,ED50 / UTM zone 31N,initial             ,                                        ,2004-09-24,1970-08-26,153,0,0,296407,0,20812.0,2019-10-03,2019-10-03,09.02.2020
17/6-1,17/6-1,6501,17,6,Norwegian Energy Company ASA,545 ,WILDCAT,WILDCAT,P & A,OIL SHOWS,P & A Oil Shows,EXPLORATION, NO,2011-01-05,2011-02-07,,1330-L,,NO,0.0,TA0701 xline 3007 & inline 1400,2.4,18.0,3064.0,3065.0,272.0,,LATE TRIASSIC       ,SKAGERRAK FM        ,NORTH SEA,NORWAY,WEST ALPHA,SEMISUB STEEL,MOVEABLE,TFO2009,NO,2011,2011,,,,,,,,                    ,                    ,34,NO,ED50,58.737628,3.926369,553627.98,6511357.46,31,ED50 / UTM zone 31N,initial             ,                                        ,2012-11-13,2012-11-13,6501,0,0,297514,0,17320282.0,2019-10-03,2019-10-03,09.02.2020
