Well,Test type,Bottle number,Top depth,Base depth,Fluid type,Test time ,Received date,NPDID wellbore
25/11-21 A,DST ,          ,0.0,0.0, ,1996-05-01 00:00:00,1996-08-19 00:00:00,2812
25/11-25 S,DST ,          ,0.0,0.0,CONDENSATE,,2011-03-10 00:00:00,5642
25/11-5,DST ,DST1      ,1750.0,1765.0, ,1974-04-30 00:00:00,1991-06-21 00:00:00,366
25/11-6,DST ,DST1      ,1725.0,1740.0, ,1978-09-21 00:00:00,1991-06-21 00:00:00,367
25/11-8,DST ,DST1      ,1720.0,1735.0, ,1979-09-11 13:00:00,1991-06-21 00:00:00,369
25/2-10 S,RFT ,RFT-5     ,2252.0,0.0, ,1986-02-14 00:00:00,1995-08-09 00:00:00,855
25/2-13,DST ,          ,2252.0,0.0, ,1986-02-14 00:00:00,1995-08-09 00:00:00,1459
25/2-13,DST ,DST2B     ,2706.0,2713.0, ,1989-12-20 00:00:00,,1459
25/2-13,DST ,DST3B     ,3396.96,0.0,WATER,1990-01-01 00:00:00,1995-08-09 00:00:00,1459
25/2-13,DST ,DST4      ,3403.0,3411.0,WATER,1990-01-07 15:43:00,1991-10-28 00:00:00,1459
25/2-13,DST ,DST5      ,3343.0,3382.0, ,1990-01-15 00:00:00,1991-10-28 00:00:00,1459
25/2-13,DST ,DST5      ,3343.0,3382.0, ,1990-01-15 00:00:00,1991-10-28 00:00:00,1459
25/2-13,DST ,DST5      ,3343.0,3382.0, ,1990-01-15 00:00:00,1991-10-28 00:00:00,1459
25/2-6,RFT ,          ,3561.0,0.0, ,,1995-08-09 00:00:00,358
25/2-6,RFT ,          ,3267.0,0.0, ,,1995-08-09 00:00:00,358
25/4-1,DST ,          ,0.0,0.0, ,,1995-08-09 00:00:00,359
25/4-5,DST ,TEST1     ,4154.0,4176.0, ,1981-03-15 00:00:00,1995-08-09 00:00:00,201
25/4-5,DST ,DST2      ,4065.0,4088.0, ,1981-03-09 00:00:00,1995-08-09 00:00:00,201
25/4-6 S,DST ,DST1      ,3802.0,3819.0, ,1991-08-14 00:00:00,1992-04-01 00:00:00,1703
25/4-7,MDT ,          ,2110.0,0.0,OIL,2003-04-14 04:35:00,2011-08-06 00:00:00,4716
25/4-8,DST ,          ,2120.0,0.0,OIL,,2003-06-16 00:00:00,4765
25/5-1,DST ,          ,0.0,0.0, ,,1991-10-28 00:00:00,884
25/5-1,DST ,DST3      ,3002.0,2987.0, ,,1991-10-28 00:00:00,884
25/5-1,DST ,DST3B     ,3002.0,2987.0, ,1987-07-31 00:00:00,1991-10-28 00:00:00,884
25/5-2,DST ,DST2      ,3196.0,3201.0, ,1989-06-27 00:00:00,1991-10-28 00:00:00,1346
25/5-3,DST ,DST1      ,2386.0,2405.0, ,1990-03-08 00:00:00,1991-10-28 00:00:00,1488
25/5-5,DST ,          ,2169.5,2158.8, ,1995-11-15 00:00:00,,2661
25/6-1,DST ,DST1      ,2277.0,2280.0,OIL,1986-01-30 00:00:00,1991-02-20 00:00:00,524
25/7-2,DST ,          ,4148.0,4273.0, ,1990-07-11 00:00:00,1991-07-22 00:00:00,1494
25/7-3,DST ,DST1      ,2107.4,2096.4,OIL,1995-08-22 02:00:00,1996-04-15 00:00:00,2623
25/7-5,DST ,DST1      ,2043.0,2052.0, ,1997-08-18 06:32:00,1997-08-28 00:00:00,3132
25/8-1,DST ,TEST1     ,1762.0,1755.0, ,1970-06-30 00:00:00,1991-06-21 00:00:00,173
25/8-11,DST ,DST 1     ,1910.0,1893.0, ,1997-11-15 00:00:00,1997-12-03 00:00:00,3209
25/8-5 S,DST ,DST1      ,2149.0,2118.0, ,1994-09-15 07:45:00,1994-09-26 00:00:00,2390
25/8-D-1 H,MDT ,          ,2145.0,0.0,OIL,2012-06-05 00:00:00,2012-10-01 00:00:00,6885
29/3-1,DST ,DST1B     ,3807.0,3810.0, ,1986-08-24 00:00:00,1990-11-30 00:00:00,904
29/3-1,DST ,DST2B     ,3725.0,3682.0, ,1986-09-02 00:00:00,1990-11-30 00:00:00,904
29/3-1,DST ,DST2C     ,3699.0,3682.0, ,1986-09-05 00:00:00,1990-11-30 00:00:00,904
3/7-2,RFT ,          ,2909.0,0.0,WATER,,1995-08-09 00:00:00,220
3/7-4,DST ,DST1A     ,3440.0,3537.0, ,1990-01-01 00:00:00,1991-03-06 00:00:00,1467
3/7-4,DST ,DST1B     ,3470.0,3440.0, ,1990-01-03 00:00:00,1991-03-06 00:00:00,1467
3/7-A-1 AH,DST ,PROD TEST ,4934.0,4254.0,CONDENSATE,2011-01-27 06:45:00,2011-01-30 00:00:00,6469
3/7-A-1 AH,DST ,          ,4394.0,4254.0,OIL,,2012-10-25 00:00:00,6469
3/7-A-1 AH,DST ,          ,4394.0,4254.0,OIL,,2012-10-25 00:00:00,6469
3/7-A-1 AH,DST ,          ,4394.0,4254.0,OIL,,2012-10-25 00:00:00,6469
3/7-A-1 AH,DST ,          ,4394.0,4254.0,OIL,,2012-10-25 00:00:00,6469
3/7-A-1 AH,DST ,          ,4394.0,4254.0,OIL,,2012-10-25 00:00:00,6469
3/7-A-1 AH,DST ,          ,4394.0,4254.0,OIL,,2012-10-25 00:00:00,6469
3/7-A-1 AH,DST ,          ,4394.0,4254.0,OIL,,2012-10-25 00:00:00,6469
3/7-A-1 AH,DST ,          ,4394.0,4254.0,OIL,,2012-10-25 00:00:00,6469
3/7-A-1 AH,DST ,          ,4394.0,4254.0,OIL,,2012-10-25 00:00:00,6469
3/7-A-1 AH,DST ,          ,4394.0,4254.0,OIL,,2012-10-25 00:00:00,6469
3/7-A-1 AH,DST ,          ,4394.0,4254.0,OIL,,2012-10-25 00:00:00,6469
3/7-A-1 AH,PROD,PROD TEST ,4934.0,4254.0,CONDENSATE,2011-01-29 01:58:00,2011-01-30 00:00:00,6469
30/11-10,MINI,          ,3590.3,0.0,OIL,,2015-04-24 00:00:00,7595
30/11-10,MINI,          ,3610.7,0.0,OIL,,2015-04-24 00:00:00,7595
30/11-10,MINI,          ,3896.7,0.0,OIL,,2015-04-24 00:00:00,7595
30/11-10,MINI,          ,3994.2,0.0,OIL,,2015-04-24 00:00:00,7595
30/11-10 A,MDT ,          ,3693.5,0.0,OIL,,2015-06-16 00:00:00,7602
30/11-10 A,MDT ,          ,3683.5,0.0,OIL,,2015-06-16 00:00:00,7602
30/11-10 A,MDT ,          ,3719.0,0.0,OIL,,2015-06-16 00:00:00,7602
30/11-11 S,DST ,          ,3299.5,0.0,OIL,,2016-08-04 00:00:00,7896
30/11-12 S,DST ,          ,0.0,0.0, ,,,7921
30/11-12 S,DST ,          ,3336.4,0.0,OIL,2016-09-02 00:00:00,2016-10-13 00:00:00,7921
30/11-12 S,DST ,          ,3420.0,0.0,OIL,2016-09-02 00:00:00,2016-10-13 00:00:00,7921
30/11-8 A,DST ,          ,3991.7,0.0,OIL,2011-02-17 00:00:00,2011-10-07 00:00:00,6611
30/11-8 A,DST ,          ,3948.9,0.0,OIL,2011-02-17 00:00:00,2011-10-07 00:00:00,6611
30/11-8 A,DST ,          ,3810.1,0.0,OIL,2011-02-17 00:00:00,2011-10-07 00:00:00,6611
30/11-8 S,DST ,          ,3555.0,0.0,OIL,,2011-08-29 00:00:00,6540
30/11-8 S,DST ,          ,0.0,3614.5,OIL,,2011-08-29 00:00:00,6540
30/11-8 S,DST ,          ,0.0,3614.5,OIL,,2011-08-29 00:00:00,6540
30/11-8 S,DST ,          ,0.0,3748.2,OIL,,2011-08-29 00:00:00,6540
30/11-8 S,DST ,          ,0.0,3748.22,OIL,,2011-08-29 00:00:00,6540
30/2-1,DST ,DST1      ,3785.0,3792.0, ,1982-09-23 00:00:00,1991-10-01 00:00:00,72
30/2-1,DST ,DST2      ,3761.0,3771.0, ,1982-09-30 15:45:00,1991-10-01 00:00:00,72
30/2-1,DST ,DST2B     ,0.0,0.0,OIL,1982-09-25 00:00:00,1991-10-01 00:00:00,72
30/2-1,DST ,DST3      ,3720.0,3728.0, ,1982-10-07 01:34:00,1991-10-01 00:00:00,72
30/2-2,DST ,TEST3     ,3935.0,3974.0, ,1985-04-23 00:00:00,1991-10-01 00:00:00,457
30/2-3,DST ,DST1      ,3895.0,0.0, ,1992-09-09 01:00:00,1992-10-12 00:00:00,1970
30/2-3,DST ,DST2      ,3874.0,0.0, ,1992-09-15 22:00:00,1992-10-12 00:00:00,1970
30/2-3,DST ,DST3      ,3794.0,0.0, ,1992-09-23 13:00:00,1992-10-12 00:00:00,1970
30/3-2,DST ,TEST1     ,2916.0,2923.0, ,1980-12-23 00:00:00,1991-10-01 00:00:00,203
30/3-2,DST ,TEST2C    ,2870.0,2874.0, ,1981-01-24 01:00:00,1991-10-01 00:00:00,203
30/3-4,DST ,TEST1     ,3079.0,3096.0, ,1985-05-01 00:00:00,1991-10-01 00:00:00,460
30/3-4,DST ,TEST3     ,2903.0,2923.0, ,1985-05-21 00:00:00,1991-10-01 00:00:00,460
30/3-4,DST ,TEST4     ,2866.0,2882.0,OIL,1985-05-24 00:00:00,1991-10-01 00:00:00,460
30/3-4,DST ,TEST5     ,2850.0,2857.0,OIL,1985-06-02 00:00:00,1991-11-05 00:00:00,460
30/3-9,DST ,          ,0.0,0.0,CONDENSATE,,2011-03-10 00:00:00,4053
30/3-A-1,DST ,          ,2876.5,0.0, ,,1991-11-05 00:00:00,1080
30/3-A-1,DST ,"TEST1,1   ",3234.0,3250.0, ,1987-09-08 03:00:00,1991-11-05 00:00:00,1080
30/3-A-1,DST ,TEST2     ,3071.0,3088.0, ,1987-09-14 00:00:00,1991-11-05 00:00:00,1080
30/3-A-13,DST ,PRODTEST  ,5028.5,5026.5, ,1992-06-01 07:25:00,1992-07-02 00:00:00,1925
30/3-A-14,DST ,          ,0.0,0.0, ,1993-01-27 00:00:00,1993-02-09 00:00:00,1943
30/3-A-2,DST ,          ,3498.0,0.0, ,,1991-11-05 00:00:00,1175
30/3-A-3,DST ,          ,3194.0,0.0, ,1988-07-12 12:34:00,1991-11-05 00:00:00,1209
30/3-A-4,DST ,          ,3580.0,0.0, ,1988-08-07 00:00:00,1991-11-05 00:00:00,1234
30/3-A-5,DST ,          ,0.0,0.0, ,,1991-11-05 00:00:00,1307
30/5-2,DST ,DST1B     ,3601.3,3627.8, ,1996-12-04 04:00:00,1996-12-17 00:00:00,2886
30/5-2,DST ,DST2      ,3529.0,3591.0, ,1996-12-10 22:12:00,1996-12-17 00:00:00,2886
30/6-1,DST ,DST1      ,2320.0,2330.0, ,1979-09-09 21:00:00,1980-01-01 00:00:00,380
30/6-1,DST ,DST2      ,2301.0,2305.0,CONDENSATE,1980-09-15 00:00:00,1980-01-01 00:00:00,380
30/6-10,DST ,RFT2      ,2467.5,0.0, ,,1991-02-28 00:00:00,92
30/6-10 A,DST ,TEST1     ,2600.0,2602.0, ,1983-02-07 00:00:00,1991-02-28 00:00:00,56
30/6-10 A,DST ,DST3      ,2446.0,2555.0, ,1983-02-18 00:00:00,1991-02-28 00:00:00,56
30/6-10 A,DST ,DST4      ,2480.0,2487.0, ,1983-02-22 00:00:00,1991-02-28 00:00:00,56
30/6-13,DST ,DST1      ,2640.0,2650.0, ,1983-04-27 00:00:00,1991-02-28 00:00:00,7
30/6-14,DST ,DST1A     ,2783.0,2788.0, ,1984-01-29 00:00:00,1991-02-28 00:00:00,53
30/6-15,DST ,DST2      ,3323.8,3330.4, ,1984-08-14 00:00:00,1991-02-28 00:00:00,110
30/6-15,DST ,DST3      ,3265.0,3250.0, ,1984-08-28 00:00:00,1991-02-28 00:00:00,110
30/6-16,DST ,DST1      ,2944.0,2920.0, ,1985-01-14 00:00:00,1991-02-28 00:00:00,333
30/6-16,DST ,DST2      ,2855.0,2868.0, ,1985-01-18 00:00:00,1991-02-28 00:00:00,333
30/6-17,DST ,          ,0.0,0.0, ,,,487
30/6-17 R,DST ,DST1      ,2401.0,2414.0, ,1986-10-28 00:00:00,1991-02-28 00:00:00,849
30/6-18,DST ,DST1A     ,3307.0,3324.0, ,1985-10-20 00:00:00,1991-02-28 00:00:00,488
30/6-19,DST ,DST1      ,2945.0,2954.0,OIL,1986-06-06 00:00:00,1991-02-28 00:00:00,489
30/6-19,DST ,DST2      ,2907.0,2932.3,OIL,1986-06-11 00:00:00,1991-02-28 00:00:00,489
30/6-19,DST ,DST3      ,2876.0,2784.0, ,1986-06-15 00:00:00,1991-02-28 00:00:00,489
30/6-2,DST ,DST1A     ,2212.0,2222.0,CONDENSATE,1979-12-01 00:00:00,1980-01-01 00:00:00,381
30/6-21,DST ,DST1      ,2645.5,2657.5, ,,1991-02-28 00:00:00,1037
30/6-22,DST ,DST1      ,2917.0,2936.0,OIL,1988-07-08 00:00:00,1991-02-28 00:00:00,1225
30/6-22,DST ,DST2      ,2908.75,2912.25,OIL,1988-07-07 00:00:00,1991-02-28 00:00:00,1225
30/6-23,DST ,          ,2860.0,2881.0, ,,,1545
30/6-23,DST ,DST2      ,2827.0,2853.0, ,1990-06-18 00:00:00,,1545
30/6-23,DST ,DST3      ,2803.0,2812.0, ,1990-06-21 17:16:00,,1545
30/6-28 S,MDT ,          ,2485.0,0.0,OIL,,2012-07-19 00:00:00,6768
30/6-3,DST ,TEST1     ,2476.0,2486.0,CONDENSATE,1980-02-18 00:00:00,1991-11-05 00:00:00,382
30/6-4,DST ,          ,0.0,0.0, ,,,383
30/6-4,DST ,DST 1     ,2655.0,2665.0, ,1981-04-25 20:15:00,1981-01-01 00:00:00,383
30/6-4,DST ,DST 2     ,2630.5,2638.0, ,1981-05-04 20:30:00,1981-01-01 00:00:00,383
30/6-9,DST ,DST5      ,2460.0,2463.0, ,1982-12-10 00:00:00,1991-02-28 00:00:00,83
30/6-C-8 D,MDT ,          ,0.0,0.0,OIL,,2015-08-07 00:00:00,7633
30/8-1 SR,DST ,TEST1B    ,4796.39,4700.0, ,1996-02-17 02:05:00,1996-05-15 00:00:00,2719
30/8-4 S,DST ,          ,0.0,0.0,OIL,2009-01-19 00:00:00,,5974
30/9-1,DST ,DST2A     ,2727.0,2733.0, ,1983-01-15 00:00:00,1991-02-28 00:00:00,65
30/9-1,DST ,DST3      ,2689.0,2692.0, ,1983-01-21 00:00:00,1991-02-28 00:00:00,65
30/9-10,DST ,DST1A     ,2757.0,2776.0, ,1990-12-10 00:00:00,1991-02-28 00:00:00,1514
30/9-10,DST ,DST1B     ,2779.7,2824.7, ,1990-12-10 00:00:00,1991-02-28 00:00:00,1514
30/9-13 S,DST ,TEST1     ,3086.5,3094.5,OIL,1991-09-14 14:00:00,1991-10-01 00:00:00,1811
30/9-13 S,DST ,TEST2     ,3023.9,3072.9, ,1991-09-29 15:00:00,1991-10-14 00:00:00,1811
30/9-13 S,DST ,DST3      ,2958.1,2986.1,CONDENSATE,1991-10-04 10:15:00,1991-10-14 00:00:00,1811
30/9-14,DST ,TEST2     ,3127.0,3084.0,OIL,1993-05-04 01:06:00,1993-05-26 00:00:00,2076
30/9-16,DST ,DST1      ,2753.0,2722.0,OIL,1994-04-23 06:45:00,,2361
30/9-16,DST ,DST2      ,2694.1,2685.1,OIL,1994-08-02 12:00:00,,2361
30/9-19 A,DST ,TEST1     ,3347.0,3363.0,OIL,1998-12-05 22:15:00,1999-01-19 00:00:00,3593
30/9-28 S,MDT ,          ,2928.3,0.0,OIL,,2016-08-17 00:00:00,7869
30/9-28 S,MDT ,          ,3654.0,0.0,OIL,,2016-08-17 00:00:00,7869
30/9-3,DST ,          ,0.0,0.0, ,,,55
30/9-3 A,DST ,DST1      ,2916.0,2910.0,OIL,1984-05-11 00:00:00,1991-02-28 00:00:00,102
30/9-4 S,DST ,DST1      ,3422.0,3416.0,OIL,1985-03-11 00:00:00,1991-02-28 00:00:00,452
30/9-4 S,DST ,DST2      ,3324.0,3311.0,CONDENSATE,1985-03-20 00:00:00,1991-02-28 00:00:00,452
30/9-6,DST ,DST1      ,2637.9,2645.5,OIL,1987-04-08 00:00:00,1991-02-28 00:00:00,1027
30/9-6,DST ,DST2      ,2591.5,2596.5,OIL,1987-04-12 00:00:00,1991-02-28 00:00:00,1027
30/9-7,DST ,TEST1     ,2811.0,2822.0, ,1989-01-01 00:00:00,1991-02-28 00:00:00,1306
30/9-8,DST ,DST2A     ,2837.0,2848.0, ,1989-09-19 00:00:00,1991-02-28 00:00:00,1421
30/9-8,DST ,DST2B     ,2825.0,2848.0, ,1989-09-21 00:00:00,1991-02-28 00:00:00,1421
30/9-9,DST ,TEST1     ,2394.4,2409.4,OIL,1989-10-26 00:00:00,1991-02-28 00:00:00,1442
30/9-9,DST ,          ,2294.6,2310.6, ,1989-10-31 00:00:00,1991-02-28 00:00:00,1442
31/2-11,DST ,          ,1576.0,1582.0, ,1983-05-08 00:00:00,1991-11-05 00:00:00,6
31/2-12,DST ,DST1      ,1428.0,1452.0,CONDENSATE,1983-07-30 00:00:00,1991-03-06 00:00:00,14
31/2-13 S,DST ,DST1      ,1801.0,1806.0,OIL,1984-03-03 00:00:00,1991-03-06 00:00:00,93
31/2-14,DST ,TEST-1    ,1590.0,1583.0,OIL,1984-06-10 00:00:00,1991-03-06 00:00:00,106
31/2-15,DST ,TEST1     ,1572.0,1584.0, ,1984-10-18 00:00:00,1991-03-06 00:00:00,439
31/2-2 R,DST ,          ,0.0,0.0, ,1980-07-02 00:00:00,1991-11-05 00:00:00,504
31/2-3,DST ,DST1      ,1577.0,1582.0,WATER,1980-06-06 20:00:00,1991-11-05 00:00:00,236
31/2-5 R2,DST ,          ,1591.0,1594.0,OIL,1984-04-13 00:02:00,1991-03-06 00:00:00,501
31/2-6,DST ,TEST1     ,1576.0,1579.0, ,1981-09-20 00:00:00,1991-03-06 00:00:00,399
31/2-6,DST ,TEST2     ,1518.0,1536.0, ,1981-10-06 00:00:00,1991-03-06 00:00:00,399
31/2-7,DST ,DST1      ,1584.0,1590.0, ,1982-06-06 00:00:00,1991-03-06 00:00:00,70
31/2-D-1 BY1H,MDT ,          ,0.0,0.0,WATER,2014-09-17 16:50:00,2014-10-17 00:00:00,5776
31/2-D-1 BY2H,MDT ,          ,0.0,0.0,WATER,2014-09-17 16:50:00,2014-10-17 00:00:00,5777
31/2-D-1 BY3H,MDT ,          ,0.0,0.0,WATER,2014-09-17 16:50:00,2014-10-17 00:00:00,5778
31/2-E-1 BY1H,MDT ,          ,0.0,0.0,WATER,2014-09-16 16:05:00,2014-10-17 00:00:00,5695
31/2-E-1 BY2H,MDT ,          ,0.0,0.0,WATER,2014-09-16 16:05:00,2014-10-17 00:00:00,5696
31/2-E-5 BY1H,MDT ,          ,0.0,0.0,WATER,2014-09-16 16:05:00,2014-10-17 00:00:00,7018
31/2-E-5 BY2H,MDT ,          ,0.0,0.0,WATER,2014-09-16 16:05:00,2014-10-17 00:00:00,7019
31/2-E-5 BY3H,MDT ,          ,0.0,0.0,WATER,2014-09-16 16:05:00,2014-10-17 00:00:00,7020
31/2-F-4 BY1H,MDT ,          ,0.0,0.0,WATER,2014-09-14 10:50:00,2014-10-17 00:00:00,7267
31/2-F-4 BY2H,MDT ,          ,0.0,0.0,WATER,2014-09-14 10:50:00,2014-10-17 00:00:00,7268
31/2-F-4 BY3H,MDT ,          ,0.0,0.0,WATER,2014-09-14 10:50:00,2014-10-17 00:00:00,7269
31/2-G-3 AY1H,MDT ,          ,0.0,0.0,WATER,2014-10-14 09:50:00,2014-11-25 00:00:00,6512
31/2-G-3 AY2H,MDT ,          ,0.0,0.0,WATER,2014-10-14 09:50:00,2014-11-25 00:00:00,6513
31/2-G-3 AY3H,MDT ,          ,0.0,0.0,WATER,2014-10-14 09:50:00,2014-11-25 00:00:00,6514
31/2-K-11 Y1H,MDT ,          ,0.0,0.0,WATER,2014-10-14 09:45:00,2014-11-25 00:00:00,4802
31/2-K-11 Y2H,MDT ,          ,0.0,0.0,WATER,2014-10-14 09:45:00,2014-11-25 00:00:00,4803
31/2-K-11 Y3H,MDT ,          ,0.0,0.0,WATER,2014-10-14 09:45:00,2014-11-25 00:00:00,4804
31/2-K-12 BY1H,MDT ,          ,0.0,0.0,WATER,2014-10-14 09:45:00,2014-11-25 00:00:00,6596
31/2-K-12 BY2H,MDT ,          ,0.0,0.0,WATER,2014-10-14 09:45:00,2014-11-25 00:00:00,6597
31/2-K-13 BY1H,MDT ,          ,0.0,0.0,WATER,2014-09-10 17:40:00,2014-10-17 00:00:00,6961
31/2-K-13 BY2H,MDT ,          ,0.0,0.0,WATER,2014-09-10 17:40:00,2014-10-17 00:00:00,6962
31/2-K-13 BY3H,MDT ,          ,0.0,0.0,WATER,2014-09-10 17:40:00,2014-10-17 00:00:00,6963
31/2-K-14 BY1H,MDT ,          ,0.0,0.0,WATER,2014-10-14 09:45:00,2014-11-25 00:00:00,6797
31/2-K-14 BY2H,MDT ,          ,0.0,0.0,WATER,2014-10-14 09:45:00,2014-11-25 00:00:00,6798
31/2-K-22 BY1H,MDT ,          ,0.0,0.0,WATER,2014-09-10 17:40:00,2014-10-17 00:00:00,7157
31/2-K-22 BY2H,MDT ,          ,0.0,0.0,WATER,2014-09-10 17:40:00,2014-10-17 00:00:00,7158
31/2-K-23 BY1H,MDT ,          ,0.0,0.0,WATER,2014-09-10 17:40:00,2014-10-17 00:00:00,6987
31/2-K-23 BY2H,MDT ,          ,0.0,0.0,WATER,2014-09-10 17:40:00,2014-10-17 00:00:00,6988
31/2-L-12 Y1H,MDT ,          ,0.0,0.0,WATER,2014-11-03 00:00:00,2014-11-25 00:00:00,4706
31/2-L-12 Y2H,MDT ,          ,0.0,0.0,WATER,2014-11-03 00:00:00,2014-11-25 00:00:00,4707
31/2-L-24 BY1H,MDT ,          ,0.0,0.0,WATER,2014-11-03 00:00:00,2014-11-25 00:00:00,7162
31/2-L-24 BY2H,MDT ,          ,0.0,0.0,WATER,2014-11-03 00:00:00,2014-11-25 00:00:00,7163
31/2-L-24 BY3H,MDT ,          ,0.0,0.0,WATER,2014-11-03 00:00:00,2014-11-25 00:00:00,7164
31/2-M-13 AY1H,MDT ,          ,0.0,0.0,WATER,2014-09-18 22:15:00,2014-10-03 00:00:00,7327
31/2-M-13 AY2H,MDT ,          ,0.0,0.0,WATER,2014-09-18 22:15:00,2014-10-03 00:00:00,7328
31/2-M-13 AY3H,MDT ,          ,0.0,0.0,WATER,2014-09-18 22:15:00,2014-10-03 00:00:00,7329
31/2-M-23 BY1H,MDT ,          ,0.0,0.0,WATER,2014-09-19 08:10:00,2014-10-03 00:00:00,7287
31/2-M-23 BY2H,MDT ,          ,0.0,0.0,WATER,2014-09-19 08:10:00,2014-10-03 00:00:00,7288
31/2-N-13 AY1H,MDT ,          ,0.0,0.0,WATER,2014-12-24 16:30:00,2015-01-06 00:00:00,6743
31/2-N-13 AY2H,MDT ,          ,0.0,0.0,WATER,2014-12-24 16:30:00,2015-01-06 00:00:00,6744
31/2-N-14 BY1H,MDT ,          ,0.0,0.0,WATER,2014-12-24 16:30:00,2015-01-06 00:00:00,7088
31/2-N-14 BY2H,MDT ,          ,0.0,0.0,WATER,2014-12-24 16:30:00,2015-01-06 00:00:00,7089
31/2-N-14 BY3H,MDT ,          ,0.0,0.0,WATER,2014-12-24 16:30:00,2015-01-06 00:00:00,7090
31/2-N-21 AY1H,MDT ,          ,0.0,0.0,WATER,2014-09-16 11:10:00,2014-10-03 00:00:00,7494
31/2-N-21 AY2H,MDT ,          ,0.0,0.0,WATER,2014-09-16 11:10:00,2014-10-03 00:00:00,7495
31/2-N-21 AY3H,MDT ,          ,0.0,0.0,WATER,2014-09-16 11:10:00,2014-10-03 00:00:00,7496
31/2-N-21 AY4H,MDT ,          ,0.0,0.0,WATER,2014-09-16 11:10:00,2014-10-03 00:00:00,7497
31/2-N-21 AY5H,MDT ,          ,0.0,0.0,WATER,2014-09-16 11:10:00,2014-10-03 00:00:00,7498
31/2-O-11 AY1H,MDT ,          ,0.0,0.0,WATER,2014-12-23 13:40:00,2015-01-06 00:00:00,5822
31/2-O-11 AY2H,MDT ,          ,0.0,0.0,WATER,2014-12-23 13:40:00,2015-01-06 00:00:00,5823
31/2-O-13 BY1H,MDT ,          ,0.0,0.0,WATER,2014-12-23 00:00:00,2015-01-06 00:00:00,5249
31/2-O-13 BY2H,MDT ,          ,0.0,0.0,WATER,2014-12-23 13:40:00,2015-01-06 00:00:00,5250
31/2-O-25 Y1H,MDT ,          ,0.0,0.0,WATER,2014-12-05 08:25:00,2015-01-06 00:00:00,6302
31/2-O-25 Y2H,MDT ,          ,0.0,0.0,WATER,2014-12-05 08:25:00,2015-01-06 00:00:00,6850
31/2-P-13 BY1H,MDT ,          ,0.0,0.0,WATER,2015-03-28 13:30:00,2015-04-08 00:00:00,6365
31/2-P-13 BY2H,MDT ,          ,0.0,0.0,WATER,2015-03-28 13:30:00,2015-04-08 00:00:00,6366
31/2-P-24 BY1H,MDT ,          ,0.0,0.0,WATER,2014-10-03 08:25:00,2014-10-20 00:00:00,6995
31/2-P-24 BY2H,MDT ,          ,0.0,0.0,WATER,2014-10-03 08:25:00,2014-10-20 00:00:00,6996
31/2-P-24 BY3H,MDT ,          ,0.0,0.0,WATER,2014-10-03 08:25:00,2014-10-20 00:00:00,6997
31/2-Q-13 BY1H,MDT ,          ,0.0,0.0,WATER,2015-03-23 09:40:00,2015-04-07 00:00:00,7562
31/2-Q-13 BY2H,MDT ,          ,0.0,0.0,WATER,2015-03-23 09:40:00,2015-04-07 00:00:00,7563
31/2-Q-13 BY3H,MDT ,          ,0.0,0.0,WATER,2015-03-23 00:00:00,2015-04-07 00:00:00,7564
31/2-Q-13 BY4H,MDT ,          ,0.0,0.0,WATER,2015-03-23 09:40:00,2015-04-07 00:00:00,7565
31/2-S-14 BY1H,MDT ,          ,0.0,0.0,WATER,2015-03-29 13:15:00,2015-04-08 00:00:00,6566
31/2-S-14 BY2H,MDT ,          ,0.0,0.0,WATER,2015-03-29 13:15:00,2015-04-08 00:00:00,6567
31/2-X-13 AY1H,MDT ,          ,0.0,0.0,WATER,2014-09-18 10:00:00,2014-10-03 00:00:00,7339
31/2-X-13 AY2H,MDT ,          ,0.0,0.0,WATER,2014-09-18 10:00:00,2014-10-03 00:00:00,7340
31/2-X-13 AY3H,MDT ,          ,0.0,0.0,WATER,2014-09-18 10:00:00,2014-10-03 00:00:00,7341
31/2-X-13 AY4H,MDT ,          ,0.0,0.0,WATER,2014-09-18 10:00:00,2014-10-03 00:00:00,7342
31/2-X-21 AY1H,MDT ,          ,0.0,0.0,WATER,2014-12-22 08:50:00,2014-01-06 00:00:00,7170
31/2-X-21 AY2H,MDT ,          ,0.0,0.0,WATER,2014-12-22 08:50:00,2015-01-06 00:00:00,7171
31/2-X-24 AH,MDT ,          ,0.0,0.0,WATER,2014-12-22 08:50:00,2015-01-06 00:00:00,4230
31/2-Y-14 BY1H,MDT ,          ,0.0,0.0,WATER,2014-11-19 18:10:00,2014-11-25 00:00:00,7482
31/2-Y-14 BY2H,MDT ,          ,0.0,0.0,WATER,2014-11-19 18:10:00,2014-11-25 00:00:00,7483
31/2-Y-14 BY3H,MDT ,          ,0.0,0.0,WATER,2014-11-19 18:10:00,2014-11-25 00:00:00,7484
31/2-Y-23 CY1H,MDT ,          ,0.0,0.0,WATER,2014-12-20 09:55:00,2015-01-06 00:00:00,6402
31/2-Y-23 CY2H,MDT ,          ,0.0,0.0,WATER,2014-12-20 09:55:00,2014-01-06 00:00:00,6403
31/2-Y-24 BY1H,MDT ,          ,0.0,0.0,WATER,2014-12-20 09:55:00,2015-01-06 00:00:00,6789
31/2-Y-24 BY2H,MDT ,          ,0.0,0.0,WATER,2014-12-20 09:55:00,2015-01-06 00:00:00,6790
31/3-1,DST ,TEST1     ,1519.0,1529.0,OIL,1983-09-22 14:50:00,1991-11-05 00:00:00,20
