Well,NPDID wellbore,Top depth,Base depth,Legend
1/2-1,1382,3111.4,3111.52,1
1/2-1,1382,3113.84,3119.02,2
1/2-1,1382,3126.03,3135.17,4
1/2-1,1382,3135.17,3157.12,5
1/2-1,1382,3157.12,3159.13,6
1/2-1,1382,3160.17,3163.09,7
1/2-1,1382,3160.17,3168.49,8
1/2-2,5192,3141.5,3186.4,1
1/3-1,154,3403.4,3422.6,1
1/3-10,5614,3159.0,3231.84,1
1/3-11,5806,3288.0,3298.41,1
1/3-11,5806,3300.0,3320.45,2
1/3-11,5806,3320.6,3354.72,3
1/3-11,5806,3398.9,3411.91,4
1/3-11,5806,3412.8,3428.54,5
1/3-12 S,6260,5876.0,5884.43,1
1/3-2,165,3589.02,3589.32,1
1/3-3,87,4129.0,4147.4,1
1/3-3,87,4181.0,4199.2,2
1/3-3,87,4199.2,4213.0,3
1/3-3,87,4213.0,4231.0,4
1/3-3,87,4231.0,4234.5,5
1/3-3,87,4234.5,4247.5,6
1/3-4,2,2780.0,2788.8,1
1/3-4,2,2817.0,2818.1,2
1/3-5,223,4805.0,4814.02,1
1/3-6,1521,2921.0,2928.5,1
1/3-7,2505,3164.0,3181.7,1
1/3-7,2505,3188.0,3204.7,2
1/3-7,2505,3205.0,3223.3,3
1/3-7,2505,3224.0,3245.8,4
1/3-8,2829,5024.0,5039.07,1
1/3-9 S,3362,4273.0,4322.7,1
1/3-9 S,3362,4323.0,4378.12,2
1/6-1,239,3177.54,3189.12,1
1/6-1,239,4604.31,4609.49,2
1/6-2,240,3226.25,3241.12,1
1/6-3,241,3123.29,3141.57,1
1/6-3,241,3136.39,3149.19,10
1/6-3,241,3150.41,3161.69,11
1/6-3,241,3156.81,3180.59,2
1/6-3,241,3180.59,3198.88,3
1/6-3,241,3198.88,3225.09,4
1/6-3,241,3225.09,3250.69,5
1/6-3,241,3250.69,3264.1,6
1/6-3,241,3264.1,3289.71,7
1/6-3,241,3289.71,3317.14,8
1/6-3,241,3317.14,3343.05,9
1/6-5,1508,1725.0,1728.9,1
1/6-5,1508,1742.5,1751.1,2
1/6-6,1839,5555.0,5565.0,1
1/6-7,1928,3295.0,3313.8,1
1/6-7,1928,4754.0,4772.0,2
1/6-7,1928,4773.0,4800.6,3
1/6-A-10,530,3118.71,3130.91,1
1/6-A-10,530,3271.11,3282.7,10
1/6-A-10,530,3282.7,3290.93,11
1/6-A-10,530,3300.98,3303.09,12
1/6-A-10,530,3541.78,3552.14,13
1/6-A-10,530,3573.48,3582.8,14
1/6-A-10,530,3584.75,3590.97,15
1/6-A-10,530,3592.07,3600.69,16
1/6-A-10,530,3601.52,3607.34,17
1/6-A-10,530,3132.43,3145.84,2
1/6-A-10,530,3146.15,3163.21,3
1/6-A-10,530,3163.21,3166.45,4
1/6-A-10,530,3166.57,3185.04,5
1/6-A-10,530,3184.86,3199.03,6
1/6-A-10,530,3198.88,3216.25,7
1/6-A-10,530,3217.16,3224.36,8
1/6-A-10,530,3258.92,32709.31,9
1/6-A-7,903,3404.31,3408.88,1
1/6-A-7,903,3410.1,3419.25,2
1/6-A-7,903,3448.81,3457.96,3
1/6-A-7,903,3457.96,3449.42,4
1/6-A-7,903,3484.17,3485.39,5
1/6-A-7,903,3493.01,3500.32,6
1/6-A-7,903,3501.85,3509.16,7
1/6-A-7,903,3538.73,3542.39,8
1/9-1,243,3048.0,3057.2,1
1/9-1,243,3198.3,3216.9,10
1/9-1,243,3216.9,3234.06,11
1/9-1,243,3327.2,3335.3,12
1/9-1,243,3057.2,3075.8,2
1/9-1,243,3075.8,3094.0,3
1/9-1,243,3094.0,3105.3,4
1/9-1,243,3105.3,3123.9,5
1/9-1,243,3123.9,3142.56,6
1/9-1,243,3142.5,3160.0,7
1/9-1,243,3161.0,3179.6,8
1/9-1,243,3179.6,3197.6,9
1/9-2,244,3130.9,3148.78,1
1/9-2,244,3149.1,3167.08,2
1/9-2,244,3167.4,3185.73,3
1/9-2,244,3185.73,3201.05,4
1/9-2,244,3201.05,3219.55,5
1/9-3 R,246,3053.0,3065.3,1
1/9-3 R,246,3066.7,3082.58,2
1/9-3 R,246,3105.27,3123.47,3
1/9-3 R,246,3164.63,3170.45,4
1/9-3 R,246,3175.15,3178.7,5
1/9-3 R,246,3191.79,3207.64,6
1/9-3 R,246,3208.26,3214.06,7
1/9-3 R,246,3214.94,3233.44,8
1/9-4,247,3122.75,3141.2,1
1/9-4,247,3141.2,3159.5,2
1/9-4,247,3159.5,3173.5,3
1/9-4,247,3173.5,3191.8,4
1/9-4,247,3191.8,3210.1,5
1/9-4,247,3210.1,3218.6,6
1/9-4,247,3219.9,3238.0,7
1/9-4,247,3238.2,3256.5,8
1/9-4,247,3256.5,3273.8,9
1/9-5,248,3215.7,3234.0,1
1/9-6 S,44,3415.7,3426.3,1
1/9-6 S,44,3556.5,3573.5,10
1/9-6 S,44,3575.04,3584.44,11
1/9-6 S,44,3584.79,3597.49,12
1/9-6 S,44,3598.0,3615.84,13
1/9-6 S,44,3618.1,3618.7,14
1/9-6 S,44,3427.0,3444.4,2
1/9-6 S,44,3445.0,3457.0,3
1/9-6 S,44,3463.55,3481.1,4
1/9-6 S,44,3481.7,3499.5,5
1/9-6 S,44,3500.9,3517.8,6
1/9-6 S,44,3518.7,3530.0,7
1/9-6 S,44,3530.5,3534.25,8
1/9-6 S,44,3537.86,3555.0,9
1/9-7,4652,3104.4,3107.0,1
1/9-7,4652,3107.0,3135.35,2
1/9-A-1 H,1006,3226.0,3244.1,1
1/9-A-1 H,1006,3277.0,3288.5,2
1/9-A-1 H,1006,3291.5,3319.06,3
1/9-A-1 H,1006,3319.0,3346.3,4
1/9-A-1 H,1006,3346.5,3374.0,5
1/9-A-1 H,1006,3374.2,3382.1,6
1/9-A-3 H,1021,3089.0,3107.38,1
1/9-A-4 H,1035,3353.0,3380.92,1
10/1-A-8,543,563.27,564.79,1
10/1-A-8,543,566.01,568.76,2
10/1-A-8,543,568.76,569.06,3
10/7-1,1972,1561.0,1565.2,1
15/12-1,94,2612.14,2614.57,1
15/12-1,94,2614.88,2624.63,2
15/12-1,94,2634.08,2651.15,3
15/12-1,94,3067.2,3073.3,4
15/12-1,94,3125.72,3143.71,5
15/12-1,94,3143.71,3151.94,6
15/12-1,94,3154.68,3172.66,7
15/12-1,94,3172.66,3181.5,8
15/12-10 S,2285,3427.0,3446.6,1
15/12-11 S,3074,2724.0,2724.5,1
15/12-11 S,3074,3400.0,3418.56,2
15/12-12,3391,2864.0,2892.0,1
15/12-12,3391,2892.0,2920.0,2
15/12-12,3391,2920.0,2948.0,3
15/12-12,3391,2948.0,2974.7,4
15/12-12,3391,2976.0,2984.2,5
15/12-12,3391,2986.0,2997.7,6
15/12-19,5705,2975.0,3002.5,1
15/12-19,5705,3002.5,3066.86,2
15/12-19,5705,3067.1,3131.56,3
15/12-2,331,2823.0,2835.4,1
15/12-20 S,5824,3815.0,3841.24,1
15/12-20 S,5824,3843.0,3897.85,2
15/12-21,6047,3054.0,3088.2,1
15/12-21,6047,3113.0,3167.06,2
15/12-23,6327,3187.0,3241.5,1
15/12-23,6327,3241.5,3295.84,2
15/12-23 A,6404,4614.5,4663.5,1
15/12-23 A,6404,4664.0,4701.8,2
15/12-23 A,6404,4701.2,4740.1,3
15/12-3,199,3256.0,3263.3,1
15/12-3,199,4424.0,4432.93,2
15/12-4,438,2439.0,2449.0,1
15/12-4,438,2494.5,2498.66,2
15/12-4,438,2499.0,2513.6,3
15/12-4,438,2902.0,2919.7,4
15/12-5,113,2892.0,2904.0,1
15/12-5,113,2910.5,2938.5,2
15/12-5,113,2939.0,2967.0,3
15/12-6 S,1524,2838.0,2864.55,1
15/12-6 S,1524,2865.0,2891.82,2
15/12-6 S,1524,2892.0,2907.85,3
15/12-6 S,1524,2910.0,2937.4,4
15/12-6 S,1524,2937.55,2953.0,5
15/12-6 S,1524,2953.0,2964.4,6
15/12-6 S,1524,2980.0,2988.3,7
15/12-7 S,1680,3028.0,3053.5,1
15/12-8 A,1835,2841.0,2847.4,1
15/12-8 A,1835,2847.4,2874.85,2
15/12-8 A,1835,2874.85,2902.0,3
15/12-9 S,1978,3389.0,3416.0,1
15/12-9 S,1978,3416.0,3443.63,2
15/12-9 S,1978,3443.63,3471.0,3
15/12-9 S,1978,3471.27,3499.0,4
15/12-9 S,1978,3499.1,3527.0,5
15/12-9 S,1978,3527.3,3555.0,6
15/12-9 S,1978,3652.0,3670.5,7
15/12-A-14,3292,3785.0,3820.62,1
15/12-A-14,3292,3822.0,3865.15,2
15/12-A-14,3292,3868.0,3914.5,3
15/12-A-14,3292,3914.0,3959.72,4
15/12-A-5,3291,3483.0,3495.0,1
15/12-A-5,3291,3497.0,3524.0,2
15/12-A-5,3291,3524.0,3578.7,3
15/12-A-5,3291,3579.0,3633.5,4
15/12-A-5,3291,3634.0,3688.5,5
15/12-A-8,3221,3135.0,3161.8,1
15/12-A-8,3221,3162.0,3190.0,2
15/12-A-8,3221,3190.0,3222.15,3
15/12-A-8,3221,3223.0,3237.25,4
15/12-A-8,3221,3237.25,3239.0,5
15/12-A-8,3221,3241.0,3254.2,6
15/2-1,308,4368.0,4369.75,1
15/2-1,308,4369.75,4389.98,2
15/3-1 S,309,3947.0,3950.5,1
15/3-1 S,309,4083.0,4090.5,2
15/3-1 S,309,4141.0,4150.0,3
15/3-1 S,309,4991.0,4993.3,4
15/3-2 R,311,4402.0,4403.78,1
15/3-2 R,311,4406.0,4407.75,2
15/3-2 R,311,4565.0,4575.0,3
15/3-2 R,311,4656.0,4662.0,4
15/3-3,313,4262.0,4268.48,1
15/3-3,313,4274.0,4287.0,2
15/3-3,313,4287.5,4307.9,3
15/3-3,313,4547.0,4562.0,4
15/3-3,313,4851.0,4860.0,5
15/3-3,313,4995.0,5004.0,6
15/3-4,314,1678.0,1683.0,1
15/3-4,314,3792.0,3795.62,2
15/3-4,314,3796.09,3805.98,3
15/3-4,314,3805.98,3821.13,4
15/3-4,314,3821.0,3839.27,5
15/3-6,3250,2140.0,2158.1,1
15/3-6,3250,2158.1,2175.7,2
15/3-6,3250,2278.0,2297.74,3
15/3-7,4055,4609.0,4615.67,1
15/3-7,4055,4616.6,4617.5,2
15/3-7,4055,4620.5,4633.6,3
15/3-7,4055,4643.0,4668.76,4
15/3-8,5175,4167.0,4179.62,1
15/3-8,5175,4179.63,4200.46,2
15/3-8,5175,4202.0,4238.5,3
15/3-8,5175,4238.5,4275.2,4
15/3-8,5175,4275.2,4302.47,5
15/3-8,5175,4478.5,4492.45,6
15/3-8,5175,4494.0,4505.06,7
15/3-9,6354,4124.0,4147.0,1
15/3-9,6354,4482.0,4514.17,2
15/3-A-5,6705,4729.0,4738.8,1
15/3-A-5,6705,4739.0,4768.66,2
15/3-A-5,6705,4770.0,4788.3,3
15/3-A-5,6705,5045.0,5056.8,4
15/3-A-5,6705,5061.4,5085.35,5
15/3-A-5,6705,5089.0,5103.3,6
15/5-1,315,3561.0,3577.89,1
15/5-1,315,3578.5,3590.21,2
15/5-1,315,3591.1,3600.43,3
15/5-1,315,3609.0,3619.95,4
15/5-1,315,3623.0,3624.5,5
15/5-2,316,4013.6,4018.75,1
15/5-2,316,4032.5,4042.3,2
15/5-3,207,3815.0,3826.15,1
15/5-3,207,5038.0,5041.74,2
15/5-4,1762,2106.0,2124.77,1
15/5-4,1762,2124.0,2129.0,2
15/5-4,1762,2129.0,2132.0,3
15/5-4,1762,2132.0,2145.9,4
15/5-5,2635,2157.0,2175.5,1
15/5-5,2635,2175.5,2177.9,2
15/5-5,2635,2181.5,2198.2,3
15/5-6,3113,2180.0,2202.25,1
15/5-7,5842,3826.0,3880.5,1
15/5-7,5842,3880.5,3927.43,2
15/5-7,5842,3927.43,3939.98,3
15/6-11 A,6526,4148.0,4180.97,1
15/6-13,7667,3466.0,3482.0,1
15/6-13,7667,3482.0,3495.29,2
15/6-2,317,2236.01,2242.11,1
15/6-2,317,2336.6,2337.82,2
15/6-2,317,2695.35,2697.18,3
15/6-2 R,517,3576.83,3591.46,1
15/6-2 R,517,3591.46,3603.35,2
15/6-2 R,517,3603.65,3617.98,3
15/6-2 R,517,3617.98,3626.51,4
15/6-2 R,517,3626.51,3641.14,5
15/6-3,318,3512.21,3521.05,1
15/6-3,318,3632.61,3650.89,10
15/6-3,318,3521.35,3531.11,2
15/6-3,318,3531.29,3548.79,3
15/6-3,318,3548.79,3566.16,4
15/6-3,318,3566.16,3579.27,5
15/6-3,318,3579.27,3583.84,6
15/6-3,318,3596.34,3598.47,7
15/6-3,318,3598.59,3614.93,8
15/6-3,318,3614.93,3632.61,9
15/6-4,319,3226.31,3232.1,1
15/6-4,319,3233.01,3246.49,2
15/6-4,319,3271.3,3290.1,3
15/6-4,319,3290.1,3308.14,4
15/6-5,320,3629.0,3647.5,1
15/6-5,320,3647.5,3655.67,2
15/6-5,320,3656.43,3674.0,3
15/6-5,320,3674.05,3682.26,4
15/6-6,38,3591.0,3609.5,1
15/6-6,38,3609.5,3625.5,2
15/6-6,38,3625.5,3644.4,3
15/6-7,2084,3414.0,3429.7,1
15/6-8 A,3077,2438.0,2448.2,1
15/6-8 S,3014,3172.0,3180.85,1
15/6-9 S,5494,3761.3,3810.7,1
15/8-1,321,3658.0,3667.5,1
15/8-1,321,3667.5,3678.6,2
15/8-1,321,3678.8,3680.6,3
15/8-1,321,3681.86,3699.0,4
15/8-1,321,3699.0,3706.2,5
15/9-1,322,3521.0,3539.3,1
15/9-1,322,3539.3,3557.5,2
15/9-1,322,3557.5,3567.7,3
15/9-1,322,3569.96,3584.5,4
15/9-1,322,3587.77,3602.29,5
15/9-1,322,3603.1,3621.33,6
15/9-1,322,3621.33,3639.14,7
15/9-1,322,3639.14,3657.44,8
15/9-1,322,3657.44,3675.51,9
15/9-10,69,3061.0,3062.44,1
15/9-10,69,3082.0,3101.0,2
15/9-10,69,3137.0,3151.8,3
15/9-10,69,3153.0,3171.0,4
15/9-11,329,2364.0,2370.0,1
15/9-11,329,2492.0,2505.1,10
15/9-11,329,2506.0,2513.5,11
15/9-11,329,2370.0,2374.0,2
15/9-11,329,2395.0,2406.0,3
15/9-11,329,2406.0,2423.6,4
15/9-11,329,2424.0,2429.0,5
15/9-11,329,2436.0,2449.0,6
15/9-11,329,2449.0,2457.5,7
15/9-11,329,2473.0,2491.5,9
15/9-12,330,3504.5,3522.2,1
15/9-12,330,3662.0,3664.84,10
15/9-12,330,3681.0,3692.4,11
15/9-12,330,3522.25,3540.2,2
15/9-12,330,3540.2,3553.33,3
15/9-12,330,3554.0,3572.0,4
15/9-12,330,3572.2,3589.76,5
15/9-12,330,3590.0,3607.7,6
15/9-12,330,3608.0,3625.65,7
15/9-12,330,3626.0,3642.65,8
15/9-12,330,3644.0,3661.55,9
15/9-13,45,2404.0,2419.95,1
15/9-13,45,2423.0,2434.5,2
15/9-13,45,2435.0,2453.5,3
15/9-13,45,2763.0,2772.3,4
15/9-13,45,2772.7,2778.04,5
15/9-13,45,2778.04,2786.0,6
15/9-13,45,2787.0,2799.85,7
15/9-14,71,3228.0,3235.3,1
15/9-14,71,3267.0,3285.9,2
15/9-15,74,2805.0,2823.36,1
15/9-15,74,2823.36,2841.6,2
15/9-15,74,2841.6,2859.9,3
15/9-15,74,2859.9,2878.2,4
15/9-16,79,2382.0,2395.72,1
15/9-16,79,2397.0,2414.2,2
15/9-16,79,2414.5,2427.5,3
15/9-16,79,2427.5,2440.2,4
15/9-16,79,2441.0,2460.0,5
15/9-16,79,2460.0,2479.5,6
15/9-16,79,2479.5,2498.25,7
15/9-17,60,2382.0,2392.0,1
15/9-17,60,2810.0,2828.9,10
15/9-17,60,2392.0,2407.5,2
15/9-17,60,2407.5,2425.0,3
15/9-17,60,2425.3,2441.1,4
15/9-17,60,2442.0,2451.25,5
15/9-17,60,2714.0,2723.1,6
15/9-17,60,2723.2,2741.2,7
15/9-17,60,2741.2,2757.45,8
15/9-17,60,2757.45,2775.4,9
15/9-18,36,2630.0,2632.15,1
15/9-18,36,2632.5,2645.9,2
15/9-18,36,3230.0,3248.4,3
15/9-18,36,3248.0,3266.5,4
15/9-19 A,3145,3837.0,3852.22,1
15/9-19 A,3145,3854.0,3881.65,2
15/9-19 A,3145,3881.5,3908.4,3
15/9-19 A,3145,3908.5,3934.5,4
15/9-19 A,3145,3935.5,3963.0,5
15/9-19 A,3145,3963.0,3991.0,6
15/9-19 A,3145,3991.0,4016.7,7
15/9-19 B,3251,4037.0,4049.77,1
15/9-19 B,3251,4054.5,4071.84,2
15/9-19 B,3251,4072.0,4089.95,3
15/9-19 B,3251,4090.5,4109.2,4
15/9-19 SR,2105,3643.0,3647.75,1
15/9-19 SR,2105,4328.0,4354.2,2
15/9-19 SR,2105,4355.0,4383.0,3
15/9-2,323,3498.0,3514.59,1
15/9-2,323,3661.1,3669.0,10
15/9-2,323,3674.0,3690.8,11
15/9-2,323,3515.0,3533.29,2
15/9-2,323,3533.29,3551.58,3
15/9-2,323,3551.58,3569.87,4
15/9-2,323,3569.87,3588.16,5
15/9-2,323,3588.16,3606.16,6
15/9-2,323,3606.16,3625.72,7
15/9-2,323,3624.45,3642.45,8
15/9-2,323,3645.72,3661.05,9
15/9-21 S,3334,4747.0,4752.25,1
15/9-21 S,3334,4753.0,4784.0,2
15/9-21 S,3334,4784.0,4815.0,3
15/9-21 S,3334,4816.0,4843.0,4
15/9-3,324,3511.0,3528.65,1
15/9-3,324,3529.0,3546.65,2
15/9-3,324,3547.0,3565.1,3
15/9-3,324,3565.1,3579.7,4
15/9-4,325,3457.0,3475.23,1
15/9-4,325,3457.3,3493.12,2
15/9-4,325,3493.12,3510.93,3
15/9-4,325,3510.93,3528.82,4
15/9-4,325,3528.9,3544.2,5
15/9-4,325,3544.2,3556.0,6
15/9-4,325,3557.0,3566.7,7
15/9-4,325,3569.0,3584.76,8
15/9-4,325,3587.0,3594.8,9
15/9-5,326,3525.0,3543.4,1
15/9-5,326,3543.4,3547.0,2
15/9-5,326,3547.0,3565.4,3
15/9-5,326,3565.4,3583.8,4
15/9-5,326,3584.1,3600.4,5
15/9-5,326,3600.7,3618.9,6
15/9-5,326,3619.2,3634.92,7
15/9-5,326,3635.4,3643.8,8
15/9-5,326,3645.3,3662.3,9
15/9-6,231,3768.5,3778.2,1
15/9-6,231,3810.0,3811.6,2
15/9-7,218,3516.0,3530.24,1
15/9-7,218,3633.0,3642.5,10
15/9-7,218,3643.0,3653.0,11
15/9-7,218,3653.0,3671.8,12
15/9-7,218,3530.24,3531.54,2
15/9-7,218,3533.0,3551.0,3
15/9-7,218,3550.0,3567.8,4
15/9-7,218,3568.0,3585.55,5
15/9-7,218,3585.55,3597.9,6
15/9-7,218,3597.9,3616.74,7
15/9-7,218,3615.0,3620.35,8
15/9-7,218,3621.0,3633.35,9
15/9-8,327,3448.41,3465.78,1
15/9-8,327,3466.0,3477.72,2
15/9-8,327,3477.0,3477.52,3
15/9-8,327,3478.0,3493.38,4
15/9-9,328,2648.0,2665.7,1
15/9-9,328,2666.0,2684.0,2
15/9-9,328,2684.0,2701.85,3
15/9-9,328,2702.0,2719.85,4
15/9-9,328,2720.0,2738.35,5
15/9-9,328,2738.38,2755.6,6
15/9-9,328,3032.0,3043.1,7
15/9-A-12,2577,2746.0,2773.2,1
15/9-A-12,2577,3083.0,3136.75,2
15/9-A-15,2481,3728.0,3780.2,1
15/9-A-15,2481,4121.0,4141.7,2
15/9-A-15,2481,4141.1,4162.2,3
15/9-A-15,2481,4163.0,4189.7,4
15/9-A-19,2583,4655.0,4683.4,1
15/9-A-21,2399,3586.0,3613.65,1
15/9-A-22,2286,2940.0,2949.2,1
15/9-A-22,2286,2949.2,2977.58,2
15/9-A-22,2286,2977.6,3005.8,3
15/9-A-22,2286,3005.9,3015.15,4
15/9-A-22,2286,3015.15,3043.15,5
15/9-A-22,2286,3216.0,3243.15,6
15/9-A-23 A,5091,5390.0,5416.79,1
15/9-A-26,2265,2597.0,2597.3,1
15/9-A-26,2265,2598.0,2606.2,2
15/9-A-26,2265,2612.0,2612.2,3
15/9-A-26,2265,2613.6,2616.4,4
15/9-A-26,2265,2632.0,2644.1,5
15/9-A-26,2265,2660.0,2683.4,6
15/9-A-27,2386,2878.0,2897.0,1
15/9-A-5,2397,3299.0,3325.91,1
15/9-A-5,2397,3400.0,3426.7,2
15/9-A-8,2567,3046.0,3070.4,1
15/9-A-8,2567,3511.0,3515.5,2
15/9-B-10,2652,3530.0,3604.35,1
15/9-B-10,2652,3604.35,3678.57,2
15/9-B-13,2816,5816.0,5823.57,1
15/9-B-13,2816,5824.0,5852.35,2
15/9-B-14,2692,3587.0,3661.42,1
15/9-B-4,3170,6190.0,6244.0,1
15/9-B-4,3170,6244.0,6281.7,2
15/9-B-4,3170,6281.7,6333.7,3
15/9-B-5,2715,4354.0,4363.6,1
15/9-B-5,2715,4367.0,4369.9,2
15/9-B-5,2715,4372.0,4397.57,3
15/9-B-5,2715,4399.25,4410.6,4
15/9-B-6,2749,4189.0,4198.94,1
15/9-B-6,2749,4199.0,4208.0,2
15/9-B-7,2780,5280.0,5326.2,1
15/9-C-2 AH,3185,3247.0,3274.6,1
15/9-C-2 AH,3185,3275.0,3303.4,2
15/9-D-3 H,2083,2468.05,2476.0,1
15/9-D-3 H,2083,2479.0,2506.3,2
15/9-D-3 H,2083,2506.3,2532.0,3
15/9-E-4 H,4891,4310.0,4334.3,1
16/10-1,901,2855.0,2873.0,1
16/10-1,901,2925.0,2934.0,2
16/10-4,3531,2477.0,2499.5,1
16/1-1,147,1554.48,1563.62,1
16/1-1,147,2417.67,2425.9,10
16/1-1,147,2426.82,2435.96,11
16/1-1,147,2435.96,2445.11,12
16/1-1,147,2531.36,2539.59,13
16/1-1,147,2627.07,2635.3,14
16/1-1,147,2645.66,2648.71,15
16/1-1,147,2651.46,2670.05,16
16/1-1,147,2723.08,2735.58,17
16/1-1,147,3194.0,3203.14,18
16/1-1,147,1719.99,1729.13,2
16/1-1,147,1924.81,1935.18,3
16/1-1,147,2151.89,2164.99,4
16/1-1,147,2241.19,2257.65,5
16/1-1,147,2319.22,2328.37,6
16/1-1,147,2328.37,2344.52,7
16/1-1,147,2344.52,2347.26,8
16/1-10,5879,1868.0,1873.0,1
16/1-10,5879,1873.0,1891.0,2
16/1-10,5879,1891.0,1901.4,3
16/1-10,5879,1901.5,1911.6,4
16/1-10,5879,1914.6,1934.0,5
16/1-10,5879,1934.0,1958.94,6
16/1-10,5879,1960.5,1987.57,7
16/1-11,6157,2385.5,2411.9,1
16/1-11,6157,2412.5,2439.1,2
16/1-11,6157,2439.5,2466.64,3
16/1-11,6157,2466.5,2494.4,4
16/1-11,6157,2494.1,2522.0,5
16/1-12,6166,1864.0,1877.85,1
16/1-12,6166,1878.5,1904.68,2
16/1-12,6166,1904.7,1912.0,3
16/1-12,6166,1912.0,1919.35,4
16/1-12,6166,1919.5,1922.75,5
16/1-12,6166,1923.0,1925.8,6
16/1-12,6166,1926.0,1931.1,7
16/1-12,6166,1931.5,1937.45,8
16/1-13,6232,1917.0,1917.66,1
16/1-13,6232,1917.66,1919.46,2
16/1-13,6232,1919.7,1944.7,3
16/1-13,6232,1946.7,1973.31,4
16/1-13,6232,1973.7,2001.1,5
16/1-14,6399,2373.0,2413.13,1
16/1-14,6399,2400.13,2427.65,2
16/1-14,6399,2427.65,2454.03,3
16/1-15,6517,1915.0,1931.2,1
16/1-15,6517,1931.2,1937.13,2
16/1-15,6517,1946.0,1960.14,3
16/1-15,6517,1960.3,1976.16,4
16/1-15 A,6593,2066.0,2070.8,1
16/1-15 A,6593,2070.8,2074.07,2
16/1-15 A,6593,2074.07,2075.07,3
16/1-15 A,6593,2075.07,2076.26,4
16/1-16,6823,2385.0,2411.92,1
16/1-16,6823,2412.8,2428.48,2
16/1-16,6823,2428.5,2441.55,3
16/1-17,7113,1856.0,1883.5,1
16/1-17,7113,1883.5,1911.25,2
16/1-17,7113,1911.25,1939.02,3
16/1-17,7113,1939.02,1965.83,4
16/1-17,7113,1965.83,1993.53,5
16/1-18,7314,1886.0,1909.6,1
16/1-18,7314,1912.0,1916.69,2
16/1-18,7314,1920.0,1923.3,3
16/1-18,7314,1924.0,1930.64,4
16/1-18,7314,1932.0,1941.72,5
16/1-18,7314,1942.0,1960.23,6
16/1-18,7314,1960.23,1967.67,7
16/1-18,7314,1968.0,1986.0,8
16/1-19 S,7255,1865.0,1895.15,1
16/1-19 S,7255,1895.15,1903.47,2
16/1-19 S,7255,1904.0,1910.32,3
16/1-20 A,7256,2966.75,3021.95,1
16/1-21 A,7530,3174.0,3200.77,1
16/1-21 A,7530,3201.0,3218.62,2
16/1-21 A,7530,3218.8,3224.55,3
16/1-21 S,7529,2449.0,2492.19,1
16/1-21 S,7529,2492.3,2546.66,2
16/1-21 S,7529,2546.2,2586.16,3
16/1-22 S,7531,2502.8,2516.64,1
16/1-22 S,7531,2517.7,2550.59,2
16/1-23 S,7532,1681.0,1690.37,1
16/1-23 S,7532,1945.5,1954.75,2
16/1-23 S,7532,1955.5,1974.22,3
16/1-23 S,7532,1975.5,1979.4,4
16/1-23 S,7532,1979.5,1992.16,5
16/1-23 S,7532,1993.0,2021.5,6
16/1-23 S,7532,2012.9,2039.99,7
16/1-23 S,7532,2040.0,2064.51,8
16/1-25 S,7775,2002.0,2006.0,1
16/1-25 S,7775,2006.0,2007.56,2
16/1-25 S,7775,2008.0,2010.8,3
16/1-25 S,7775,2010.8,2013.32,4
16/1-25 S,7775,2013.4,2018.62,5
16/1-25 S,7775,2018.8,2025.23,6
16/1-27,8124,1967.0,1992.1,1
16/1-27,8124,1993.1,2000.11,2
16/1-27,8124,2002.0,2022.72,3
16/1-3,84,2282.0,2291.75,1
16/1-4,2072,1549.0,1559.0,1
16/1-4,2072,1561.0,1568.65,2
16/1-4,2072,1590.0,1607.6,3
16/1-4,2072,1695.0,1698.96,4
16/1-4,2072,1699.0,1705.96,5
16/1-4,2072,1708.0,1724.19,6
16/1-4,2072,1936.0,1941.65,7
16/1-5,3279,2023.0,2028.85,1
16/1-5,3279,2031.0,2038.9,2
16/1-5,3279,2039.0,2066.0,3
16/1-5 A,3626,2123.0,2150.03,1
16/1-6 S,4711,1872.0,1898.85,1
16/1-8,5612,1930.0,1935.3,1
16/1-8,5612,1944.0,1945.6,2
16/1-8,5612,1965.5,1973.0,3
16/1-9,5773,2417.5,2426.8,1
16/1-A-10,7580,2254.3,2255.34,1
16/1-A-10,7580,2256.5,2283.54,2
16/1-A-10,7580,2283.54,2309.31,3
16/1-A-10,7580,2309.5,2327.58,4
16/1-A-11,7462,2095.0,2122.2,1
16/1-A-11,7462,2122.2,2141.06,2
16/1-A-11,7462,2142.2,2162.75,3
16/1-A-11,7462,2162.75,2182.55,4
16/1-A-2,7582,3824.0,3826.25,1
16/1-A-2,7582,3836.2,3838.98,2
16/2-1,144,1738.88,1748.64,1
16/2-1,144,1748.64,1766.93,2
16/2-1,144,1766.62,1784.91,3
16/2-1,144,1785.21,1803.5,4
16/2-1,144,1803.5,1821.79,5
16/2-1,144,1879.09,1880.62,6
16/2-1,144,1882.14,1883.66,7
16/2-10,6715,1889.5,1894.74,1
16/2-10,6715,1897.35,1912.5,2
16/2-10,6715,1912.5,1939.6,3
16/2-10,6715,1939.6,1962.0,4
16/2-11,6742,1891.6,1900.77,1
16/2-11,6742,1900.7,1922.28,2
16/2-11,6742,1922.28,1929.41,3
16/2-11,6742,1929.78,1951.35,4
16/2-11,6742,1952.78,1954.67,5
16/2-11 A,6849,2169.0,2169.2,1
16/2-11 A,6849,2169.2,2196.6,2
16/2-11 A,6849,2196.6,2206.41,3
16/2-11 A,6849,2206.6,2221.28,4
