Well,NPDID wellbore,Top depth,Base depth,Legend
2/6-5,2885,2852.0,2854.0,1
2/6-5,2885,2904.0,2917.0,2
2/6-5,2885,2929.0,2934.7,3
2/6-5,2885,2935.0,2953.0,4
2/6-5,2885,2953.0,2956.75,5
2/6-5,2885,2957.0,2958.5,6
2/6-5,2885,2977.0,2980.1,7
2/6-5,2885,3252.0,3254.05,8
2/7-1,179,2956.56,2962.96,1
2/7-1,179,2962.96,2972.1,2
2/7-1,179,2972.1,2986.31,3
2/7-1,179,3032.76,3042.21,4
2/7-13,272,2725.52,2727.35,1
2/7-13,272,2734.97,2738.63,2
2/7-13,272,2774.9,2779.17,3
2/7-13,272,2779.17,2781.18,4
2/7-13,272,2785.26,2790.14,5
2/7-14,116,3121.15,3136.39,1
2/7-14,116,3240.02,3247.58,10
2/7-14,116,3275.35,3286.66,11
2/7-14,116,3291.23,3297.02,12
2/7-14,116,3297.63,3305.77,13
2/7-14,116,3139.14,3152.24,2
2/7-14,116,3157.12,3160.14,3
2/7-14,116,3162.91,3169.92,4
2/7-14,116,3169.92,3183.82,5
2/7-14,116,3185.46,3186.68,6
2/7-14,116,3193.08,3204.85,7
2/7-14,116,3210.46,3217.77,8
2/7-14,116,3230.88,3239.11,9
2/7-15,225,3481.43,3492.7,1
2/7-15,225,3492.7,3496.67,2
2/7-15,225,3497.28,3509.47,3
2/7-15,225,3509.47,3524.1,4
2/7-15,225,3524.1,3536.29,5
2/7-15,225,3536.29,3541.47,6
2/7-15,225,4027.63,4037.56,7
2/7-16,232,3182.42,3200.7,1
2/7-16,232,3328.72,3347.01,10
2/7-16,232,3347.01,3364.57,11
2/7-16,232,3365.3,3383.58,12
2/7-16,232,3383.58,3401.87,13
2/7-16,232,3402.48,3405.23,14
2/7-16,232,3200.7,3218.35,2
2/7-16,232,3218.69,3236.85,3
2/7-16,232,3237.28,3249.51,4
2/7-16,232,3255.57,3270.2,5
2/7-16,232,3270.5,3288.18,6
2/7-16,232,3288.79,3304.52,7
2/7-16,232,3304.95,3322.81,8
2/7-16,232,3323.23,3324.94,9
2/7-19,1367,3143.71,3160.87,1
2/7-2,187,3013.86,3018.74,1
2/7-2,187,3018.74,3027.88,2
2/7-2,187,3955.08,3963.62,3
2/7-20,1062,3070.86,3080.0,1
2/7-20,1062,4395.52,4400.61,2
2/7-20,1062,4400.61,4410.27,3
2/7-20,1062,4491.23,4508.6,4
2/7-21 S,1394,4320.54,4326.94,1
2/7-21 S,1394,4941.72,4950.87,10
2/7-21 S,1394,5020.36,5038.74,11
2/7-21 S,1394,4326.94,4343.7,2
2/7-21 S,1394,4345.23,4382.6,3
2/7-21 S,1394,4456.48,4465.14,4
2/7-21 S,1394,4465.14,4475.81,5
2/7-21 S,1394,4565.9,4574.71,6
2/7-21 S,1394,4648.2,4663.14,7
2/7-21 S,1394,4663.14,4666.98,8
2/7-21 S,1394,4680.2,4691.82,9
2/7-23 S,1547,4515.0,4528.41,10
2/7-23 S,1547,4528.41,4545.48,11
2/7-23 S,1547,4545.48,4564.38,12
2/7-23 S,1547,4564.38,4578.1,13
2/7-23 S,1547,4578.1,4605.83,14
2/7-23 S,1547,4605.83,4625.04,15
2/7-23 S,1547,4625.04,4636.19,16
2/7-23 S,1547,4636.31,4650.33,17
2/7-23 S,1547,4650.33,4662.22,18
2/7-23 S,1547,4662.22,4671.97,19
2/7-23 S,1547,4425.7,4445.81,2
2/7-23 S,1547,4672.28,4690.87,20
2/7-23 S,1547,4690.87,4718.3,21
2/7-23 S,1547,4445.81,4464.41,3
2/7-23 S,1547,4464.41,4467.76,4
2/7-23 S,1547,4467.76,4475.99,5
2/7-23 S,1547,4478.12,4495.8,6
2/7-23 S,1547,4495.8,4503.12,7
2/7-23 S,1547,4504.03,4509.52,8
2/7-23 S,1547,4509.52,4515.0,9
2/7-24,1613,4483.91,4501.04,1
2/7-25 S,1679,4784.75,4801.7,1
2/7-25 S,1679,4842.97,4853.33,2
2/7-25 S,1679,5088.03,5100.4,3
2/7-25 S,1679,5102.35,5115.89,4
2/7-26 S,1756,3200.4,3214.27,1
2/7-26 S,1756,4468.37,4478.61,10
2/7-26 S,1756,4479.34,4493.91,11
2/7-26 S,1756,4494.58,4513.23,12
2/7-26 S,1756,4513.17,4525.67,13
2/7-26 S,1756,4527.5,4542.62,14
2/7-26 S,1756,4542.43,4552.37,15
2/7-26 S,1756,4667.1,4695.02,16
2/7-26 S,1756,4695.14,4722.91,17
2/7-26 S,1756,4829.25,4848.67,18
2/7-26 S,1756,4298.59,4314.11,2
2/7-26 S,1756,4394.3,4405.3,3
2/7-26 S,1756,4406.49,4413.75,4
2/7-26 S,1756,4413.81,4433.56,5
2/7-26 S,1756,4437.28,4444.47,6
2/7-26 S,1756,4445.81,4447.67,7
2/7-26 S,1756,4449.47,4460.93,8
2/7-26 S,1756,4461.05,4467.76,9
2/7-27 S,1878,3172.97,3188.82,1
2/7-27 S,1878,3265.93,3275.08,2
2/7-27 S,1878,4583.89,4589.07,3
2/7-27 S,1878,4589.07,4595.04,4
2/7-28,1906,3414.37,3432.72,1
2/7-28,1906,3514.04,3519.53,2
2/7-29,2124,4474.0,4483.64,1
2/7-29,2124,4483.64,4501.3,2
2/7-29,2124,4501.3,4519.0,3
2/7-29,2124,4519.0,4538.0,4
2/7-29,2124,4538.0,4548.83,5
2/7-29,2124,4684.06,4703.27,6
2/7-29,2124,4853.0,4872.0,7
2/7-3,262,2851.1,2855.98,1
2/7-3,262,2861.46,2862.68,2
2/7-3,262,2874.57,2887.07,3
2/7-3,262,2889.5,2890.72,4
2/7-30,2394,3140.05,3158.83,1
2/7-30,2394,3158.83,3186.56,2
2/7-30,2394,3186.56,3214.12,3
2/7-30,2394,3214.12,3231.67,4
2/7-30,2394,3231.49,3237.89,5
2/7-30,2394,3248.56,3276.08,6
2/7-31,3573,4795.72,4798.04,1
2/7-31,3573,4811.27,4839.49,2
2/7-31,3573,4839.49,4848.03,3
2/7-31,3573,4848.76,4850.98,4
2/7-4,263,3116.28,3126.64,1
2/7-4,263,3219.6,3224.78,10
2/7-4,263,3232.4,3246.42,11
2/7-4,263,3246.42,3254.96,12
2/7-4,263,3126.64,3140.05,2
2/7-4,263,3140.05,3152.85,3
2/7-4,263,3157.42,3163.52,4
2/7-4,263,3163.82,3168.7,5
2/7-4,263,3171.44,3184.55,6
2/7-4,263,3184.55,3192.48,7
2/7-4,263,3193.39,3205.58,8
2/7-4,263,3205.58,3211.07,9
2/7-5,264,3120.24,3137.31,1
2/7-5,264,3236.67,3247.64,10
2/7-5,264,3248.56,3265.32,11
2/7-5,264,3265.63,3283.0,12
2/7-5,264,3283.31,3298.55,13
2/7-5,264,3137.31,3154.68,2
2/7-5,264,3154.68,3159.86,3
2/7-5,264,3159.86,3175.1,4
2/7-5,264,3175.1,3179.52,5
2/7-5,264,3179.52,3197.35,6
2/7-5,264,3197.35,3201.62,7
2/7-5,264,3201.62,3219.3,8
2/7-5,264,3219.3,3221.74,9
2/7-A-1,1462,3515.87,3516.78,1
2/7-A-1,1462,3535.07,3545.74,2
2/7-A-1,1462,3591.15,3596.64,3
2/7-A-1,1462,3611.58,3616.15,4
2/7-A-1,1462,3683.2,3689.91,5
2/7-A-13 B,5961,3526.5,3553.35,1
2/7-A-18 A,1483,2895.6,2905.05,1
2/7-A-18 A,1483,2905.05,2913.89,2
2/7-A-18 A,1483,2937.66,2955.95,3
2/7-A-18 A,1483,2955.95,2964.18,4
2/7-A-18 A,1483,3005.33,3023.46,5
2/7-A-19 A,1607,2992.53,2998.93,1
2/7-A-19 A,1607,3011.12,3013.13,2
2/7-A-19 A,1607,3026.36,3039.5,3
2/7-A-19 A,1607,3039.47,3045.56,4
2/7-A-19 A,1607,3057.75,3075.74,5
2/7-A-2 A,1359,3007.46,3016.3,1
2/7-A-2 A,1359,3016.48,3018.13,2
2/7-A-2 A,1359,3025.84,3037.0,3
2/7-A-2 A,1359,3067.99,3074.76,4
2/7-A-20,795,2966.31,2984.6,1
2/7-A-20,795,2984.6,2986.43,2
2/7-A-20,795,2994.66,3001.37,3
2/7-A-20,795,3004.11,3007.28,4
2/7-A-20,795,3013.56,3021.79,5
2/7-A-20,795,3022.7,3025.75,6
2/7-A-20,795,3032.15,3037.64,7
2/7-A-20,795,3041.29,3048.0,8
2/7-A-23 B,1706,3116.88,3117.19,1
2/7-A-23 B,1706,3126.03,3126.94,2
2/7-A-23 B,1706,3135.17,3135.78,3
2/7-A-23 B,1706,3144.01,3145.23,4
2/7-A-23 B,1706,3150.41,3159.56,5
2/7-A-23 B,1706,3161.08,3169.01,6
2/7-A-23 B,1706,3172.36,3172.97,7
2/7-A-23 B,1706,3190.95,3199.79,8
2/7-A-25,801,2953.51,2955.34,1
2/7-A-25,801,3004.11,3011.73,10
2/7-A-25,801,2956.26,2958.39,2
2/7-A-25,801,2958.69,2962.05,3
2/7-A-25,801,2968.14,2058.25,4
2/7-A-25,801,2974.54,2981.86,5
2/7-A-25,801,2981.86,2982.07,6
2/7-A-25,801,2991.0,2992.83,7
2/7-A-25,801,2993.75,2996.18,8
2/7-A-25,801,2997.4,3004.41,9
2/7-A-6,784,2887.68,2895.9,1
2/7-A-6,784,2897.43,2914.8,2
2/7-A-6,784,2916.02,2932.48,3
2/7-A-6,784,2934.61,2952.78,4
2/7-A-6,784,2952.9,2970.86,5
2/7-A-6,784,2968.45,2985.85,6
2/7-A-6,784,2986.74,3004.9,7
2/7-B-1 A,1380,3666.74,3671.86,2
2/7-B-1 A,1380,3674.06,3676.13,3
2/7-B-1 A,1380,3721.91,3725.27,4
2/7-B-11,814,2990.7,3002.16,1
2/7-B-11,814,3124.2,3126.94,10
2/7-B-11,814,3142.49,3153.16,11
2/7-B-11,814,3154.07,3172.36,12
2/7-B-11,814,3172.36,3190.65,13
2/7-B-11,814,3190.65,3209.24,14
2/7-B-11,814,3209.24,3227.53,15
2/7-B-11,814,3227.53,3245.82,16
2/7-B-11,814,3002.16,3020.26,2
2/7-B-11,814,3020.26,3029.1,3
2/7-B-11,814,3029.1,3047.39,4
2/7-B-11,814,3047.39,3065.68,5
2/7-B-11,814,3066.29,3084.58,6
2/7-B-11,814,3084.58,3087.01,7
2/7-B-11,814,3087.93,3104.39,8
2/7-B-11,814,3105.91,3124.2,9
2/7-B-12,815,2892.25,2908.4,1
2/7-B-12,815,3822.19,3839.14,10
2/7-B-12,815,2909.32,2923.95,2
2/7-B-12,815,2927.91,2941.62,3
2/7-B-12,815,2946.81,2962.96,4
2/7-B-12,815,2965.09,2980.33,5
2/7-B-12,815,2983.69,3000.45,6
2/7-B-12,815,3002.28,3014.47,7
2/7-B-12,815,3019.96,3036.72,8
2/7-B-12,815,3767.33,3770.83,9
2/7-B-12 A,2178,3104.39,3116.52,1
2/7-B-12 A,2178,3116.28,3130.02,2
2/7-B-12 A,2178,3163.52,3173.27,3
2/7-B-12 A,2178,3175.1,3191.26,4
2/7-B-12 A,2178,3191.26,3201.92,5
2/7-B-13 A,1255,3500.63,3509.77,1
2/7-B-13 A,1255,3520.44,3529.83,2
2/7-B-13 A,1255,3552.14,3561.28,3
2/7-B-13 A,1255,3593.9,3603.04,4
2/7-B-13 A,1255,3603.04,3612.18,5
2/7-B-13 A,1255,3613.4,3622.55,6
2/7-B-13 A,1255,3680.76,3689.79,7
2/7-B-15,1426,3263.49,3272.58,1
2/7-B-15,1426,3280.56,3320.09,2
2/7-B-15,1426,3314.7,3333.17,3
2/7-B-3,808,1834.9,1839.74,1
2/7-B-3,808,2539.29,2544.17,10
2/7-B-3,808,3284.83,3287.27,11
2/7-B-3,808,3287.57,3292.14,12
2/7-B-3,808,3296.72,3302.51,13
2/7-B-3,808,3302.51,3311.65,14
2/7-B-3,808,3312.26,3320.8,15
2/7-B-3,808,3320.8,3329.03,16
2/7-B-3,808,3329.94,3339.08,17
2/7-B-3,808,3339.39,3343.05,18
2/7-B-3,808,1845.26,1847.7,2
2/7-B-3,808,3391.2,3391.51,20
2/7-B-3,808,3391.81,3400.65,21
2/7-B-3,808,1849.22,1856.23,3
2/7-B-3,808,1858.37,1866.29,4
2/7-B-3,808,1867.51,1874.7,5
2/7-B-3,808,1874.82,1882.44,6
2/7-B-3,808,2020.21,2022.84,7
2/7-B-3,808,2023.26,2031.8,8
2/7-B-3,808,2529.84,2532.58,9
2/7-B-5 B,3186,3285.74,3288.49,1
2/7-B-5 B,3186,3290.32,3299.06,2
2/7-B-5 C,3352,3929.79,3939.84,1
2/7-B-7 A,1897,3241.24,3250.27,1
2/7-B-7 A,1897,3250.39,3256.82,2
2/7-B-7 A,1897,3268.68,3275.38,3
2/7-B-7 A,1897,3275.38,3294.46,4
2/7-B-7 A,1897,3294.46,3306.17,5
2/7-B-7 A,1897,3312.26,3325.09,6
2/7-B-7 A,1897,3327.81,3344.6,7
2/7-B-8 B,5914,3247.0,3266.0,1
2/7-B-9 A,2125,3790.8,3798.2,1
2/7-B-9 A,2125,3799.03,3808.2,2
2/7-B-9 A,2125,3817.92,3827.77,3
2/7-B-9 A,2125,3915.77,3923.51,4
2/7-B-9 A,2125,3925.21,3934.66,5
2/7-D-6,3860,4782.31,4802.09,1
2/7-D-7,5112,5615.63,5642.76,1
2/8-10,280,2481.07,2490.22,2
2/8-10,280,2491.13,2495.7,3
2/8-10,280,2498.45,2506.68,4
2/8-11,1224,2477.41,2483.21,1
2/8-11,1224,2483.21,2489.61,2
2/8-12 S,1351,5226.5,5243.58,1
2/8-13,1383,1780.0,1781.97,1
2/8-15,2636,3386.0,3410.5,1
2/8-15,2636,3410.5,3438.4,2
2/8-17 S,3210,2587.0,2604.56,1
2/8-17 S,3210,2605.0,2623.87,2
2/8-17 S,3210,2624.0,2651.82,3
2/8-17 S,3210,2651.8,2674.3,4
2/8-18 S,6747,2746.0,2755.3,1
2/8-18 S,6747,2755.3,2781.99,2
2/8-2,155,2961.74,2970.89,1
2/8-2,155,3231.18,3237.59,2
2/8-6,276,2465.53,2473.76,1
2/8-6,276,2485.03,2496.92,2
2/8-7,277,2602.38,2604.82,1
2/8-8,278,2449.98,2463.7,1
2/8-8,278,2543.56,2546.3,10
2/8-8,278,2552.7,2557.27,11
2/8-8,278,2558.19,2560.62,12
2/8-8,278,2565.5,2570.38,13
2/8-8,278,2595.37,2600.86,14
2/8-8,278,2463.7,2481.99,2
2/8-8,278,2481.99,2486.56,3
2/8-8,278,2487.17,2495.7,4
2/8-8,278,2495.7,2498.32,5
2/8-8,278,2504.85,2507.28,6
2/8-8,278,2513.38,2514.9,7
2/8-8,278,2522.52,2527.4,8
2/8-8,278,2534.11,2543.56,9
2/8-9,279,2530.45,2538.25,1
2/8-9,279,2539.59,2544.17,2
2/8-9,279,2544.17,2553.31,3
2/8-9,279,2554.83,2572.21,4
2/8-A-1,619,2415.4,2422.0,1
2/8-A-1,619,2501.0,2503.0,10
2/8-A-1,619,2520.02,2527.0,11
2/8-A-1,619,2528.38,2531.35,12
2/8-A-1,619,2532.72,2539.75,13
2/8-A-1,619,2541.35,2542.35,14
2/8-A-1,619,2542.35,2551.35,15
2/8-A-1,619,2552.3,2560.4,16
2/8-A-1,619,2560.4,2573.5,17
2/8-A-1,619,2577.9,2582.0,18
2/8-A-1,619,2582.2,2600.1,19
2/8-A-1,619,2436.0,2440.0,2
2/8-A-1,619,2443.0,2450.15,3
2/8-A-1,619,2451.0,2463.0,4
2/8-A-1,619,2463.0,2469.0,5
2/8-A-1,619,2478.0,2484.0,6
2/8-A-1,619,2486.06,2488.05,7
2/8-A-1,619,2488.05,2498.0,8
2/8-A-1,619,2498.0,2501.0,9
2/8-A-1 A,2208,2430.0,2431.45,1
2/8-A-1 A,2208,2435.0,2444.3,2
2/8-A-1 A,2208,2444.5,2452.5,3
2/8-A-13 A,1029,3259.0,3264.3,1
2/8-A-13 A,1029,3277.7,3284.67,2
2/8-A-13 A,1029,3286.4,3304.7,3
2/8-A-15 A,1039,2847.0,2847.7,1
2/8-A-15 A,1039,2855.55,2858.8,2
2/8-A-16 A,939,2821.4,2824.14,1
2/8-A-16 A,939,2831.5,2840.7,2
2/8-A-16 A,939,2840.7,2840.8,3
2/8-A-16 A,939,2849.0,2857.4,4
2/8-A-2,621,3255.0,3264.2,1
2/8-A-2,621,3264.5,3273.9,2
2/8-A-2,621,3275.4,3283.4,3
2/8-A-24,1301,3238.0,3247.7,1
2/8-A-24,1301,3247.7,3256.7,2
2/8-A-24,1301,3256.7,3274.7,3
2/8-A-24,1301,3375.0,3389.6,4
2/8-A-29,1671,2616.8,2620.65,1
2/8-A-29,1671,2622.0,2625.55,2
2/8-A-29,1671,2630.0,2633.5,3
2/8-A-29,1671,2633.7,2641.26,4
2/8-A-6 A,3321,2674.0,2676.6,3
2/8-A-6 A,3321,2678.5,2682.4,4
2/8-A-6 A,3321,2683.0,2688.9,5
2/8-A-7 A,1336,2733.75,2734.5,1
2/8-A-7 A,1336,2741.0,2742.35,2
2/8-A-7 A,1336,2786.3,2791.4,3
2/8-A-7 A,1336,2814.0,2832.0,4
2/8-F-14,3238,2579.0,2585.9,1
2/8-F-14,3238,2587.0,2587.5,2
2/8-F-14,3238,2593.0,2594.75,3
2/8-F-14,3238,2595.0,2599.5,4
2/8-F-14,3238,2600.0,2600.5,5
2/8-F-2,2716,4537.0,4554.15,1
2/8-F-2,2716,4555.9,4573.8,2
2/8-G-2,6570,1789.6,1808.2,1
2/8-G-2,6570,1808.2,1827.2,2
2/8-G-2,6570,1862.32,1890.04,4
2/9-2,283,3897.0,3915.0,1
2/9-3,1443,4524.6,4535.4,1
2/9-3,1443,4535.6,4547.0,2
24/12-1 R,513,4170.5,4172.82,1
24/12-1 R,513,4172.82,4178.2,2
24/12-1 R,513,4178.93,4182.03,3
24/12-2,348,4960.0,4977.7,1
24/12-3 S,2823,2396.0,2406.3,1
24/6-1,443,2181.0,2182.6,1
24/6-1,443,4479.0,4497.0,2
24/6-1,443,4497.0,4513.5,3
24/6-1,443,4623.0,4629.0,4
24/6-1,443,4688.0,4701.5,5
24/6-2,3397,2010.0,2011.25,1
24/6-2,3397,2138.0,2155.5,10
24/6-2,3397,2156.0,2174.3,11
24/6-2,3397,2174.0,2192.0,12
24/6-2,3397,2012.0,2028.8,2
24/6-2,3397,2029.0,2057.0,3
24/6-2,3397,2057.0,2062.9,4
24/6-2,3397,2075.0,2075.55,5
24/6-2,3397,2076.0,2083.62,6
24/6-2,3397,2084.0,2102.0,7
24/6-2,3397,2102.0,2119.9,8
24/6-2,3397,2120.0,2138.75,9
24/6-4,4745,2124.0,2151.65,1
24/6-4,4745,2151.65,2178.29,2
24/9-1,344,4441.9,4460.12,1
24/9-10 S,6531,2223.0,2248.8,1
24/9-10 S,6531,2250.0,2277.8,2
24/9-12 S,8331,1856.0,1882.55,1
24/9-12 S,8331,1882.5,1911.5,2
24/9-12 S,8331,1911.5,1931.42,3
24/9-3,346,1777.9,1780.8,1
24/9-3,346,1783.4,1787.0,2
24/9-3,346,1787.96,1788.61,3
24/9-3,346,1788.87,1794.6,4
24/9-3,346,1794.6,1797.24,5
24/9-4,1714,1773.0,1778.9,1
24/9-4,1714,1782.0,1787.34,2
24/9-5,2244,2000.0,2001.83,1
24/9-5,2244,2002.5,2019.9,2
24/9-5,2244,2020.3,2033.13,3
24/9-5,2244,2048.3,2052.78,4
24/9-6,2288,2022.05,2024.0,1
24/9-6,2288,2024.0,2032.15,2
24/9-6,2288,2032.5,2045.1,3
24/9-7,4910,1830.0,1856.75,1
24/9-7,4910,1857.0,1876.5,2
24/9-7,4910,1876.5,1906.8,3
24/9-7,4910,1906.9,1915.44,4
24/9-7 B,4926,1922.5,1978.2,1
24/9-9 S,6222,2207.0,2233.75,1
24/9-9 S,6222,2234.0,2260.9,2
24/9-P-4 H,6032,2071.0,2095.5,1
24/9-P-4 H,6032,2098.0,2122.2,2
24/9-P-4 H,6032,2123.0,2145.7,3
25/10-1 R,512,1670.3,1681.58,1
25/10-1 R,512,1744.98,1754.43,10
25/10-1 R,512,1757.78,1766.93,11
25/10-1 R,512,1767.54,1785.82,12
25/10-1 R,512,1785.82,1804.11,13
25/10-1 R,512,1681.58,1691.34,2
25/10-1 R,512,1691.64,1708.4,3
25/10-1 R,512,1708.4,1720.6,4
25/10-1 R,512,1720.6,1733.7,5
25/10-1 R,512,1733.7,1738.88,6
25/10-1 R,512,1738.88,1743.15,7
25/10-1 R,512,1743.15,1747.42,8
25/10-1 R,512,1731.26,1741.63,9
25/10-11,6563,4271.0,4298.0,1
25/10-11,6563,4298.0,4343.04,2
25/10-11,6563,4522.0,4539.8,3
25/10-12 S,7293,2113.0,2129.65,1
25/10-12 S,7293,2132.0,2133.61,2
25/10-12 S,7293,2157.0,2181.93,3
25/10-12 S,7293,2182.8,2198.87,4
25/10-2 R,511,1974.49,1988.52,1
25/10-2 R,511,3009.6,3016.3,10
25/10-2 R,511,3018.13,3033.06,11
25/10-2 R,511,3033.06,3048.91,12
25/10-2 R,511,3049.83,3051.05,13
25/10-2 R,511,3177.24,3177.54,14
25/10-2 R,511,1988.52,2004.97,2
25/10-2 R,511,2011.38,2027.53,3
25/10-2 R,511,2027.53,2045.51,4
25/10-2 R,511,2084.22,2101.9,5
25/10-2 R,511,2101.9,2119.27,6
25/10-2 R,511,2182.67,2190.6,7
25/10-2 R,511,2374.09,2377.74,8
25/10-2 R,511,3002.28,3009.6,9
25/10-3,182,1752.6,1768.14,1
25/10-5,365,1739.0,1742.85,1
25/10-5,365,1776.7,1777.68,2
25/10-5,365,1781.0,1781.9,3
25/10-5,365,1785.2,1792.8,4
25/10-6 S,2728,4339.15,4343.5,1
25/10-6 S,2728,4344.0,4349.45,2
25/10-6 S,2728,4397.0,4399.71,3
25/10-7 S,2769,2200.0,2230.3,1
25/10-7 S,2769,2232.0,2269.2,2
25/10-7 S,2769,2269.2,2306.65,3
25/10-7 S,2769,2306.65,2342.35,4
25/10-7 S,2769,2342.35,2380.0,5
25/10-8,2955,2080.0,2107.85,1
25/10-8,2955,2518.0,2546.5,2
25/10-8 A,3098,3110.0,3147.55,1
25/10-8 A,3098,3147.0,3164.6,2
25/10-8 A,3098,3165.0,3202.0,3
25/1-1,190,1871.0,1877.0,1
25/1-1,190,1891.5,1895.0,2
25/1-1,190,1900.0,1910.0,3
25/1-1,190,2687.0,2696.0,4
25/1-1,190,2826.0,2843.14,5
25/1-1,190,2993.0,2997.5,6
25/11-1,143,2013.51,2022.65,10
25/11-1,143,2186.94,2198.22,11
25/11-1,143,2349.7,2363.72,12
25/11-1,143,2391.16,2395.12,13
25/11-1,143,2448.15,2458.21,14
25/11-1,143,1104.29,1109.47,3
25/11-1,143,1726.69,1735.84,4
25/11-1,143,1735.84,1745.89,5
25/11-1,143,1741.63,1744.98,6
25/11-1,143,1877.26,1888.54,7
25/11-1,143,1888.54,1904.09,8
25/11-1,143,1956.82,1960.63,9
25/11-14 S,1672,1862.0,1864.0,1
25/11-14 S,1672,1864.0,1868.0,2
25/11-14 S,1672,1868.0,1876.5,3
25/11-14 S,1672,1876.5,1883.0,4
25/11-14 S,1672,1883.25,1883.82,5
25/11-15,1872,1680.0,1696.0,1
25/11-15,1872,1696.8,1705.8,2
25/11-15,1872,1708.0,1728.0,3
25/11-15,1872,1728.0,1740.0,4
25/11-15,1872,1740.5,1762.6,5
25/11-15,1872,1762.6,1781.1,6
25/11-15,1872,1781.1,1796.6,7
25/11-16,1920,1699.0,1713.0,1
25/11-16,1920,1821.0,1838.4,10
25/11-16,1920,1839.0,1854.0,11
25/11-16,1920,1855.0,1881.3,12
25/11-16,1920,1882.0,1886.0,13
25/11-16,1920,1887.0,1914.45,14
25/11-16,1920,1713.0,1725.7,2
25/11-16,1920,1730.0,1740.3,3
25/11-16,1920,1747.5,1748.0,4
25/11-16,1920,1748.5,1767.0,5
25/11-16,1920,1767.5,1784.0,6
25/11-16,1920,1784.5,1786.0,7
25/11-16,1920,1786.0,1803.0,8
25/11-16,1920,1803.0,1820.7,9
25/11-17,1921,1625.5,1640.0,1
25/11-17,1921,1643.0,1651.58,2
25/11-17,1921,1654.0,1660.49,3
25/11-17,1921,1661.5,1679.0,4
25/11-17,1921,1679.6,1705.0,5
25/11-17,1921,1706.5,1732.0,6
25/11-17,1921,1732.6,1759.0,7
25/11-17,1921,2018.0,2035.85,8
25/11-17,1921,2248.0,2255.88,9
25/11-19 S,2562,1871.0,1889.35,1
25/11-19 S,2562,1889.4,1908.5,2
25/11-19 S,2562,1908.5,1936.7,3
25/11-20,2667,1661.0,1678.33,1
25/11-20,2667,1679.5,1697.1,2
25/11-20,2667,1697.5,1708.25,3
25/11-20,2667,1711.5,1719.5,4
25/11-21 S,2701,1778.0,1785.2,1
25/11-21 S,2701,1789.0,1807.65,2
25/11-21 S,2701,1808.0,1826.8,3
25/11-21 S,2701,1827.0,1846.0,4
25/11-21 S,2701,1846.0,1865.7,5
25/11-21 S,2701,1865.0,1874.9,6
25/11-21 S,2701,1876.0,1880.5,7
25/11-22,3243,1686.0,1717.9,1
25/11-22,3243,1718.0,1722.35,2
25/11-22,3243,1736.0,1746.0,3
25/11-22,3243,1747.0,1760.25,4
25/11-22,3243,1770.0,1770.2,5
25/11-23,3755,1710.0,1747.0,1
25/11-23,3755,1747.0,1765.5,2
25/11-25 S,5642,2045.0,2061.7,1
25/11-27,7179,1769.0,1795.46,1
25/11-28,7776,1992.0,2046.56,1
25/11-5,366,1723.34,1725.47,1
25/11-7,368,1748.6,1751.0,1
25/11-7,368,1751.0,1753.0,2
25/11-7,368,1753.0,1762.4,3
25/11-7,368,1762.4,1772.3,4
25/11-8,369,1730.2,1734.2,2
25/11-8,369,1737.0,1740.0,3
25/11-8,369,1742.5,1753.3,4
25/11-8,369,1756.0,1757.0,5
25/11-8,369,1762.3,1771.7,6
25/11-8,369,1771.6,1778.4,7
25/11-8,369,1781.2,1788.0,8
25/11-8,369,1791.0,1798.0,9
25/11-9,213,1718.0,1721.5,1
25/11-9,213,1734.0,1735.0,4
25/11-A-5 H,2922,2219.0,2244.3,1
25/11-A-5 H,2922,2245.0,2263.1,2
25/11-B-14 H,3317,1768.0,1793.75,1
25/11-B-14 H,3317,1794.4,1821.6,2
25/11-B-14 H,3317,1821.6,1848.65,3
25/11-B-14 H,3317,1848.65,1876.3,4
25/11-B-14 H,3317,1876.3,1903.07,5
25/11-B-7 H,3007,2076.0,2098.2,1
25/11-B-7 H,3007,2161.0,2187.75,2
25/11-C-17 H,3563,2197.0,2212.3,1
25/11-C-17 H,3563,2212.3,2247.4,2
25/11-C-3 CH,4200,2729.0,2782.5,1
25/11-C-3 H,2884,2008.0,2032.4,1
25/11-G-24,4338,1840.0,1849.75,1
25/11-G-24,4338,1852.0,1855.8,2
25/11-G-24,4338,1855.8,1860.27,3
25/11-G-24,4338,1879.5,1879.64,5
25/11-G-24,4338,1930.0,1953.2,6
25/11-G-24,4338,1957.0,1974.15,7
25/11-G-24,4338,1975.0,2002.65,8
25/11-G-24,4338,2002.65,2024.1,9
25/11-G-27,4455,1935.6,1960.5,1
25/11-G-27,4455,1963.0,1982.25,2
25/11-G-27,4455,1985.5,2005.83,3
25/11-G-27,4455,2005.85,2010.55,4
25/12-1,374,2449.71,2455.29,1
25/1-3,349,1951.0,1965.3,1
25/1-3,349,1969.0,1982.9,2
25/1-3,349,1991.1,2005.0,3
25/1-3,349,2563.0,2565.5,4
25/1-4,350,1922.0,1933.0,1
25/1-4,350,1935.5,1949.5,2
25/1-4,350,1953.5,1970.5,3
25/1-4,350,1970.5,1976.5,4
25/1-4,350,1984.0,1990.0,5
25/1-4,350,1993.0,1999.0,6
25/1-4,350,2001.0,2010.0,7
25/1-4,350,2010.0,2023.5,8
