Wellbore,Title,Document URL
34/10-12,34/10-12 OLD NPD WDSS: 204_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/204_01_WDSS_General_Information.pdf
34/10-12,34/10-12 OLD NPD WDSS: 204_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/204_02_WDSS_completion_log.pdf
34/10-12,34/10-12 PRESSURE PLOT: 204_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/204_Formation_pressure_(Formasjonstrykk).pdf
34/10-12,34/10-12 REPORTED BY LICENSEE: 204_34_10_12_Completion_log (pdf),https://factpages.npd.no/pbl/wellbore_documents/204_34_10_12_Completion_log.pdf
34/10-12,34/10-12 REPORTED BY LICENSEE: 204_34_10_12_Completion_Report (pdf),https://factpages.npd.no/pbl/wellbore_documents/204_34_10_12_Completion_Report.pdf
34/10-12,34/10-12 REPORTED BY LICENSEE: 204_34_10_12_Conventional_Core_Analysis (pdf),https://factpages.npd.no/pbl/wellbore_documents/204_34_10_12_Conventional_Core_Analysis.pdf
34/10-12,34/10-12 REPORTED BY LICENSEE: 204_34_10_12_Paleontological_Stratigraphical_1600_2800m (pdf),https://factpages.npd.no/pbl/wellbore_documents/204_34_10_12_Paleontological_Stratigraphical_1600_2800m.pdf
34/10-12,34/10-12 REPORTED BY LICENSEE: 204_34_10_12_Petrofysisk_Evaluering (pdf),https://factpages.npd.no/pbl/wellbore_documents/204_34_10_12_Petrofysisk_Evaluering.pdf
34/10-12,34/10-12 REPORTED BY LICENSEE: 204_34_10_12_Source_Rock_Evaluation (pdf),https://factpages.npd.no/pbl/wellbore_documents/204_34_10_12_Source_Rock_Evaluation.pdf
34/10-13,34/10-13 GEOCHEMICAL INFORMATION: 431_GCH_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/431_GCH_1.pdf
34/10-13,34/10-13 GEOCHEMICAL INFORMATION: 431_GCH_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/431_GCH_2.pdf
34/10-13,34/10-13 OLD NPD WDSS: 431_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/431_01_WDSS_General_Information.pdf
34/10-13,34/10-13 OLD NPD WDSS: 431_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/431_02_WDSS_completion_log.pdf
34/10-13,34/10-13 PRESSURE PLOT: 431_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/431_Formation_pressure_(Formasjonstrykk).pdf
34/10-13,34/10-13 REPORTED BY LICENSEE: 431_34_10_13_Completion_log (pdf),https://factpages.npd.no/pbl/wellbore_documents/431_34_10_13_Completion_log.pdf
34/10-13,34/10-13 REPORTED BY LICENSEE: 431_34_10_13_Completion_Report (pdf),https://factpages.npd.no/pbl/wellbore_documents/431_34_10_13_Completion_Report.pdf
34/10-13,34/10-13 REPORTED BY LICENSEE: 431_34_10_13_Conventional_Core_Data (pdf),https://factpages.npd.no/pbl/wellbore_documents/431_34_10_13_Conventional_Core_Data.pdf
34/10-13,34/10-13 REPORTED BY LICENSEE: 431_34_10_13_Paleontological_Stratigraphical_Final_Report (pdf),https://factpages.npd.no/pbl/wellbore_documents/431_34_10_13_Paleontological_Stratigraphical_Final_Report.pdf
34/10-13,34/10-13 REPORTED BY LICENSEE: 431_34_10_13_Petrofysisk_Evaluering (pdf),https://factpages.npd.no/pbl/wellbore_documents/431_34_10_13_Petrofysisk_Evaluering.pdf
34/10-13,34/10-13 REPORTED BY LICENSEE: 431_34_10_13_PVT_study (pdf),https://factpages.npd.no/pbl/wellbore_documents/431_34_10_13_PVT_study.pdf
34/10-13,34/10-13 REPORTED BY LICENSEE: 431_34_10_13_Reservoir_Fluid_Study (pdf),https://factpages.npd.no/pbl/wellbore_documents/431_34_10_13_Reservoir_Fluid_Study.pdf
34/10-13,34/10-13 REPORTED BY LICENSEE: 431_34_10_13_Sedimentological_Description (pdf),https://factpages.npd.no/pbl/wellbore_documents/431_34_10_13_Sedimentological_Description.pdf
34/10-13,34/10-13 REPORTED BY LICENSEE: 431_34_10_13_Well_Test_Report (pdf),https://factpages.npd.no/pbl/wellbore_documents/431_34_10_13_Well_Test_Report.pdf
34/10-14,34/10-14 OLD NPD WDSS: 95_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/95_01_WDSS_General_Information.pdf
34/10-14,34/10-14 OLD NPD WDSS: 95_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/95_02_WDSS_completion_log.pdf
34/10-14,34/10-14 PRESSURE PLOT: 95_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/95_Formation_pressure_(Formasjonstrykk).pdf
34/10-14,34/10-14 REPORTED BY LICENSEE: 95_34_10_14_Biostratigraphy (pdf),https://factpages.npd.no/pbl/wellbore_documents/95_34_10_14_Biostratigraphy.pdf
34/10-14,34/10-14 REPORTED BY LICENSEE: 95_34_10_14_Comppletion_Report (pdf),https://factpages.npd.no/pbl/wellbore_documents/95_34_10_14_Comppletion_Report.pdf
34/10-14,34/10-14 REPORTED BY LICENSEE: 95_34_10_14_Geco_Core_1-10 (pdf),https://factpages.npd.no/pbl/wellbore_documents/95_34_10_14_Geco_Core_1-10.pdf
34/10-14,34/10-14 REPORTED BY LICENSEE: 95_34_10_14_PVT_analysis (pdf),https://factpages.npd.no/pbl/wellbore_documents/95_34_10_14_PVT_analysis.pdf
34/10-14,34/10-14 REPORTED BY LICENSEE: 95_34_10_14_Residuell_Oljemetning_i_oljesonen (pdf),https://factpages.npd.no/pbl/wellbore_documents/95_34_10_14_Residuell_Oljemetning_i_oljesonen.pdf
34/10-14,34/10-14 REPORTED BY LICENSEE: 95_34_10_14_Surface_Pressures (pdf),https://factpages.npd.no/pbl/wellbore_documents/95_34_10_14_Surface_Pressures.pdf
34/10-14,34/10-14 REPORTED BY LICENSEE: 95_34_10_14_TBP_Destillation_of_oil_DST1 (pdf),https://factpages.npd.no/pbl/wellbore_documents/95_34_10_14_TBP_Destillation_of_oil_DST1.pdf
34/10-14,34/10-14 REPORTED BY LICENSEE: 95_34_10_14_Well_Test_Report (pdf),https://factpages.npd.no/pbl/wellbore_documents/95_34_10_14_Well_Test_Report.pdf
34/10-15,34/10-15 OLD NPD WDSS: 67_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/67_01_WDSS_General_Information.pdf
34/10-15,34/10-15 OLD NPD WDSS: 67_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/67_02_WDSS_completion_log.pdf
34/10-15,34/10-15 PRESSURE PLOT: 67_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/67_Formation_pressure_(Formasjonstrykk).pdf
34/10-15,34/10-15 REPORTED BY LICENSEE: 67_34_10_15_ Reservoarstudie_over_Delta_Struktur (pdf),https://factpages.npd.no/pbl/wellbore_documents/67_34_10_15_ Reservoarstudie_over_Delta_Struktur.pdf
34/10-15,34/10-15 REPORTED BY LICENSEE: 67_34_10_15_Completion_Report (pdf),https://factpages.npd.no/pbl/wellbore_documents/67_34_10_15_Completion_Report.pdf
34/10-15,34/10-15 REPORTED BY LICENSEE: 67_34_10_15_Paleontological_Stratigraphical_Final_Report (pdf),https://factpages.npd.no/pbl/wellbore_documents/67_34_10_15_Paleontological_Stratigraphical_Final_Report.pdf
34/10-15,34/10-15 REPORTED BY LICENSEE: 67_34_10_15_Petrofysisk_Evaluering (pdf),https://factpages.npd.no/pbl/wellbore_documents/67_34_10_15_Petrofysisk_Evaluering.pdf
34/10-15,34/10-15 REPORTED BY LICENSEE: 67_34_10_15_Petrografi_av_Brentgruppen (pdf),https://factpages.npd.no/pbl/wellbore_documents/67_34_10_15_Petrografi_av_Brentgruppen.pdf
34/10-15,34/10-15 REPORTED BY LICENSEE: 67_34_10_15_Routine_Core_Analysis (pdf),https://factpages.npd.no/pbl/wellbore_documents/67_34_10_15_Routine_Core_Analysis.pdf
34/10-15,34/10-15 REPORTED BY LICENSEE: 67_34_10_15_Special_Core_Analysis (pdf),https://factpages.npd.no/pbl/wellbore_documents/67_34_10_15_Special_Core_Analysis.pdf
34/10-15,34/10-15 REPORTED BY LICENSEE: 67_34_10_15_Water_Analysis (pdf),https://factpages.npd.no/pbl/wellbore_documents/67_34_10_15_Water_Analysis.pdf
34/10-15,34/10-15 REPORTED BY LICENSEE: 67_34_10_15_Well_Testing (pdf),https://factpages.npd.no/pbl/wellbore_documents/67_34_10_15_Well_Testing.pdf
34/10-16,34/10-16 GEOCHEMICAL INFORMATION: 59_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/59_1.pdf
34/10-16,34/10-16 GEOCHEMICAL INFORMATION: 59_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/59_2.pdf
34/10-16,34/10-16 GEOCHEMICAL INFORMATION: 59_3 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/59_3.pdf
34/10-16,34/10-16 OLD NPD WDSS: 59_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/59_01_WDSS_General_Information.pdf
34/10-16,34/10-16 OLD NPD WDSS: 59_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/59_02_WDSS_completion_log.pdf
34/10-16,34/10-16 REPORTED BY LICENSEE: 59_34_10_16_Analysis_of_Core_Samples (pdf),https://factpages.npd.no/pbl/wellbore_documents/59_34_10_16_Analysis_of_Core_Samples.pdf
34/10-16,34/10-16 REPORTED BY LICENSEE: 59_34_10_16_Completion_log (pdf),https://factpages.npd.no/pbl/wellbore_documents/59_34_10_16_Completion_log.pdf
34/10-16,34/10-16 REPORTED BY LICENSEE: 59_34_10_16_Completion_Report (PDF),https://factpages.npd.no/pbl/wellbore_documents/59_34_10_16_Completion_Report.PDF
34/10-16,34/10-16 REPORTED BY LICENSEE: 59_34_10_16_Interpretation_Of_Drill_Stem_Test (pdf),https://factpages.npd.no/pbl/wellbore_documents/59_34_10_16_Interpretation_Of_Drill_Stem_Test.pdf
34/10-16,34/10-16 REPORTED BY LICENSEE: 59_34_10_16_Petrophysical_Evaluation (pdf),https://factpages.npd.no/pbl/wellbore_documents/59_34_10_16_Petrophysical_Evaluation.pdf
34/10-16,34/10-16 REPORTED BY LICENSEE: 59_34_10_16_PVT Analysis_DST1_Jan84 (pdf),https://factpages.npd.no/pbl/wellbore_documents/59_34_10_16_PVT Analysis_DST1_Jan84.pdf
34/10-16,34/10-16 REPORTED BY LICENSEE: 59_34_10_16_PVT_ analysis_DST1 (pdf),https://factpages.npd.no/pbl/wellbore_documents/59_34_10_16_PVT_ analysis_DST1.pdf
34/10-16,34/10-16 REPORTED BY LICENSEE: 59_34_10_16_Reservoir_Fluid_Study (pdf),https://factpages.npd.no/pbl/wellbore_documents/59_34_10_16_Reservoir_Fluid_Study.pdf
34/10-16,34/10-16 REPORTED BY LICENSEE: 59_34_10_16_Routine_Core_Analysis (pdf),https://factpages.npd.no/pbl/wellbore_documents/59_34_10_16_Routine_Core_Analysis.pdf
34/10-16,34/10-16 REPORTED BY LICENSEE: 59_34_10_16_R_Completion_Report (pdf),https://factpages.npd.no/pbl/wellbore_documents/59_34_10_16_R_Completion_Report.pdf
34/10-16,34/10-16 REPORTED BY LICENSEE: 59_34_10_16_Source_Rock_Analyses (pdf),https://factpages.npd.no/pbl/wellbore_documents/59_34_10_16_Source_Rock_Analyses.pdf
34/10-16,34/10-16 REPORTED BY LICENSEE: 59_34_10_16_Special_Core_Analysis_Study (pdf),https://factpages.npd.no/pbl/wellbore_documents/59_34_10_16_Special_Core_Analysis_Study.pdf
34/10-16,34/10-16 REPORTED BY LICENSEE: 59_34_10_16_Special_Core_Analysis_Study_Sep84 (pdf),https://factpages.npd.no/pbl/wellbore_documents/59_34_10_16_Special_Core_Analysis_Study_Sep84.pdf
34/10-16,34/10-16 REPORTED BY LICENSEE: 59_34_10_16_Special_Core_Analysis_Study_Vol1 (pdf),https://factpages.npd.no/pbl/wellbore_documents/59_34_10_16_Special_Core_Analysis_Study_Vol1.pdf
34/10-16,34/10-16 REPORTED BY LICENSEE: 59_34_10_16_Special_Core_Analysis_Study_Vol2 (pdf),https://factpages.npd.no/pbl/wellbore_documents/59_34_10_16_Special_Core_Analysis_Study_Vol2.pdf
34/10-16,34/10-16 REPORTED BY LICENSEE: 59_34_10_16_Spesial_Core_Analysis_Geco_64plugs (pdf),https://factpages.npd.no/pbl/wellbore_documents/59_34_10_16_Spesial_Core_Analysis_Geco_64plugs.pdf
34/10-16,34/10-16 REPORTED BY LICENSEE: 59_34_10_16_Stratigraphical_Paleontological_Report (pdf),https://factpages.npd.no/pbl/wellbore_documents/59_34_10_16_Stratigraphical_Paleontological_Report.pdf
34/10-16,34/10-16 REPORTED BY LICENSEE: 59_34_10_16_Vitrinite_Reflectance (pdf),https://factpages.npd.no/pbl/wellbore_documents/59_34_10_16_Vitrinite_Reflectance.pdf
34/10-16,34/10-16 REPORTED BY LICENSEE: 59_34_10_16_Well_Testing_Report (pdf),https://factpages.npd.no/pbl/wellbore_documents/59_34_10_16_Well_Testing_Report.pdf
34/10-16,34/10-16 REPORTED BY LICENSEE: 59_34_10_16_Well_Testing_Report_DST1 (pdf),https://factpages.npd.no/pbl/wellbore_documents/59_34_10_16_Well_Testing_Report_DST1.pdf
34/10-16,34/10-16 REPORTED BY LICENSEE: 59_34_10_16_Well_Testing_Report_DST2 (pdf),https://factpages.npd.no/pbl/wellbore_documents/59_34_10_16_Well_Testing_Report_DST2.pdf
34/10-16 R,34/10-16 R GEOCHEMICAL INFORMATION: 494_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/494_1.pdf
34/10-16 R,34/10-16 R GEOCHEMICAL INFORMATION: 494_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/494_2.pdf
34/10-16 R,34/10-16 R OLD NPD WDSS: 494_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/494_01_WDSS_General_Information.pdf
34/10-16 R,34/10-16 R PRESSURE PLOT: 494_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/494_Formation_pressure_(Formasjonstrykk).pdf
34/10-17,34/10-17 GEOCHEMICAL INFORMATION: 5_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/5_1.pdf
34/10-17,34/10-17 GEOCHEMICAL INFORMATION: 5_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/5_2.pdf
34/10-17,34/10-17 GEOCHEMICAL INFORMATION: 5_3 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/5_3.pdf
34/10-17,34/10-17 OLD NPD WDSS: 5_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/5_01_WDSS_General_Information.pdf
34/10-17,34/10-17 OLD NPD WDSS: 5_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/5_02_WDSS_completion_log.pdf
34/10-17,34/10-17 PRESSURE PLOT: 5_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/5_Formation_pressure_(Formasjonstrykk).pdf
34/10-17,34/10-17 REPORTED BY LICENSEE: 5_34_10_17_Analysis_of_core_samples (pdf),https://factpages.npd.no/pbl/wellbore_documents/5_34_10_17_Analysis_of_core_samples.pdf
34/10-17,"34/10-17 REPORTED BY LICENSEE: 5_34_10_17_Analysis_of_oil,_cores_and_coal_samples (pdf)","https://factpages.npd.no/pbl/wellbore_documents/5_34_10_17_Analysis_of_oil,_cores_and_coal_samples.pdf"
34/10-17,34/10-17 REPORTED BY LICENSEE: 5_34_10_17_Completion_log (pdf),https://factpages.npd.no/pbl/wellbore_documents/5_34_10_17_Completion_log.pdf
34/10-17,34/10-17 REPORTED BY LICENSEE: 5_34_10_17_Completion_Report (pdf),https://factpages.npd.no/pbl/wellbore_documents/5_34_10_17_Completion_Report.pdf
34/10-17,34/10-17 REPORTED BY LICENSEE: 5_34_10_17_FMT_Report (pdf),https://factpages.npd.no/pbl/wellbore_documents/5_34_10_17_FMT_Report.pdf
34/10-17,34/10-17 REPORTED BY LICENSEE: 5_34_10_17_Funnevalueringsrapport (pdf),https://factpages.npd.no/pbl/wellbore_documents/5_34_10_17_Funnevalueringsrapport.pdf
34/10-17,34/10-17 REPORTED BY LICENSEE: 5_34_10_17_Petrophysical_Evaluation (pdf),https://factpages.npd.no/pbl/wellbore_documents/5_34_10_17_Petrophysical_Evaluation.pdf
34/10-17,34/10-17 REPORTED BY LICENSEE: 5_34_10_17_PVT_analysis_of_bottom_hole_sample (pdf),https://factpages.npd.no/pbl/wellbore_documents/5_34_10_17_PVT_analysis_of_bottom_hole_sample.pdf
34/10-17,34/10-17 REPORTED BY LICENSEE: 5_34_10_17_Routine_Core_Analysis (pdf),https://factpages.npd.no/pbl/wellbore_documents/5_34_10_17_Routine_Core_Analysis.pdf
34/10-17,34/10-17 REPORTED BY LICENSEE: 5_34_10_17_Source_Rock_Analysis (pdf),https://factpages.npd.no/pbl/wellbore_documents/5_34_10_17_Source_Rock_Analysis.pdf
34/10-17,34/10-17 REPORTED BY LICENSEE: 5_34_10_17_Stratigraphical_Paleontological_Final_Report (pdf),https://factpages.npd.no/pbl/wellbore_documents/5_34_10_17_Stratigraphical_Paleontological_Final_Report.pdf
34/10-17,34/10-17 REPORTED BY LICENSEE: 5_34_10_17_TBP_distillation_of_oil_DST2 (PDF),https://factpages.npd.no/pbl/wellbore_documents/5_34_10_17_TBP_distillation_of_oil_DST2.PDF
34/10-17,34/10-17 REPORTED BY LICENSEE: 5_34_10_17_Water_Analysis_DST1 (pdf),https://factpages.npd.no/pbl/wellbore_documents/5_34_10_17_Water_Analysis_DST1.pdf
34/10-17,34/10-17 REPORTED BY LICENSEE: 5_34_10_17_Well_Testing_Report (pdf),https://factpages.npd.no/pbl/wellbore_documents/5_34_10_17_Well_Testing_Report.pdf
34/10-18,34/10-18 GEOCHEMICAL INFORMATION: 23_3 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/23_3.pdf
34/10-18,34/10-18 GEOCHEMICAL INFORMATION: 23_4 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/23_4.pdf
34/10-18,34/10-18 GEOCHEMICAL INFORMATION: 23_5 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/23_5.pdf
34/10-18,34/10-18 GEOCHEMICAL INFORMATION: 23_6 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/23_6.pdf
34/10-18,34/10-18 GEOCHEMICAL INFORMATION: 23_7 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/23_7.pdf
34/10-18,34/10-18 GEOCHEMICAL INFORMATION: 23_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/23_1.pdf
34/10-18,34/10-18 GEOCHEMICAL INFORMATION: 23_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/23_2.pdf
34/10-18,34/10-18 OLD NPD WDSS: 23_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/23_01_WDSS_General_Information.pdf
34/10-18,34/10-18 OLD NPD WDSS: 23_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/23_02_WDSS_completion_log.pdf
34/10-18,34/10-18 REPORTED BY LICENSEE: 23_34_10_18_Completion_log (pdf),https://factpages.npd.no/pbl/wellbore_documents/23_34_10_18_Completion_log.pdf
34/10-18,34/10-18 REPORTED BY LICENSEE: 23_34_10_18_Completion_Report (PDF),https://factpages.npd.no/pbl/wellbore_documents/23_34_10_18_Completion_Report.PDF
34/10-18,34/10-18 REPORTED BY LICENSEE: 23_34_10_18_Formation_Evalution (pdf),https://factpages.npd.no/pbl/wellbore_documents/23_34_10_18_Formation_Evalution.pdf
34/10-18,34/10-18 REPORTED BY LICENSEE: 23_34_10_18_Geokjemisk_Analyse (pdf),https://factpages.npd.no/pbl/wellbore_documents/23_34_10_18_Geokjemisk_Analyse.pdf
34/10-18,34/10-18 REPORTED BY LICENSEE: 23_34_10_18_Stratigraphical_Paleontological_Report (pdf),https://factpages.npd.no/pbl/wellbore_documents/23_34_10_18_Stratigraphical_Paleontological_Report.pdf
34/10-18,34/10-18 REPORTED BY LICENSEE: 23_34_10_18_Wellsite_Gas_Analysis (pdf),https://factpages.npd.no/pbl/wellbore_documents/23_34_10_18_Wellsite_Gas_Analysis.pdf
34/10-19,34/10-19 OLD NPD WDSS: 33_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/33_01_WDSS_General_Information.pdf
34/10-19,34/10-19 OLD NPD WDSS: 33_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/33_02_WDSS_completion_log.pdf
34/10-19,34/10-19 PRESSURE PLOT: 33_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/33_Formation_pressure_(Formasjonstrykk).pdf
34/10-19,34/10-19 REPORTED BY LICENSEE: 33_34_10_19_Completion_log (pdf),https://factpages.npd.no/pbl/wellbore_documents/33_34_10_19_Completion_log.pdf
34/10-19,34/10-19 REPORTED BY LICENSEE: 33_34_10_19_Completion_Report (PDF),https://factpages.npd.no/pbl/wellbore_documents/33_34_10_19_Completion_Report.PDF
34/10-19,34/10-19 REPORTED BY LICENSEE: 33_34_10_19_Core_Analysis_Report (pdf),https://factpages.npd.no/pbl/wellbore_documents/33_34_10_19_Core_Analysis_Report.pdf
34/10-19,34/10-19 REPORTED BY LICENSEE: 33_34_10_19_Petrofysisk_Evaluering (pdf),https://factpages.npd.no/pbl/wellbore_documents/33_34_10_19_Petrofysisk_Evaluering.pdf
34/10-19,34/10-19 REPORTED BY LICENSEE: 33_34_10_19_Stratigraphical_Paleontological (pdf),https://factpages.npd.no/pbl/wellbore_documents/33_34_10_19_Stratigraphical_Paleontological.pdf
34/10-2,34/10-2 GEOCHEMICAL INFORMATION: 425_GCH_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/425_GCH_1.pdf
34/10-2,34/10-2 GEOCHEMICAL INFORMATION: 425_GCH_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/425_GCH_2.pdf
34/10-2,34/10-2 GEOCHEMICAL INFORMATION: 425_GCH_3 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/425_GCH_3.pdf
34/10-2,34/10-2 GEOCHEMICAL INFORMATION: 425_GCH_4 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/425_GCH_4.pdf
34/10-2,34/10-2 GEOCHEMICAL INFORMATION: 425_GCH_5 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/425_GCH_5.pdf
34/10-2,34/10-2 OLD NPD WDSS: 425_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/425_01_WDSS_General_Information.pdf
34/10-2,34/10-2 OLD NPD WDSS: 425_03_WDSS_lithlog (pdf),https://factpages.npd.no/pbl/wdss_old/425_03_WDSS_lithlog.pdf
34/10-2,34/10-2 PRESSURE PLOT: 425_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/425_Formation_pressure_(Formasjonstrykk).pdf
34/10-2,34/10-2 REPORTED BY LICENSEE: 425_34_10_2_Aalyse_av_formasjonsvann_analyseresultat (pdf),https://factpages.npd.no/pbl/wellbore_documents/425_34_10_2_Aalyse_av_formasjonsvann_analyseresultat.pdf
34/10-2,34/10-2 REPORTED BY LICENSEE: 425_34_10_2_Anallysis_of_oil (pdf),https://factpages.npd.no/pbl/wellbore_documents/425_34_10_2_Anallysis_of_oil.pdf
34/10-2,34/10-2 REPORTED BY LICENSEE: 425_34_10_2_Comparison_of_7_oil_samples (pdf),https://factpages.npd.no/pbl/wellbore_documents/425_34_10_2_Comparison_of_7_oil_samples.pdf
34/10-2,34/10-2 REPORTED BY LICENSEE: 425_34_10_2_CompletionReport (pdf),https://factpages.npd.no/pbl/wellbore_documents/425_34_10_2_CompletionReport.pdf
34/10-2,34/10-2 REPORTED BY LICENSEE: 425_34_10_2_Completion_report (pdf),https://factpages.npd.no/pbl/wellbore_documents/425_34_10_2_Completion_report.pdf
34/10-2,34/10-2 REPORTED BY LICENSEE: 425_34_10_2_Core_photes (pdf),https://factpages.npd.no/pbl/wellbore_documents/425_34_10_2_Core_photes.pdf
34/10-2,34/10-2 REPORTED BY LICENSEE: 425_34_10_2_GC-MS_Analysis_of_oil (pdf),https://factpages.npd.no/pbl/wellbore_documents/425_34_10_2_GC-MS_Analysis_of_oil.pdf
34/10-2,34/10-2 REPORTED BY LICENSEE: 425_34_10_2_Hydrocarbon_source_patterns (pdf),https://factpages.npd.no/pbl/wellbore_documents/425_34_10_2_Hydrocarbon_source_patterns.pdf
34/10-2,34/10-2 REPORTED BY LICENSEE: 425_34_10_2_Maturity_analysis_on_cool_samples (pdf),https://factpages.npd.no/pbl/wellbore_documents/425_34_10_2_Maturity_analysis_on_cool_samples.pdf
34/10-2,34/10-2 REPORTED BY LICENSEE: 425_34_10_2_Measurement_of_saturation_exponent (pdf),https://factpages.npd.no/pbl/wellbore_documents/425_34_10_2_Measurement_of_saturation_exponent.pdf
34/10-2,34/10-2 REPORTED BY LICENSEE: 425_34_10_2_Observasjoner_av_olje_gass_emulsjon (pdf),https://factpages.npd.no/pbl/wellbore_documents/425_34_10_2_Observasjoner_av_olje_gass_emulsjon.pdf
34/10-2,34/10-2 REPORTED BY LICENSEE: 425_34_10_2_Partial_PTV_study_on_RFT_sample (pdf),https://factpages.npd.no/pbl/wellbore_documents/425_34_10_2_Partial_PTV_study_on_RFT_sample.pdf
34/10-2,34/10-2 REPORTED BY LICENSEE: 425_34_10_2_Pressure_prediction (pdf),https://factpages.npd.no/pbl/wellbore_documents/425_34_10_2_Pressure_prediction.pdf
34/10-2,34/10-2 REPORTED BY LICENSEE: 425_34_10_2_PTV_study (pdf),https://factpages.npd.no/pbl/wellbore_documents/425_34_10_2_PTV_study.pdf
34/10-2,34/10-2 REPORTED BY LICENSEE: 425_34_10_2_PTV_study_of_recombined_surface_samples (pdf),https://factpages.npd.no/pbl/wellbore_documents/425_34_10_2_PTV_study_of_recombined_surface_samples.pdf
34/10-2,34/10-2 REPORTED BY LICENSEE: 425_34_10_2_PTV_study_og_bottom_samples (pdf),https://factpages.npd.no/pbl/wellbore_documents/425_34_10_2_PTV_study_og_bottom_samples.pdf
34/10-2,34/10-2 REPORTED BY LICENSEE: 425_34_10_2_Reservoir_fluid_study_for_Statiol (pdf),https://factpages.npd.no/pbl/wellbore_documents/425_34_10_2_Reservoir_fluid_study_for_Statiol.pdf
34/10-2,34/10-2 REPORTED BY LICENSEE: 425_34_10_2_RFT_rapport (pdf),https://factpages.npd.no/pbl/wellbore_documents/425_34_10_2_RFT_rapport.pdf
34/10-2,34/10-2 REPORTED BY LICENSEE: 425_34_10_2_Source_rock_evaluation (pdf),https://factpages.npd.no/pbl/wellbore_documents/425_34_10_2_Source_rock_evaluation.pdf
34/10-2,34/10-2 REPORTED BY LICENSEE: 425_34_10_2_Special_core_analysis_report_1 (pdf),https://factpages.npd.no/pbl/wellbore_documents/425_34_10_2_Special_core_analysis_report_1.pdf
34/10-2,34/10-2 REPORTED BY LICENSEE: 425_34_10_2_Transfer_rapport_RFT_samples (pdf),https://factpages.npd.no/pbl/wellbore_documents/425_34_10_2_Transfer_rapport_RFT_samples.pdf
