Wellbore,Title,Document URL
2/7-19,2/7-19 GEOCHEMICAL INFORMATION: 1367_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1367_1.pdf
2/7-19,2/7-19 GEOCHEMICAL INFORMATION: 1367_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1367_2.pdf
2/7-19,2/7-19 OLD NPD WDSS: 1367_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/1367_01_WDSS_General_Information.pdf
2/7-19,2/7-19 OLD NPD WDSS: 1367_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/1367_02_WDSS_completion_log.pdf
2/7-19,2/7-19 PRESSURE PLOT: 1367_Formation_pressure_(Formasjonstrykk) (PDF),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/1367_Formation_pressure_(Formasjonstrykk).PDF
2/7-19,2/7-19 REPORTED BY LICENSEE: 1367_01_2_7_19_Completion_Report_and_Completion_log (pdf),https://factpages.npd.no/pbl/wellbore_documents/1367_01_2_7_19_Completion_Report_and_Completion_log.pdf
2/7-19,2/7-19 REPORTED BY LICENSEE: 1367_01_2_7_19_Final_Well_Report_Exploratory (pdf),https://factpages.npd.no/pbl/wellbore_documents/1367_01_2_7_19_Final_Well_Report_Exploratory.pdf
2/7-19,2/7-19 REPORTED BY LICENSEE: 1367_04_2_7_19_Ebba_Palynology_and_Source_Rock_Potential (pdf),https://factpages.npd.no/pbl/wellbore_documents/1367_04_2_7_19_Ebba_Palynology_and_Source_Rock_Potential.pdf
2/7-19 R,2/7-19 R GEOCHEMICAL INFORMATION: 1512_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1512_1.pdf
2/7-19 R,2/7-19 R GEOCHEMICAL INFORMATION: 1512_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1512_2.pdf
2/7-2,2/7-2 GEOCHEMICAL INFORMATION: 187_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/187_1.pdf
2/7-2,2/7-2 GEOCHEMICAL INFORMATION: 187_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/187_2.pdf
2/7-2,2/7-2 GEOCHEMICAL INFORMATION: 187_3 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/187_3.pdf
2/7-2,2/7-2 NPD PAPER: 187_01_NPD_Paper_No.30_Geology_of_the_Eldfisk_Area__Well_2_7_2 (pdf),https://factpages.npd.no/pbl/NPD_papers/187_01_NPD_Paper_No.30_Geology_of_the_Eldfisk_Area__Well_2_7_2.pdf
2/7-2,2/7-2 NPD PAPER: 187_02_NPD_Paper_No.32_Stratigraphic_Correlation_chart_Profile_4__Well_2_7_2 (pdf),https://factpages.npd.no/pbl/NPD_papers/187_02_NPD_Paper_No.32_Stratigraphic_Correlation_chart_Profile_4__Well_2_7_2.pdf
2/7-2,2/7-2 NPD PAPER: 187_03_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart__Well_2_7_2 (pdf),https://factpages.npd.no/pbl/NPD_papers/187_03_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart__Well_2_7_2.pdf
2/7-2,2/7-2 OLD NPD WDSS: 187_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/187_01_WDSS_General_Information.pdf
2/7-2,2/7-2 REPORTED BY LICENSEE: 187_1_2_7_2_Completion_log (pdf),https://factpages.npd.no/pbl/wellbore_documents/187_1_2_7_2_Completion_log.pdf
2/7-2,2/7-2 REPORTED BY LICENSEE: 187_1_2_7_2_Completion_report (pdf),https://factpages.npd.no/pbl/wellbore_documents/187_1_2_7_2_Completion_report.pdf
2/7-20,2/7-20 GEOCHEMICAL INFORMATION: 1062_GCH_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1062_GCH_1.pdf
2/7-20,2/7-20 GEOCHEMICAL INFORMATION: 1062_GCH_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1062_GCH_2.pdf
2/7-20,2/7-20 GEOCHEMICAL INFORMATION: 1062_GCH_3 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1062_GCH_3.pdf
2/7-20,2/7-20 GEOCHEMICAL INFORMATION: 1062_GCH_4 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1062_GCH_4.pdf
2/7-20,2/7-20 GEOCHEMICAL INFORMATION: 1062_GCH_5 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1062_GCH_5.pdf
2/7-20,2/7-20 OLD NPD WDSS: 1062_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/1062_01_WDSS_General_Information.pdf
2/7-20,2/7-20 OLD NPD WDSS: 1062_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/1062_02_WDSS_completion_log.pdf
2/7-20,2/7-20 PRESSURE PLOT: 1062_Formation_pressure_(Formasjonstrykk) (PDF),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/1062_Formation_pressure_(Formasjonstrykk).PDF
2/7-20,2/7-20 REPORTED BY LICENSEE: 1062_2_7_20_Completion_log (pdf),https://factpages.npd.no/pbl/wellbore_documents/1062_2_7_20_Completion_log.pdf
2/7-20,2/7-20 REPORTED BY LICENSEE: 1062_2_7_20_Completion_report (pdf),https://factpages.npd.no/pbl/wellbore_documents/1062_2_7_20_Completion_report.pdf
2/7-21 S,2/7-21 S GEOCHEMICAL INFORMATION: 1394_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1394_1.pdf
2/7-21 S,2/7-21 S GEOCHEMICAL INFORMATION: 1394_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1394_2.pdf
2/7-21 S,2/7-21 S GEOCHEMICAL INFORMATION: 1394_3 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1394_3.pdf
2/7-21 S,2/7-21 S OLD NPD WDSS: 1394_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/1394_01_WDSS_General_Information.pdf
2/7-21 S,2/7-21 S OLD NPD WDSS: 1394_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/1394_02_WDSS_completion_log.pdf
2/7-21 S,2/7-21 S PRESSURE PLOT: 1394_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/1394_Formation_pressure_(Formasjonstrykk).pdf
2/7-21 S,2/7-21 S REPORTED BY LICENSEE: 1394_2_7_21_S_COMPLETION_REPORT (pdf),https://factpages.npd.no/pbl/wellbore_documents/1394_2_7_21_S_COMPLETION_REPORT.pdf
2/7-22,2/7-22 COMPOSITE LOG: 1495 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/1495.pdf
2/7-22,2/7-22 GEOCHEMICAL INFORMATION: 1495_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1495_1.pdf
2/7-22,2/7-22 GEOCHEMICAL INFORMATION: 1495_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1495_2.pdf
2/7-22,2/7-22 GEOCHEMICAL INFORMATION: 1495_3 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1495_3.pdf
2/7-22,2/7-22 OLD NPD WDSS: 1495_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/1495_01_WDSS_General_Information.pdf
2/7-22,2/7-22 OLD NPD WDSS: 1495_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/1495_02_WDSS_completion_log.pdf
2/7-22,2/7-22 PRESSURE PLOT: 1495_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/1495_Formation_pressure_(Formasjonstrykk).pdf
2/7-22,2/7-22 REPORTED BY LICENSEE: 1495_2_7_22_COMPLETION_LOG (pdf),https://factpages.npd.no/pbl/wellbore_documents/1495_2_7_22_COMPLETION_LOG.pdf
2/7-22,2/7-22 REPORTED BY LICENSEE: 1495_2_7_22_COMPLETION_REPORT (pdf),https://factpages.npd.no/pbl/wellbore_documents/1495_2_7_22_COMPLETION_REPORT.pdf
2/7-23 S,2/7-23 S GEOCHEMICAL INFORMATION: 1547_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1547_1.pdf
2/7-23 S,2/7-23 S GEOCHEMICAL INFORMATION: 1547_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1547_2.pdf
2/7-23 S,2/7-23 S OLD NPD WDSS: 1547_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/1547_01_WDSS_General_Information.pdf
2/7-23 S,2/7-23 S OLD NPD WDSS: 1547_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/1547_02_WDSS_completion_log.pdf
2/7-23 S,2/7-23 S PRESSURE PLOT: 1547_Formation_pressure_(Formasjonstrykk) (PDF),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/1547_Formation_pressure_(Formasjonstrykk).PDF
2/7-24,2/7-24 OLD NPD WDSS: 1613_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/1613_01_WDSS_General_Information.pdf
2/7-24,2/7-24 OLD NPD WDSS: 1613_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/1613_02_WDSS_completion_log.pdf
2/7-24,2/7-24 REPORTED BY LICENSEE: 1613_2_7_24_Completion_log (pdf),https://factpages.npd.no/pbl/wellbore_documents/1613_2_7_24_Completion_log.pdf
2/7-24,2/7-24 REPORTED BY LICENSEE: 1613_2_7_24_Drilling_report (pdf),https://factpages.npd.no/pbl/wellbore_documents/1613_2_7_24_Drilling_report.pdf
2/7-24,2/7-24 REPORTED BY LICENSEE: 1613_2_7_24_Final_Well_report (pdf),https://factpages.npd.no/pbl/wellbore_documents/1613_2_7_24_Final_Well_report.pdf
2/7-25 S,2/7-25 S OLD NPD WDSS: 1679_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/1679_01_WDSS_General_Information.pdf
2/7-25 S,2/7-25 S OLD NPD WDSS: 1679_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/1679_02_WDSS_completion_log.pdf
2/7-25 S,2/7-25 S REPORTED BY LICENSEE: 1679_2_7_25_S_Completion_report (pdf),https://factpages.npd.no/pbl/wellbore_documents/1679_2_7_25_S_Completion_report.pdf
2/7-25 S,2/7-25 S REPORTED BY LICENSEE: 1679_2_7_25_S_Completion_report_Drilling (pdf),https://factpages.npd.no/pbl/wellbore_documents/1679_2_7_25_S_Completion_report_Drilling.pdf
2/7-26 S,2/7-26 S OLD NPD WDSS: 1756_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/1756_01_WDSS_General_Information.pdf
2/7-26 S,2/7-26 S OLD NPD WDSS: 1756_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/1756_02_WDSS_completion_log.pdf
2/7-26 S,2/7-26 S PRESSURE PLOT: 1756_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/1756_Formation_pressure_(Formasjonstrykk).pdf
2/7-26 S,2/7-26 S REPORTED BY LICENSEE: 1756_2_7_26_S_COMPLETION_LOG (pdf),https://factpages.npd.no/pbl/wellbore_documents/1756_2_7_26_S_COMPLETION_LOG.pdf
2/7-26 S,2/7-26 S REPORTED BY LICENSEE: 1756_2_7_26_S_COMPLETION_REPORT_2 (pdf),https://factpages.npd.no/pbl/wellbore_documents/1756_2_7_26_S_COMPLETION_REPORT_2.pdf
2/7-27 S,2/7-27 S GEOCHEMICAL INFORMATION: 1878_GCH_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1878_GCH_1.pdf
2/7-27 S,2/7-27 S GEOCHEMICAL INFORMATION: 1878_GCH_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1878_GCH_2.pdf
2/7-27 S,2/7-27 S GEOCHEMICAL INFORMATION: 1878_GCH_3 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1878_GCH_3.pdf
2/7-27 S,2/7-27 S GEOCHEMICAL INFORMATION: 1878_GCH_4 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1878_GCH_4.pdf
2/7-27 S,2/7-27 S OLD NPD WDSS: 1878_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/1878_01_WDSS_General_Information.pdf
2/7-27 S,2/7-27 S OLD NPD WDSS: 1878_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/1878_02_WDSS_completion_log.pdf
2/7-27 S,2/7-27 S REPORTED BY LICENSEE: 1878_2_7_27_S_COMPLETION_LOG (pdf),https://factpages.npd.no/pbl/wellbore_documents/1878_2_7_27_S_COMPLETION_LOG.pdf
2/7-27 S,2/7-27 S REPORTED BY LICENSEE: 1878_2_7_27_S_Completion_report (pdf),https://factpages.npd.no/pbl/wellbore_documents/1878_2_7_27_S_Completion_report.pdf
2/7-27 S,2/7-27 S REPORTED BY LICENSEE: 1878_2_7_27_S_Completion_report_Drilling (pdf),https://factpages.npd.no/pbl/wellbore_documents/1878_2_7_27_S_Completion_report_Drilling.pdf
2/7-27 S,2/7-27 S REPORTED BY LICENSEE: 1878_2_7_27_S_Completion_report_Enclosure (pdf),https://factpages.npd.no/pbl/wellbore_documents/1878_2_7_27_S_Completion_report_Enclosure.pdf
2/7-28,2/7-28 OLD NPD WDSS: 1906_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/1906_01_WDSS_General_Information.pdf
2/7-28,2/7-28 OLD NPD WDSS: 1906_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/1906_02_WDSS_completion_log.pdf
2/7-28,2/7-28 REPORTED BY LICENSEE: 1906_2_7_28_Completion_log (pdf),https://factpages.npd.no/pbl/wellbore_documents/1906_2_7_28_Completion_log.pdf
2/7-28,2/7-28 REPORTED BY LICENSEE: 1906_2_7_28_Drilling_report (pdf),https://factpages.npd.no/pbl/wellbore_documents/1906_2_7_28_Drilling_report.pdf
2/7-28,2/7-28 REPORTED BY LICENSEE: 1906_2_7_28_Final_Well_report (pdf),https://factpages.npd.no/pbl/wellbore_documents/1906_2_7_28_Final_Well_report.pdf
2/7-29,2/7-29 COMPOSITE LOG: 2124 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/2124.pdf
2/7-29,2/7-29 PRESSURE PLOT: 2124_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/2124_Formation_pressure_(Formasjonstrykk).pdf
2/7-29,2/7-29 REPORTED BY LICENSEE: 2124_2_7_29_COMPLETION_REPORT_AND_LOG (pdf),https://factpages.npd.no/pbl/wellbore_documents/2124_2_7_29_COMPLETION_REPORT_AND_LOG.pdf
2/7-3,2/7-3 GEOCHEMICAL INFORMATION: 262_GCH_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/262_GCH_1.pdf
2/7-3,2/7-3 GEOCHEMICAL INFORMATION: 262_GCH_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/262_GCH_2.pdf
2/7-3,2/7-3 GEOCHEMICAL INFORMATION: 262_GCH_3 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/262_GCH_3.pdf
2/7-3,2/7-3 GEOCHEMICAL INFORMATION: 262_GCH_4 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/262_GCH_4.pdf
2/7-3,2/7-3 GEOCHEMICAL INFORMATION: 262_GCH_5 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/262_GCH_5.pdf
2/7-3,2/7-3 GEOCHEMICAL INFORMATION: 262_GCH_6 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/262_GCH_6.pdf
2/7-3,2/7-3 NPD PAPER: 262_01_NPD_Paper_No.30_Geology_of_the_Eldfisk_Area__Well_2_7_3 (pdf),https://factpages.npd.no/pbl/NPD_papers/262_01_NPD_Paper_No.30_Geology_of_the_Eldfisk_Area__Well_2_7_3.pdf
2/7-3,2/7-3 NPD PAPER: 262_02_NPD_Paper_No.32_Late_Jurassic-early_Tertiary_Correlation_chart_Profile_3__Well_2_7_3 (pdf),https://factpages.npd.no/pbl/NPD_papers/262_02_NPD_Paper_No.32_Late_Jurassic-early_Tertiary_Correlation_chart_Profile_3__Well_2_7_3.pdf
2/7-3,2/7-3 NPD PAPER: 262_03_NPD_Paper_No.30_Interpreted_Lithology_log__Well_2_7_3 (pdf),https://factpages.npd.no/pbl/NPD_papers/262_03_NPD_Paper_No.30_Interpreted_Lithology_log__Well_2_7_3.pdf
2/7-3,2/7-3 NPD PAPER: 262_04_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart_Eldfisk__Well_2_7_3 (pdf),https://factpages.npd.no/pbl/NPD_papers/262_04_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart_Eldfisk__Well_2_7_3.pdf
2/7-3,2/7-3 OLD NPD WDSS: 262_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/262_01_WDSS_General_Information.pdf
2/7-3,2/7-3 REPORTED BY LICENSEE: 262_2_7_3_COMPLETION_LOG (pdf),https://factpages.npd.no/pbl/wellbore_documents/262_2_7_3_COMPLETION_LOG.pdf
2/7-3,2/7-3 REPORTED BY LICENSEE: 262_2_7_3_COMPLETION_REPORT (pdf),https://factpages.npd.no/pbl/wellbore_documents/262_2_7_3_COMPLETION_REPORT.pdf
2/7-30,2/7-30 GEOCHEMICAL INFORMATION: 2394_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/2394_1.pdf
2/7-30,2/7-30 GEOCHEMICAL INFORMATION: 2394_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/2394_2.pdf
2/7-30,2/7-30 PRESSURE PLOT: 2394_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/2394_Formation_pressure_(Formasjonstrykk).pdf
2/7-30,2/7-30 REPORTED BY LICENSEE: 2394_2_7_30_COMPLETION_REPORT_AND_LOG (pdf),https://factpages.npd.no/pbl/wellbore_documents/2394_2_7_30_COMPLETION_REPORT_AND_LOG.pdf
2/7-31,2/7-31 COMPOSITE LOG: 3573 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/3573.pdf
2/7-4,2/7-4 COMPOSITE LOG: 263 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/263.pdf
2/7-4,2/7-4 OLD NPD WDSS: 263_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/263_01_WDSS_General_Information.pdf
2/7-4,2/7-4 REPORTED BY LICENSEE: 263_01_2_7_4_Completion_Report_and_Completion_log (pdf),https://factpages.npd.no/pbl/wellbore_documents/263_01_2_7_4_Completion_Report_and_Completion_log.pdf
2/7-5,2/7-5 COMPOSITE LOG: 264 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/264.pdf
2/7-5,2/7-5 OLD NPD WDSS: 264_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/264_01_WDSS_General_Information.pdf
2/7-5,2/7-5 REPORTED BY LICENSEE: 264_02_2_7_5_Completion_log.1 (pdf),https://factpages.npd.no/pbl/wellbore_documents/264_02_2_7_5_Completion_log.1.pdf
2/7-5,2/7-5 REPORTED BY LICENSEE: 264_2_7_5_Completion_Report (pdf),https://factpages.npd.no/pbl/wellbore_documents/264_2_7_5_Completion_Report.pdf
2/7-6,2/7-6 GEOCHEMICAL INFORMATION: 265_GCH_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/265_GCH_1.pdf
2/7-6,2/7-6 GEOCHEMICAL INFORMATION: 265_GCH_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/265_GCH_2.pdf
2/7-6,2/7-6 NPD PAPER: 265_01_NPD_Paper_No.30_Geology_of_the_Eldfisk_Area__Well_2_7_6 (pdf),https://factpages.npd.no/pbl/NPD_papers/265_01_NPD_Paper_No.30_Geology_of_the_Eldfisk_Area__Well_2_7_6.pdf
2/7-6,2/7-6 NPD PAPER: 265_02_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart_Eldfisk__Well_2_7_6 (pdf),https://factpages.npd.no/pbl/NPD_papers/265_02_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart_Eldfisk__Well_2_7_6.pdf
2/7-6,2/7-6 OLD NPD WDSS: 265_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/265_01_WDSS_General_Information.pdf
2/7-6,2/7-6 REPORTED BY LICENSEE: 265_2_7_6_COMPLETION_LOG (pdf),https://factpages.npd.no/pbl/wellbore_documents/265_2_7_6_COMPLETION_LOG.pdf
2/7-6,2/7-6 REPORTED BY LICENSEE: 265_2_7_6_COMPLETION_REPORT (pdf),https://factpages.npd.no/pbl/wellbore_documents/265_2_7_6_COMPLETION_REPORT.pdf
2/7-7,2/7-7 GEOCHEMICAL INFORMATION: 266_GCH_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/266_GCH_1.pdf
2/7-7,2/7-7 GEOCHEMICAL INFORMATION: 266_GCH_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/266_GCH_2.pdf
2/7-7,2/7-7 NPD PAPER: 266_01_NPD_Paper_No.30_Geology_of_the_Eldfisk_Area__Well_2_7_7 (pdf),https://factpages.npd.no/pbl/NPD_papers/266_01_NPD_Paper_No.30_Geology_of_the_Eldfisk_Area__Well_2_7_7.pdf
2/7-7,2/7-7 NPD PAPER: 266_02_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart_Eldfisk__Well_2_7_7 (pdf),https://factpages.npd.no/pbl/NPD_papers/266_02_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart_Eldfisk__Well_2_7_7.pdf
2/7-7,2/7-7 NPD PAPER: 266_03_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart__Well_2_7_7 (pdf),https://factpages.npd.no/pbl/NPD_papers/266_03_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart__Well_2_7_7.pdf
2/7-7,2/7-7 OLD NPD WDSS: 266_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/266_01_WDSS_General_Information.pdf
2/7-7,2/7-7 REPORTED BY LICENSEE: 266_2_7_7_COMPLETION_LOG (pdf),https://factpages.npd.no/pbl/wellbore_documents/266_2_7_7_COMPLETION_LOG.pdf
2/7-7,2/7-7 REPORTED BY LICENSEE: 266_2_7_7_COMPLETION_REPORT (pdf),https://factpages.npd.no/pbl/wellbore_documents/266_2_7_7_COMPLETION_REPORT.pdf
2/7-8,2/7-8 NPD PAPER: 267_01_NPD_Paper_No.30_Geology_of_the_Eldfisk_Area__Well_2_7_8 (pdf),https://factpages.npd.no/pbl/NPD_papers/267_01_NPD_Paper_No.30_Geology_of_the_Eldfisk_Area__Well_2_7_8.pdf
2/7-8,2/7-8 NPD PAPER: 267_02_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart__Well_2_7_8 (pdf),https://factpages.npd.no/pbl/NPD_papers/267_02_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart__Well_2_7_8.pdf
2/7-8,2/7-8 OLD NPD WDSS: 267_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/267_01_WDSS_General_Information.pdf
2/7-8,2/7-8 REPORTED BY LICENSEE: 267_01_2_7_8_Completion_Log (pdf),https://factpages.npd.no/pbl/wellbore_documents/267_01_2_7_8_Completion_Log.pdf
2/7-8,2/7-8 REPORTED BY LICENSEE: 267_01_2_7_8_Completion_report (pdf),https://factpages.npd.no/pbl/wellbore_documents/267_01_2_7_8_Completion_report.pdf
2/7-9,2/7-9 GEOCHEMICAL INFORMATION: 268_GCH_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/268_GCH_1.pdf
2/7-9,2/7-9 GEOCHEMICAL INFORMATION: 268_GCH_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/268_GCH_2.pdf
2/7-9,2/7-9 NPD PAPER: 268_01_NPD_Paper_No.30_Geology_of_the_Eldfisk_Area__Well_2_7_9 (pdf),https://factpages.npd.no/pbl/NPD_papers/268_01_NPD_Paper_No.30_Geology_of_the_Eldfisk_Area__Well_2_7_9.pdf
2/7-9,2/7-9 NPD PAPER: 268_02_NPD_Paper_No.32_Stratigraphic_Correlation_chart_Profile_4__Well_2_7_9 (pdf),https://factpages.npd.no/pbl/NPD_papers/268_02_NPD_Paper_No.32_Stratigraphic_Correlation_chart_Profile_4__Well_2_7_9.pdf
2/7-9,2/7-9 NPD PAPER: 268_03_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart__Well_2_7_9 (pdf),https://factpages.npd.no/pbl/NPD_papers/268_03_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart__Well_2_7_9.pdf
2/7-9,2/7-9 OLD NPD WDSS: 268_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/268_01_WDSS_General_Information.pdf
2/7-9,2/7-9 REPORTED BY LICENSEE: 268_2_7_9_COMPLETION_LOG (pdf),https://factpages.npd.no/pbl/wellbore_documents/268_2_7_9_COMPLETION_LOG.pdf
2/7-9,2/7-9 REPORTED BY LICENSEE: 268_2_7_9_COMPLETION_REPORT (pdf),https://factpages.npd.no/pbl/wellbore_documents/268_2_7_9_COMPLETION_REPORT.pdf
2/8-1,2/8-1 NPD PAPER: 124_01_NPD_Paper_No.7_Lithology__Well_2_8_1 (pdf),https://factpages.npd.no/pbl/NPD_papers/124_01_NPD_Paper_No.7_Lithology__Well_2_8_1.pdf
2/8-1,2/8-1 NPD PAPER: 124_02_NPD_Paper_No.7_Interpreted_Lithology_log__Well_2_8_1 (pdf),https://factpages.npd.no/pbl/NPD_papers/124_02_NPD_Paper_No.7_Interpreted_Lithology_log__Well_2_8_1.pdf
2/8-1,2/8-1 OLD NPD WDSS: 124_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/124_01_WDSS_General_Information.pdf
2/8-1,2/8-1 REPORTED BY LICENSEE: 124_01_2_8_1_Completion_Report (pdf),https://factpages.npd.no/pbl/wellbore_documents/124_01_2_8_1_Completion_Report.pdf
2/8-1,2/8-1 REPORTED BY LICENSEE: 124_02_2_8_1_Completion_log.1 (pdf),https://factpages.npd.no/pbl/wellbore_documents/124_02_2_8_1_Completion_log.1.pdf
2/8-1,2/8-1 REPORTED BY LICENSEE: 124_2_8_1_plus_Correlation_charts_Valhall_wells (pdf),https://factpages.npd.no/pbl/wellbore_documents/124_2_8_1_plus_Correlation_charts_Valhall_wells.pdf
2/8-1,2/8-1 REPORTED BY LICENSEE: 124_2_8_1_plus_Valhall_Hod_Biostratigraphic_Reappraisal_and_Correlation_Study_vol_1_of_2_1984 (pdf),https://factpages.npd.no/pbl/wellbore_documents/124_2_8_1_plus_Valhall_Hod_Biostratigraphic_Reappraisal_and_Correlation_Study_vol_1_of_2_1984.pdf
2/8-1,2/8-1 REPORTED BY LICENSEE: 124_2_8_1_plus_Valhall_Hod_Biostratigraphic_Reappraisal_and_Correlation_Study_vol_2_of_2_1984 (pdf),https://factpages.npd.no/pbl/wellbore_documents/124_2_8_1_plus_Valhall_Hod_Biostratigraphic_Reappraisal_and_Correlation_Study_vol_2_of_2_1984.pdf
2/8-10,2/8-10 OLD NPD WDSS: 280_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/280_01_WDSS_General_Information.pdf
